AoA,AoS,V,V_solid_blockage_corr,dE,dR,CL,CL_solid_blockage_corr,CD,CD_solid_blockage_corr,CYaw,CYaw_solid_blockage_corr,CMroll,CMroll_solid_blockage_corr,CMpitch,CMpitch_solid_blockage_corr,CMyaw,CMyaw_solid_blockage_corr,CD_modeloff,CY_modeloff,CL_modeloff,CMroll_modeloff,CMpitch_modeloff,CMyaw_modeloff,modeloff_correction_found,CD_uncorrected,CL_uncorrected,CMroll_uncorrected,CMpitch_uncorrected,CMyaw_uncorrected,solid_blockage_e,V_round,AoA_round,AoS_round,CL2,fit_used,CD0_fit,k_fit,R2_fit,CD_fit_pred,CDi_fit,CL2_fit,CDsep_fit,ewb_t_fit,q_ratio_wake,V_wake_corr,CL_solid_blockage_corr_wake_corr,CD_solid_blockage_corr_wake_corr,CYaw_solid_blockage_corr_wake_corr,CMroll_solid_blockage_corr_wake_corr,CMpitch_solid_blockage_corr_wake_corr,CMyaw_solid_blockage_corr_wake_corr,CLw_tailoff,CL_alpha_per_deg_tailoff,CL_alpha_per_rad_tailoff,delta_alpha_sc_rad,delta_alpha_sc_deg,AoA_streamline_curvature_corr,delta_CL_sc,delta_CMpitch_sc,CL_solid_blockage_corr_wake_corr_sc_corr,CMpitch_solid_blockage_corr_wake_corr_sc_corr,streamline_curvature_data_found
0.002,-8.005,20.00127656618934,19.85771643639087,-10,-20,0.1481499145152852,0.14603084043245412,0.0875519109510969,0.08629960523086876,-0.1495084841479106,-0.14736997765630874,0.015380883494724,0.01516088180460253,0.1999627899838036,0.19710260631666046,0.0278469640251892,0.027448652760924383,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.1035519109510969,0.1637999145152852,0.031780883494724,0.1912127899838037,0.0501469640251892,0.007229438,20.0,0.0,-8.0,0.021325006357408877,True,0.07755184292421854,0.056778222001111656,0.8147092124555534,0.07876263886935463,0.0012107959451360787,0.021325006357408877,0.007536966361514133,0.003022875090790413,1.0060457501815807,19.917653378332222,0.1451532799637562,0.08578099476618492,-0.14648436975128618,0.015069773717414093,0.19591813422111817,0.027283702312713105,0.30044389548814676,0.08834619222417424,5.061863950496675,0.00015108278481853725,0.008656405927185373,0.010656405927185373,-0.0007647605020136,0.0001911901255034,0.1443885194617426,0.19610932434662157,True
0.005,-8.005,20.014493557001284,19.8708385616121,-10,-20,0.148349725239391,0.14622779314797915,0.0874812024048011,0.08622990806988748,-0.1492596928679992,-0.1471247449822529,0.0153613800515786,0.015141657330507033,0.2008389190098654,0.19796620356153008,0.027858587899471397,0.02746011037219648,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.1034812024048011,0.163999725239391,0.0317613800515786,0.1920889190098655,0.0501585878994714,0.007229438,20.0,0.0,-8.0,0.021382567488928177,True,0.07755184292421854,0.056778222001111656,0.8147092124555534,0.07876590708805867,0.0012140641638401165,0.021382567488928177,0.007464000981828817,0.0030133049938896577,1.0060266099877793,19.930625515827796,0.14535181445126533,0.08571334715583215,-0.1462433930888171,0.015050951118172676,0.19678028552737276,0.027295610374093438,0.30044389548814676,0.08834619222417424,5.061863950496675,0.00015108278481853725,0.008656405927185373,0.013656405927185374,-0.0007647605020136,0.0001911901255034,0.14458705394925173,0.19697147565287615,True
2.493,-8.005,19.9922744674536,19.848778950654143,-10,-20,0.4260709419445109,0.4199766023461652,0.0894227743532641,0.08814370858959603,-0.1475575124952458,-0.14544691188181488,0.015275077836363796,0.01505658954589012,0.10720590917164921,0.10567248092502983,0.029096866332389403,0.028680676991084012,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.1056727743532641,0.4374756577067848,0.0317417445030304,0.0979184091716493,0.0512468663323894,0.007229438,20.0,2.5,-8.0,0.17638034651822895,True,0.07755184292421854,0.056778222001111656,0.8147092124555534,0.08756640539546355,0.010014562471245004,0.17638034651822895,0.000577303194132477,0.0021100497043439782,1.0042200994086878,19.890616767344916,0.41821170736719854,0.08777329655271533,-0.14483569086842416,0.014993316260803633,0.10522840658860808,0.028560150317616603,,0.08834619222417424,5.061863950496675,,,,,,,,False
5.0,-8.005,19.98581059909824,19.84236147702649,-10,-20,0.6903003566251439,0.6804265905829605,0.0965904530394958,0.09520886381378087,-0.1407610267904196,-0.13874764025070957,0.0146573996105996,0.014447746329744583,0.0359692362974257,0.035454747465849375,0.0278627585040843,0.027464221322234663,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.1125904530394958,0.6957503566251438,0.0309573996105996,0.0289192362974258,0.0499627585040842,0.007229438,20.0,5.0,-8.0,0.46298034517235176,True,0.07755184292421854,0.056778222001111656,0.8147092124555534,0.10383904374456564,0.026287200820347092,0.46298034517235176,0.0,0.0020343309520700808,1.0040686619041401,19.882686431626297,0.6776693829808242,0.09482306083851325,-0.1381854105351572,0.014389201533633694,0.0353110786254519,0.027352931491906988,0.7421748566090179,0.08834619222417424,5.061863950496675,0.000373213920611054,0.021383582506543958,5.021383582506544,-0.0018891580905646221,0.00047228952264115554,0.6757802248902596,0.035783368148093055,True
7.0,-8.005,19.98638763780348,19.842934374008518,-10,-20,0.8782916261516546,0.8657289120371384,0.1071972750796608,0.10566397033146274,-0.1426071723588508,-0.1405673793292012,0.0153032188850376,0.015084328076836502,-0.0296222816366379,-0.0291985769757483,0.0294342668719105,0.029013251495158706,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1213972750796608,0.8838416261516546,0.0328032188850376,-0.0340722816366379,0.0518342668719105,0.007229438,20.0,7.0,-8.0,0.7494865491370074,True,0.07755184292421854,0.056778222001111656,0.8147092124555534,0.12010635659796663,0.04255451367374809,0.7494865491370074,0.0,0.0020343309520700808,1.0040686619041401,19.883260492887327,0.8622208270053455,0.10523580143521165,-0.13999777571249541,0.015023203740101018,-0.0290802592328451,0.028895684723530036,0.9188672410573664,0.08834619222417424,5.061863950496675,0.0004620663749280607,0.026474453138287394,7.026474453138287,-0.002338917125985031,0.0005847292814962577,0.8598819098793605,-0.028495529951348846,True
8.0,-8.005,19.994140092504537,19.850631185091057,-10,-20,0.96245841595714,0.9486918154718795,0.11624248747204169,0.11457980380913343,-0.14182812275944,-0.1397994729276839,0.015109468694347799,0.01489334920740583,-0.0816257910864204,-0.08045825009290893,0.0298023732981146,0.029376092681824565,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1288424874720417,0.96860841595714,0.0329094686943478,-0.0840757910864204,0.0524023732981146,0.007229438,20.0,8.0,-8.0,0.9000161607433307,True,0.07755184292421854,0.056778222001111656,0.8147092124555534,0.12865316030349155,0.05110131737927302,0.9000161607433307,0.0,0.0020343309520700808,1.0040686619041401,19.890972945936564,0.944847550239002,0.11411550639559004,-0.13923298100208087,0.014832998750465653,-0.08013221918541502,0.02925705561421968,1.0072134332815406,0.08834619222417424,5.061863950496675,0.000506492602086564,0.02901988845415911,8.02901988845416,-0.0025637966436952353,0.0006409491609238088,0.9422837535953068,-0.07949127002449122,True
10.0,-8.005,19.98859738076647,19.84512825643453,-10,-20,1.0821392865108697,1.066660821176879,0.14076002830532353,0.13874665604752445,-0.1227803119937983,-0.1210241140379694,0.009044623754186801,0.008915253259109817,-0.21778583240209018,-0.21467071543046717,0.025073269292927598,0.02471463179182391,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.1582600283053235,1.0716892865108696,0.0274446237541868,-0.2236358324020901,0.0471732692929275,0.007229438,20.0,10.0,-8.0,1.1377653074337342,True,0.07755184292421854,0.056778222001111656,0.8147092124555534,0.14215213413485417,0.06460029121063561,1.1377653074337342,0.0,0.0020343309520700808,1.0040686619041401,19.885458833865783,1.0623385248913533,0.1381844303201356,-0.12053370315179077,0.008879127092964652,-0.21380083212970757,0.024614483779380667,1.1839058177298891,0.08834619222417424,5.061863950496675,0.0005953450564035707,0.034110759085902546,10.034110759085902,-0.003013555679115644,0.000753388919778911,1.0593249692122377,-0.21304744320992866,True
12.0,-8.005,19.99253623014528,19.849038834531445,-10,-20,1.1292014716830656,1.113049848641181,0.1753748631840077,0.17286637488302434,-0.1082464765388247,-0.10669816445412526,0.0008694247803180018,0.0008569888938379398,-0.3351605340364901,-0.33036653868665633,0.020695415518174397,0.02039939699665538,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.1924748631840077,1.1455514716830657,0.019869424780318,-0.3391105340364901,0.0423954155181744,0.007229438,20.0,12.0,-8.0,1.2388799655601561,True,0.07755184292421854,0.056778222001111656,0.8147092124555534,0.14789324464152265,0.0703414017173041,1.2388799655601561,0.02497313024150169,0.005309792237368491,1.010619584474737,19.954154771958727,1.10135392757076,0.17104989606239476,-0.10557698078805879,0.000847983659730238,-0.32689504909838274,0.020185040256525243,1.3605982021782377,0.08834619222417424,5.061863950496675,0.0006841975107205775,0.039201629717645986,12.039201629717645,-0.0034633147145360535,0.0008658286786340134,1.097890612856224,-0.32602922041974874,True
0.001,-8.005,20.00754030592639,19.86393521783305,-10,-10,0.1565426142504046,0.15430349451954287,0.0771370927642936,0.07603375622416428,-0.124619105610178,-0.1228366063236403,0.008517005905519598,0.008395182234296058,0.16691743841438259,0.16452992156110774,0.0174317122617726,0.01718237637930417,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0931370927642936,0.1721926142504046,0.0249170059055196,0.1581674384143827,0.0397317122617726,0.007229438,20.0,0.0,-8.0,0.023809568420942596,True,0.06664870260428349,0.05790838879272923,0.802973431248367,0.06802747634939052,0.001378773745107032,0.023809568420942596,0.008006279874773758,0.0027984200663834155,1.0055968401327668,19.919445290866772,0.15344468912528653,0.07561057591840255,-0.12215293586982874,0.008348457253691906,0.16361419904559882,0.017086744601380825,0.30044389548814676,0.08834619222417424,5.061863950496675,0.00015108278481853725,0.008656405927185373,0.009656405927185373,-0.0007647605020136,0.0001911901255034,0.15267992862327293,0.1638053891711022,True
0.006,-8.005,20.0319449078317,19.888164654528,-10,-10,0.1577436923767296,0.15548739292938085,0.0766762912812874,0.07557954585181219,-0.1262338620212132,-0.12442826593794831,0.0090905447957195,0.00896051746537341,0.168177419237931,0.16577188014875557,0.0179824426167257,0.01772522931883231,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0926762912812874,0.1733936923767296,0.0254905447957195,0.1594274192379311,0.0402824426167257,0.007229438,20.0,0.0,-8.0,0.024176329359975674,True,0.06664870260428349,0.05790838879272923,0.802973431248367,0.06804871488444203,0.0014000122801585458,0.024176329359975674,0.007530830967370154,0.0027360604633109133,1.0054721209266217,19.94250563684265,0.15464117770474528,0.07516821628247602,-0.12375108503583158,0.008911751284675687,0.16486969325015569,0.017628762598108753,0.30044389548814676,0.08834619222417424,5.061863950496675,0.00015108278481853725,0.008656405927185373,0.014656405927185373,-0.0007647605020136,0.0001911901255034,0.15387641720273168,0.16506088337565908,True
2.493,-8.005,19.990800002096524,19.84731506834347,-10,-10,0.4344711298663318,0.4282566375120815,0.0788246743694584,0.07769719937164675,-0.1227650320116537,-0.12100905261426444,0.008900936269304698,0.008773621019593442,0.07688364622291749,0.07578393487554626,0.018092522839567398,0.01783373500045325,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.0950746743694584,0.4458758456286057,0.0253676029359713,0.0675961462229176,0.0402425228395674,0.007229438,20.0,2.5,-8.0,0.18340374757315436,True,0.06664870260428349,0.05790838879272923,0.802973431248367,0.07726931812479328,0.010620615520509793,0.18340374757315436,0.00042788124685346797,0.0018044416956199568,1.00360888339124,19.883096137845474,0.42671666682042797,0.07741780753185881,-0.12057391541351184,0.008742071901503081,0.07551142295539363,0.017769606562461113,,0.08834619222417424,5.061863950496675,,,,,,,,False
5.0,-8.005,19.98363418195244,19.84020068122,-10,-10,0.6967172539603423,0.6867517033168672,0.086346990256905,0.08511191921563892,-0.1146004467887649,-0.11296125018534142,0.0083992437675365,0.008279104516417791,0.0120959590756619,0.01192294356317859,0.0157605390693599,0.015535106945537233,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.102346990256905,0.7021672539603423,0.0246992437675365,0.005045959075662,0.0378605390693598,0.007229438,20.0,5.0,-8.0,0.47162790200861837,True,0.06664870260428349,0.05790838879272923,0.802973431248367,0.09395991451929776,0.027311211915014275,0.47162790200861837,0.0,0.0017483210393297555,1.0034966420786595,19.87485745235144,0.6843587457296503,0.08481535029288856,-0.11256764143360921,0.008250256322999066,0.011881398565002877,0.015480975515132325,0.7421748566090179,0.08834619222417424,5.061863950496675,0.000373213920611054,0.021383582506543958,5.021383582506544,-0.0018891580905646221,0.00047228952264115554,0.6824695876390856,0.012353688087644032,True
7.0,-8.005,19.98848639800237,19.845018070254586,-10,-10,0.8847227076090068,0.8720680060094798,0.09696566092403379,0.09557870488250664,-0.1144121686112934,-0.11277566505975287,0.008744938298886798,0.008619854378550037,-0.049530783559097395,-0.048822316057878755,0.0162461463925057,0.016013768345721973,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1111656609240338,0.8902727076090069,0.0262449382988868,-0.0539807835590974,0.0386461463925057,0.007229438,20.0,7.0,-8.0,0.76050260710535,True,0.06664870260428349,0.05790838879272923,0.802973431248367,0.1106881832544243,0.04403948065014081,0.76050260710535,0.0,0.0017483210393297555,1.0034966420786595,19.879683256378993,0.869029321516277,0.0952456648828673,-0.11238270297162878,0.008589818856488376,-0.048652196739540056,0.015957969039687856,0.9188672410573664,0.08834619222417424,5.061863950496675,0.0004620663749280607,0.026474453138287394,7.026474453138287,-0.002338917125985031,0.0005847292814962577,0.866690404390292,-0.0480674674580438,True
8.0,-8.005,19.989101179100576,19.84562843873173,-10,-10,0.9700863362282136,0.9562106291788001,0.1060440876881468,0.10452727764750223,-0.1119517067648476,-0.11035039662497832,0.0078071631854949,0.007695492806062394,-0.1049092481076804,-0.10340867033521504,0.0158125405015201,0.01558636457107749,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1186440876881468,0.9762363362282136,0.0256071631854949,-0.1073592481076804,0.0384125405015201,0.007229438,20.0,8.0,-8.0,0.9143387673545167,True,0.06664870260428349,0.05790838879272923,0.802973431248367,0.11959658743251364,0.05294788482823015,0.9143387673545167,0.0,0.0017483210393297555,1.0034966420786595,19.88029469104498,0.9528787532343801,0.10416305672033212,-0.10996588528327976,0.007668678183239182,-0.1030483471484395,0.015532054535620204,1.0072134332815406,0.08834619222417424,5.061863950496675,0.000506492602086564,0.02901988845415911,8.02901988845416,-0.0025637966436952353,0.0006409491609238088,0.9503149565906849,-0.10240739798751569,True
10.0,-8.005,19.988945313532973,19.845473691896775,-10,-10,1.0938640143156424,1.0782178434051712,0.13181667478831488,0.12993122449870254,-0.096380846410396,-0.09500225530976786,0.0030170919135285995,0.002973936699430801,-0.2382193380816206,-0.23481194883668213,0.0123698950551526,0.012192961277603848,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.1493166747883149,1.0834140143156423,0.0214170919135286,-0.2440693380816205,0.0344698950551525,0.007229438,20.0,10.0,-8.0,1.1625537178372984,True,0.06664870260428349,0.05790838879272923,0.802973431248367,0.13397031528923858,0.06732161268495511,1.1625537178372984,0.0,0.0017483210393297555,1.0034966420786595,19.880139673898967,1.0744608384256602,0.12947848458123473,-0.09467122392455506,0.0029635741413848076,-0.23399375642183395,0.012150475413995554,1.1839058177298891,0.08834619222417424,5.061863950496675,0.0005953450564035707,0.034110759085902546,10.034110759085902,-0.003013555679115644,0.000753388919778911,1.0714472827465447,-0.23324036750205504,True
12.0,-8.005,19.991716812300226,19.8482252980976,-10,-10,1.1310827243660837,1.1149041926768546,0.16813530653516678,0.16573036980838407,-0.0835267177543332,-0.08233198670506964,-0.005194521113608899,-0.005120220867803278,-0.3547611228624679,-0.3496867689317652,0.0088155801101714,0.008689485759069644,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.1852353065351668,1.1474327243660838,0.0138054788863911,-0.3587111228624679,0.0305155801101714,0.007229438,20.0,12.0,-8.0,1.2430113588484288,True,0.06664870260428349,0.05790838879272923,0.802973431248367,0.138629487646257,0.07198078504197349,1.2430113588484288,0.027100882162127096,0.00530285703305802,1.010605714066116,19.95320000038636,1.1032039272676377,0.16399112680807743,-0.08146796080719894,-0.005066487153731155,-0.3460170114463532,0.008598294703983001,1.3605982021782377,0.08834619222417424,5.061863950496675,0.0006841975107205775,0.039201629717645986,12.039201629717645,-0.0034633147145360535,0.0008658286786340134,1.0997406125531017,-0.3451511827677192,True
0.001,-8.0,19.99890591474847,19.85536280041536,-10,0,0.1563633221466024,0.1541267669346043,0.0708715116200309,0.06985779531802402,-0.0907681926394725,-0.08946988257836289,0.0029086046888553985,0.0028670012304023835,0.1664895019650877,0.16410810613484392,0.0025702275246385006,0.002533464070860884,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0868715116200309,0.1720133221466024,0.0193086046888554,0.1577395019650878,0.0248702275246385,0.007229438,20.0,0.0,-8.0,0.023755060285713836,True,0.0605337578164101,0.05919519387561839,0.8087924946238639,0.061939943215549936,0.0014061853991398333,0.023755060285713836,0.007917852102474091,0.0026264154083346786,1.0052528308166693,19.907442928764482,0.153321395583031,0.06949276159836468,-0.08900236819594667,0.0028520200515856557,0.16325057846544155,0.002520225751369129,0.30044389548814676,0.08834619222417424,5.061863950496675,0.00015108278481853725,0.008656405927185373,0.009656405927185373,-0.0007647605020136,0.0001911901255034,0.1525566350810174,0.16344176859094495,True
0.006,-8.0,20.03717142730908,19.89335366040908,-10,0,0.1572415616300033,0.15499244444971869,0.070744644508998,0.069732742860802,-0.0906151959373248,-0.08931907427671032,0.002857947735145097,0.002817068852457609,0.16707259621487788,0.16468286004966584,0.0026472537609527995,0.002609388556279101,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.086744644508998,0.1728915616300033,0.0192579477351451,0.158322596214878,0.0249472537609528,0.007229438,20.0,0.0,-8.0,0.024022657836499133,True,0.0605337578164101,0.05919519387561839,0.8087924946238639,0.06195578370444931,0.0014220258880392096,0.024022657836499133,0.00777695915635269,0.002607935971198466,1.005215871942397,19.945166778231474,0.1541882184472714,0.06937091306174478,-0.08885561476871376,0.0028024516236638164,0.16382835234330925,0.002595848940623005,0.30044389548814676,0.08834619222417424,5.061863950496675,0.00015108278481853725,0.008656405927185373,0.014656405927185373,-0.0007647605020136,0.0001911901255034,0.1534234579452578,0.16401954246881265,True
2.493,-8.0,19.99287010714013,19.84937031510802,-10,0,0.4338915415832111,0.427685339416056,0.0728480476578799,0.07180605981548578,-0.0892357748368113,-0.08795938383559661,0.0029721884662461985,0.002929675532177229,0.0756999035890549,0.07461712399857579,0.0031874488637896013,0.0031418569355073276,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.0890980476578799,0.445296257345485,0.0194388551329128,0.066412403589055,0.0253374488637896,0.007229438,20.0,2.5,-8.0,0.18291474955142703,True,0.0605337578164101,0.05919519387561839,0.8087924946238639,0.07136143187881701,0.010827674062406905,0.18291474955142703,0.0004446279366687768,0.0016462316590515175,1.0032924633181028,19.88202012444264,0.4262818221534418,0.07157041684336767,-0.08767073116915092,0.002920061337337435,0.07437225607356901,0.0031315464337452856,,0.08834619222417424,5.061863950496675,,,,,,,,False
5.0,-8.0,19.98917774359112,19.84570445367694,-10,0,0.6968236495845788,0.686856577102832,0.0807427654529576,0.07958785488681064,-0.082254958276309,-0.08107841793986693,0.002378675496356602,0.00234465192224732,0.0095736594441116,0.009436721844975998,0.0011693139931329977,0.001152588617450893,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.0967427654529576,0.7022736495845787,0.0186786754963566,0.0025236594441117,0.0232693139931329,0.007229438,20.0,5.0,-8.0,0.4717719575094186,True,0.0605337578164101,0.05919519387561839,0.8087924946238639,0.08846039030626013,0.027926632489850035,0.4717719575094186,0.0,0.0015879145166333665,1.0031758290332666,19.877192755323872,0.684682143672398,0.0793358976397062,-0.08082174190540457,0.002337229281637295,0.009406847306189495,0.0011489397811364846,0.7421748566090179,0.08834619222417424,5.061863950496675,0.000373213920611054,0.021383582506543958,5.021383582506544,-0.0018891580905646221,0.00047228952264115554,0.6827929855818333,0.00987913682883065,True
7.0,-8.0,19.98299024182706,19.839561363006013,-10,0,0.882183142881365,0.8695647661478605,0.0914201609039769,0.09011252536295283,-0.0816516181573206,-0.08048370774424678,0.002471155888061797,0.002435809513315918,-0.0475228603047354,-0.046843113293451255,0.0012278128850029997,0.0012102507657693266,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1056201609039769,0.8877331428813651,0.0199711558880618,-0.0519728603047354,0.023627812885003,0.007229438,20.0,7.0,-8.0,0.7561428825257833,True,0.0605337578164101,0.05919519387561839,0.8087924946238639,0.1052937823451928,0.04476002452878269,0.7561428825257833,0.0,0.0015879145166333665,1.0031758290332666,19.871039917682634,0.8668119196869372,0.08982724937640477,-0.08022891442849729,0.002428098288276385,-0.04669481853305087,0.0012064193840631233,0.9188672410573664,0.08834619222417424,5.061863950496675,0.0004620663749280607,0.026474453138287394,7.026474453138287,-0.002338917125985031,0.0005847292814962577,0.8644730025609522,-0.04611008925155462,True
8.0,-8.0,19.99107259068893,19.847585700418072,-10,0,0.9694155823080888,0.9555494694407086,0.1006613666420162,0.09922154877987735,-0.0803083586728862,-0.07915966167866109,0.0019062329346655991,0.001878966980305078,-0.1068236869385344,-0.10529572583801987,0.0012675887417729,0.0012494576854090284,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1132613666420162,0.9755655823080888,0.0197062329346656,-0.1092736869385344,0.0238675887417729,0.007229438,20.0,8.0,-8.0,0.9130747885484197,True,0.0605337578164101,0.05919519387561839,0.8087924946238639,0.11458339694747308,0.05404963913106297,0.9130747885484197,0.0,0.0015879145166333665,1.0031758290332666,19.879076986956015,0.952524414749452,0.09890743567405773,-0.07890905999494138,0.0018730185934760684,-0.10496238325388134,0.0012455021834139454,1.0072134332815406,0.08834619222417424,5.061863950496675,0.000506492602086564,0.02901988845415911,8.02901988845416,-0.0025637966436952353,0.0006409491609238088,0.9499606181057568,-0.10432143409295754,True
10.0,-8.0,19.98215024948597,19.83872739975057,-10,0,1.0889154879467604,1.0733400986767028,0.126960565702547,0.12514457515539024,-0.0657942702575888,-0.0648531766811409,-0.0030811187668406004,-0.0030370477395551764,-0.24053834074883118,-0.23709778146484017,-0.0017253927718896,-0.001700713479177365,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.144460565702547,1.0784654879467603,0.0153188812331594,-0.2463883407488311,0.0203746072281103,0.007229438,20.0,10.0,-8.0,1.152058967427314,True,0.0605337578164101,0.05919519387561839,0.8087924946238639,0.12873011174941468,0.06819635393300459,1.152058967427314,0.0,0.0015879145166333665,1.0031758290332666,19.870204631214573,1.0699421453475924,0.12474839557885747,-0.06464786611100684,-0.003027433129526154,-0.23634718321844425,-0.0016953294028388788,1.1839058177298891,0.08834619222417424,5.061863950496675,0.0005953450564035707,0.034110759085902546,10.034110759085902,-0.003013555679115644,0.000753388919778911,1.0669285896684768,-0.23559379429866534,True
12.0,-8.0,19.9902130891032,19.846732367946537,-10,0,1.130686175968331,1.1145133163406418,0.1632594037611398,0.16092420989740663,-0.0550190545433088,-0.05423208512165202,-0.010721136028973,-0.01056778540726097,-0.355069918758259,-0.3499911479409061,-0.004361474561723401,-0.00429908986351474,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.1803594037611398,1.1470361759683312,0.008278863971027,-0.359019918758259,0.0173385254382766,0.007229438,20.0,12.0,-8.0,1.2421399323006155,True,0.0605337578164101,0.05919519387561839,0.8087924946238639,0.13406247192959253,0.07352871411318243,1.2421399323006155,0.026861737967814103,0.005111084496469854,1.0102221689929396,19.947912780671253,1.1032358530120825,0.15929586068956217,-0.05368332510037309,-0.01046085280210756,-0.3464496807566615,-0.004255588518514076,1.3605982021782377,0.08834619222417424,5.061863950496675,0.0006841975107205775,0.039201629717645986,12.039201629717645,-0.0034633147145360535,0.0008658286786340134,1.0997725382975465,-0.3455838520780275,True
0.002,-8.005,19.999370414691665,19.855823966387753,-10,10,0.148182318918902,0.14606278133710707,0.0678983280729179,0.06692713893819831,-0.0451903091864736,-0.04454392600558895,-0.005189284143173602,-0.005115058804791035,0.1840345977818851,0.1814022442784776,-0.0170994939245286,-0.016854909953464225,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0838983280729179,0.163832318918902,0.0112107158568264,0.1752845977818852,0.0052005060754714,0.007229438,20.0,0.0,-8.0,0.02133433609193155,True,0.057728774079875964,0.06064421634454399,0.8193122739138368,0.05902257817340227,0.0012938040935263101,0.02133433609193155,0.007904560764796034,0.00255109211602869,1.0051021842320575,19.906413555116025,0.14532132516327728,0.06658739776725647,-0.04431780838246061,-0.0050890933131332965,0.18048139495097895,-0.016769349642138248,0.30044389548814676,0.08834619222417424,5.061863950496675,0.00015108278481853725,0.008656405927185373,0.010656405927185373,-0.0007647605020136,0.0001911901255034,0.14455656466126368,0.18067258507648234,True
0.005,-8.005,20.009204845331773,19.865587809926357,-10,10,0.14966045628834632,0.14751977605114924,0.0679522304050479,0.06698027027403448,-0.0454958735402436,-0.04484511969532698,-0.005014635367474101,-0.004942908131742446,0.18415672966969548,0.18152262924311902,-0.016943961660465,-0.01670160235750725,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0839522304050479,0.1653104562883463,0.0113853646325259,0.1754067296696956,0.005356038339535,0.007229438,20.0,0.0,-8.0,0.021762084326181225,True,0.057728774079875964,0.06064421634454399,0.8193122739138368,0.05904851862986111,0.001319744549985144,0.021762084326181225,0.007931751644173377,0.0025546584560049938,1.00510931691201,19.916272942692736,0.146769882209801,0.06663978648592919,-0.0446171565030402,-0.004917781626906521,0.1805998871852165,-0.01661670235912195,0.30044389548814676,0.08834619222417424,5.061863950496675,0.00015108278481853725,0.008656405927185373,0.013656405927185374,-0.0007647605020136,0.0001911901255034,0.1460051217077874,0.1807910773107199,True
2.493,-8.005,19.996392178250733,19.8528671063829,-10,10,0.42784621079021146,0.42172647849276573,0.0699068379759177,0.06890691996008816,-0.0449444548417506,-0.044301588258035506,-0.004723126532825002,-0.004655568916889904,0.09218279488674569,0.09086425094990608,-0.01654376713857,-0.01630713204977878,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.0861568379759177,0.4392509265524854,0.0117435401338416,0.0828952948867458,0.00560623286143,0.007229438,20.0,2.5,-8.0,0.1778532226619092,True,0.057728774079875964,0.06064421634454399,0.8193122739138368,0.06851454339255914,0.010785769312683175,0.1778532226619092,0.00039237656752902014,0.0015657983916045383,1.003131596783209,19.883928394917675,0.4204099241267413,0.06869180492475298,-0.04416328665162135,-0.004641035066405189,0.0905805890685578,-0.016256224110646752,,0.08834619222417424,5.061863950496675,,,,,,,,False
