AoA,AoA_corr,AoS,dR,dE,V,AoA_round,AoS_round,V_round,CL_uncorrected,CL,CD_uncorrected,CD,CYaw,CMroll_uncorrected,CMroll,CMpitch_uncorrected,CMpitch,CMyaw_uncorrected,CMyaw
-2.5,-2.394779024953199,5.0,0,5,20.00227969019929,-2.5,5.0,20.0,-0.0044943565076564,-0.021025498816034247,0.0651525501245342,0.05881744133155353,0.13885827451653443,-0.0595475366502261,-0.04972045116824125,-0.1218463058586486,-0.12386319140964254,-0.0410127676435269,-0.03124485760449172
0.002,0.46203031336908773,5.0,0,5,19.98931849528963,0.0,5.0,20.0,0.2675262153664236,0.24721666535401662,0.066577405999419,0.0604657752332188,0.13011434254117413,-0.0555485697594954,-0.04626684596048667,-0.2012838531584481,-0.19939330340567374,-0.0410896087995704,-0.03158763202054741
-0.006,0.4540303133690877,5.0,0,5,19.999045120903244,-0.0,5.0,20.0,0.2672872449492897,0.2470165700680993,0.0660286945781397,0.05993552053821823,0.13051041180663298,-0.0554380940980638,-0.04616484739853493,-0.2048642320439848,-0.20293483189536285,-0.0412003210302987,-0.03170067622592743
0.005,0.46503031336908773,5.0,0,5,20.004930336938692,0.0,5.0,20.0,0.2699897127061817,0.24963486173278587,0.0666609602252002,0.06054795000680473,0.12986252665398187,-0.0556732822089638,-0.04638936861645754,-0.2005521335719018,-0.19867587607902756,-0.0409902152489681,-0.03149019392361074
2.5,3.3148396516913747,5.0,0,5,19.995309550115124,2.5,5.0,20.0,0.5266927549232224,0.5061435465453242,0.0729818233814105,0.06860859213257373,0.1177391105960659,-0.0496934412898484,-0.040667370931878825,-0.2573032442749594,-0.2547648355423035,-0.0387198226008991,-0.029172885198036468
5.0,6.169648990013662,5.0,0,5,19.98655134662256,5.0,5.0,20.0,0.7827257625474178,0.7631769431775192,0.0851572146448173,0.08389713673294341,0.10831038073437606,-0.0457997670412645,-0.03667503633052859,-0.3331756564183267,-0.33198984269440546,-0.037062492113598,-0.027494150647745085
6.0,7.311572725342575,5.0,0,5,19.99380855845312,6.0,5.0,20.0,0.8875527322665994,0.8673981997492864,0.0919559622232563,0.09270797408239383,0.1139557827627471,-0.0463940734565973,-0.037849339406568094,-0.3819866600592609,-0.3810375814348316,-0.0402450991461281,-0.030820102675078096
7.0,8.453496460671492,5.0,0,5,19.986801447305417,7.0,5.0,20.0,0.9794220449940136,0.9560273979136449,0.0999031389293717,0.10341367324026263,0.11476018028605607,-0.0466613168161318,-0.03870205737885866,-0.4345278131361197,-0.434539594513257,-0.041290295294585,-0.031946118028036555
8.0,9.595420196000404,5.0,0,5,19.99228654189588,8.0,5.0,20.0,1.0591580038143464,1.0336113886856861,0.1102782755771902,0.11707568404832916,0.11231431706375704,-0.0460704200124955,-0.03841603278170786,-0.4921120002260909,-0.4932951515703716,-0.0415442918548552,-0.03239251063749775
9.0,10.73734393132932,5.0,0,5,19.99370524626397,9.0,5.0,20.0,1.1115120307481623,1.1002990579310856,0.1238559817626314,0.12953938681663996,0.10524364269917806,-0.04288381864672,-0.035282803538441085,-0.550003769889844,-0.5496000364944336,-0.040744875518411,-0.03170480876737941
10.0,11.879267666658237,5.0,0,5,19.992420692057703,10.0,5.0,20.0,1.150517544291687,1.1393096709070125,0.1391069006801527,0.1449055709820078,0.09766952999565429,-0.039988227523829,-0.03302566108125292,-0.5949206391489881,-0.5913774845977905,-0.0386467269432219,-0.029051851259340525
11.0,13.02119140198715,5.0,0,5,19.99220378593536,11.0,5.0,20.0,1.2177908934458117,1.190382646530351,0.1551193109692297,0.1639493123702244,0.09340135587453417,-0.0379659909119067,-0.031135619851233053,-0.6424107361892254,-0.6406996422252764,-0.0375010149205797,-0.027728678455976055
12.0,14.163115137316064,5.0,0,5,19.997551251107016,12.0,5.0,20.0,1.2240487375169151,1.1803507880850794,0.181151366464961,0.19100215310589314,0.09359212197494857,-0.0344403065041654,-0.028055048952068194,-0.7101004365623038,-0.7041950227921069,-0.0376452240792675,-0.02757008341359537
13.0,15.30503887264498,5.0,0,5,19.9943023513558,13.0,5.0,20.0,1.249154054167733,1.187123822505261,0.2039673340475462,0.21232968132534386,0.09163730552206877,-0.0304811381757951,-0.024556279979353304,-0.7589831529318367,-0.7423633147051313,-0.0367768214107016,-0.026307404172499507
14.0,16.446962607973894,5.0,0,5,19.990470568115263,14.0,5.0,20.0,1.2815538883068889,1.208228831890656,0.228845346012349,0.23938764376099464,0.08703510173988606,-0.0266676986037202,-0.021213692363826482,-0.7921822276923001,-0.7778608915264957,-0.035293074071736,-0.024827651498272787
-5.002,-5.251588363275486,5.0,0,10,20.00045509523296,-5.0,5.0,20.0,-0.243725035908062,-0.25939685626783215,0.0756364031630836,0.07045478125858637,0.10281245674078332,-0.0382032635015664,-0.028120938500646522,-0.1527274937927404,-0.15829555771699744,-0.0287133434931735,-0.018627605290737113
-2.49,-2.384779024953199,5.0,0,10,19.998940256053743,-2.5,5.0,20.0,0.0396991787610344,0.022285803798160392,0.0711399791082752,0.06465820317237438,0.09511643508434213,-0.0336591988201674,-0.024332395998574105,-0.2578215846361101,-0.2570412050386278,-0.0286192710338653,-0.019087581522989075
-0.003,0.4570303133690877,5.0,0,10,19.98912236260339,-0.0,5.0,20.0,0.3050151362728194,0.28397069739503566,0.0727461178596922,0.06651133736175835,0.08888999021208371,-0.0308678907630277,-0.022045101559945462,-0.3483301996532293,-0.3436489966944945,-0.0281643178033341,-0.01890181178717537
-0.006,0.4540303133690877,5.0,0,10,19.998721630407815,-0.0,5.0,20.0,0.3112269436593747,0.2900975201824674,0.0725930307704992,0.06636831072017418,0.08895691520786328,-0.0311605644010998,-0.02233471806899167,-0.3517099954145092,-0.34700320131862716,-0.0282512799321447,-0.01898922073908254
0.005,0.46503031336908773,5.0,0,10,20.142595288733112,0.0,5.0,20.0,0.3171214189437445,0.2957676188830098,0.0743524368034759,0.06806896128149967,0.07269246813756335,-0.0237953845525407,-0.01510152852943733,-0.3527377003240594,-0.34787802811351043,-0.0232790271991743,-0.01410457067394595
2.5,3.3148396516913747,5.0,0,10,19.99022495642579,2.5,5.0,20.0,0.5696858236585263,0.5482652736188994,0.0800192465688042,0.07550816144826379,0.07685867116402754,-0.0266557602070287,-0.01801058909654659,-0.398163364268659,-0.39315776175200573,-0.0250273321160212,-0.015705406580928498
5.0,6.169648990013662,5.0,0,10,19.98997164750162,5.0,5.0,20.0,0.8322186434279014,0.8116169807182506,0.0934120690563342,0.09199005567633262,0.07345762651213221,-0.0260410888230813,-0.01724254899617602,-0.4852010164268969,-0.48133685065717496,-0.0248336891721138,-0.015465910307905258
6.0,7.311572725342575,5.0,0,10,19.98858928704892,6.0,5.0,20.0,0.9361304981300704,0.9149099582935825,0.1009296032829835,0.10150544465081543,0.08351080642345286,-0.0289348178454714,-0.020676816643726822,-0.5405017018402302,-0.5367503714425463,-0.0292631746654313,-0.020016604466672454
7.0,8.453496460671492,5.0,0,10,19.989269345548117,7.0,5.0,20.0,1.0259767055855462,1.0015260347453063,0.1092326099909297,0.11255844309117706,0.08575302712005124,-0.0304908042042037,-0.022796109282882296,-0.5903163522879767,-0.5875576110382571,-0.0306970088671128,-0.021524333641369027
8.0,9.595420196000404,5.0,0,10,19.991753022960623,8.0,5.0,20.0,1.1068066070144522,1.0801639403011085,0.1198826637583118,0.12648745231402322,0.08318765771623066,-0.0295829840581606,-0.022198633906369725,-0.6414921564045422,-0.6399977323674609,-0.0308130083991011,-0.021834955032551274
9.0,10.73734393132932,5.0,0,10,19.992334862747004,9.0,5.0,20.0,1.152589102606322,1.1403735107086992,0.1333169497849403,0.138807314154644,0.07831758859661894,-0.027821066929008,-0.020466703652037958,-0.6851433584839516,-0.6822889707916634,-0.0306084313230654,-0.021732157801683274
10.0,11.879267666658237,5.0,0,10,19.991050535021024,10.0,5.0,20.0,1.1930462912332636,1.1808002959707495,0.1495224417764768,0.15510821310779022,0.05864663465851906,-0.0189217226270131,-0.012308609692957093,-0.7358975250023367,-0.7297929200735692,-0.0236340543121345,-0.014286692583205304
11.0,13.02119140198715,5.0,0,10,19.994782533096263,11.0,5.0,20.0,1.2521799649395131,1.223858013986346,0.167111881879575,0.17569756861824273,0.05646413927873157,-0.0178497498884811,-0.01135317940375894,-0.786065048284499,-0.7817334112327531,-0.0230514881473559,-0.013517445270507744
12.0,14.163115137316064,5.0,0,10,19.99655041132262,12.0,5.0,20.0,1.258566019725562,1.213223585099947,0.1927868739599906,0.20225952475459913,0.056132358012264336,-0.0149146408351013,-0.008921499048653445,-0.8461954591202526,-0.8368650067052024,-0.0228561596451912,-0.013073138889834544
13.0,15.30503887264498,5.0,0,10,19.992720934676736,13.0,5.0,20.0,1.2860047599974789,1.222115959640851,0.2160732581427598,0.22398053793498232,0.05300255432775344,-0.0109277233287345,-0.0054838502118818655,-0.8933716868455949,-0.8727469683718364,-0.0213113551632643,-0.01121706661178534
14.0,16.446962607973894,5.0,0,10,19.993302604506333,14.0,5.0,20.0,1.3161325551734713,1.2405014664136145,0.2415806990830917,0.25151174599400333,0.052670943437571706,-0.0092653996745048,-0.004327428188924749,-0.922447137418932,-0.9033096515037828,-0.02119597909815,-0.011140777452164104
-5.002,-5.251588363275486,5.0,0,15,19.99910304899192,-5.0,5.0,20.0,-0.208515053286883,-0.22485725599582582,0.0731322813677563,0.06798825038010661,0.14622665540481944,-0.0603448058774287,-0.04980356138851377,-0.1949636278096403,-0.19963580619686372,-0.0404156906782228,-0.030086667849046993
-2.5,-2.394779024953199,5.0,0,15,20.002860348500217,-2.5,5.0,20.0,0.0867355338516498,0.0683739420672025,0.0695686427376631,0.06311906675714171,0.1367971714422608,-0.055163445972922,-0.04540324659710771,-0.339288513566737,-0.33686756787494904,-0.0406809574580193,-0.030906220271391605
0.002,0.46203031336908773,5.0,0,15,19.997276307312077,0.0,5.0,20.0,0.3675967844769849,0.345457198399848,0.0727483643698273,0.066529172611439,0.1281168821094943,-0.0507879560830228,-0.04160023283166779,-0.4385145378588167,-0.43223914505075783,-0.0406781398416635,-0.031187585779819615
-0.006,0.4540303133690877,5.0,0,15,19.9987520120164,-0.0,5.0,20.0,0.3672305506939937,0.34515370806925205,0.0721013001172232,0.06590464208640823,0.1283935135009341,-0.0504815868991393,-0.04130623721055249,-0.4412921367480781,-0.4350353917613116,-0.0407933785269563,-0.031305745718143124
0.005,0.46503031336908773,5.0,0,15,20.013234639416183,0.0,5.0,20.0,0.3692698182446145,0.34711409789691616,0.0726678577033749,0.06645297971328233,0.12780950008734043,-0.0507833837765197,-0.04159753410993774,-0.4366428783083074,-0.43042075144942765,-0.040527113725376,-0.031040700972041153
2.5,3.3148396516913747,5.0,0,15,19.992795969855635,2.5,5.0,20.0,0.6207647718379586,0.5985467565264061,0.0811539476059514,0.07663238520302194,0.11281414951601049,-0.0444018502617268,-0.03545889882479097,-0.4807627931579168,-0.4744081178691986,-0.0369889671995774,-0.027466752047658912
5.0,6.169648990013662,5.0,0,15,19.98284709938037,5.0,5.0,20.0,0.8859776536850765,0.8645648533283969,0.0963930096077603,0.09493092140573905,0.10768366661936885,-0.0416477335638196,-0.03258748157136835,-0.5772874552130294,-0.5719243860977634,-0.0370867552996632,-0.02751373244913569
6.0,7.311572725342575,5.0,0,15,19.98843404776348,6.0,5.0,20.0,0.9893967756707376,0.9673858308746337,0.1045455737090952,0.1050715633549975,0.1134729084854846,-0.0425893472306432,-0.034103039395587655,-0.635861134217403,-0.6305622013009609,-0.0403948223088858,-0.030962507273938327
7.0,8.453496460671492,5.0,0,15,19.98950285186193,7.0,5.0,20.0,1.0801154159925284,1.0548700009209833,0.113379736183695,0.11664785950259843,0.11328082737786328,-0.0422956001881067,-0.03440411616719571,-0.6816424264478301,-0.6774103210717305,-0.0408084052387604,-0.03146740979556729
8.0,9.595420196000404,5.0,0,15,19.99066919358156,8.0,5.0,20.0,1.1569816384640326,1.1296206705852263,0.1242020426077314,0.13074765295859797,0.10981339481604536,-0.0407969424361807,-0.03322571773081208,-0.7324135391196779,-0.7294588544942737,-0.0408074326516227,-0.031663073313145655
9.0,10.73734393132932,5.0,0,15,19.993898888457675,9.0,5.0,20.0,1.1995271897042277,1.1866552484230601,0.1377602552916941,0.14319057594378715,0.10197917953971163,-0.0373457119627344,-0.02983281880951955,-0.7735333586524229,-0.7692665424023263,-0.0396983610634892,-0.030671056718129242
10.0,11.879267666658237,5.0,0,15,19.997185113297988,10.0,5.0,20.0,1.2446092754442528,1.231633633784914,0.1539623363333421,0.1594898066415794,0.09489365417549796,-0.0340607905831651,-0.02719327708010288,-0.821782928179971,-0.8143138986394743,-0.0379218822955104,-0.028334744405640225
11.0,13.02119140198715,5.0,0,15,19.992494428011405,11.0,5.0,20.0,1.3096290332536764,1.2804831379895865,0.1707828252282237,0.17932538537296358,0.09181945887844466,-0.0328021811548994,-0.026054250083903184,-0.867032100356714,-0.8614253707386045,-0.0369029831811433,-0.02713644671960628
12.0,14.163115137316064,5.0,0,15,19.99716312600857,12.0,5.0,20.0,1.3146084250048942,1.268555150621105,0.1970327844515668,0.20648519940106896,0.09158626339612337,-0.0291876698690023,-0.022900661163850197,-0.9261655316957792,-0.9154826222082851,-0.0366896625786966,-0.026623483799872467
13.0,15.30503887264498,5.0,0,15,19.99333036201157,13.0,5.0,20.0,1.3389999712900686,1.2736461627255935,0.2215848125781342,0.22933340593150778,0.09017097760547987,-0.0256203127129767,-0.019799114709941303,-0.974886092702404,-0.9520955625123914,-0.0358484888643349,-0.02538036822219962
14.0,16.446962607973894,5.0,0,15,19.995527074449704,14.0,5.0,20.0,1.3690867059861864,1.2914376306715512,0.2479861049357467,0.25765099155348026,0.08545868857928296,-0.0217340019475836,-0.01640594099753735,-1.01062825767976,-0.9884756583763243,-0.0342866294614218,-0.023819933027110465
-5.002,-5.251588363275486,5.0,0,20,19.99613625363559,-5.0,5.0,20.0,-0.1798761291980942,-0.1966102513814869,0.0859612592193229,0.0804752929607663,0.06653244173082301,-0.0187963254225288,-0.00909696260426147,-0.3077826316526861,-0.3098381011310373,-0.0193249950564405,-0.009418583807581794
-2.5,-2.394779024953199,5.0,0,20,20.00321523503356,-2.5,5.0,20.0,0.1161011791680675,0.09706056257375126,0.0833596436450869,0.076563593149102,0.06264528850161666,-0.0170042717260749,-0.008006320014473474,-0.4598920439353096,-0.4546330263431773,-0.01937832167157,-0.010024148908673793
0.002,0.46203031336908773,5.0,0,20,20.00079486605858,0.0,5.0,20.0,0.3908343464713689,0.3680075390977441,0.086365176130073,0.07983827929852857,0.057533554282461784,-0.0146056917603004,-0.006086152176790337,-0.5389004967703949,-0.5303926076775254,-0.0188017490024001,-0.009711012659460824
-0.006,0.4540303133690877,5.0,0,20,19.99960295445832,-0.0,5.0,20.0,0.3903623942713435,0.3675714692227875,0.0860571964619396,0.07954195107399925,0.054552495093239464,-0.0131572562562229,-0.004665957141848285,-0.5417738881601362,-0.5332493987366803,-0.0178258648793985,-0.008754563710273843
0.005,0.46503031336908773,5.0,0,20,20.005787737319533,0.0,5.0,20.0,0.3929728324764074,0.3704932799174951,0.0824125537656937,0.0760403977647918,0.09424643293476984,-0.0364520989685655,-0.027540552473927424,-0.5166705912862076,-0.5091230807051326,-0.0301754490548171,-0.020887478750062423
2.5,3.3148396516913747,5.0,0,20,19.994980963978065,2.5,5.0,20.0,0.643325366881251,0.6203265174647251,0.0948179229990983,0.0900094285255044,0.04694537940092847,-0.0101497788961692,-0.0017845976341335395,-0.5879559871288071,-0.5794177985997334,-0.0150135318054525,-0.005858972582957768
5.0,6.169648990013662,5.0,0,20,19.98678120965623,5.0,5.0,20.0,0.9164330261796128,0.8939297468601046,0.1110715212639538,0.1092949326747196,0.04961003900694436,-0.0102236311455283,-0.0016934105416440465,-0.7085833961332231,-0.7005518558560716,-0.0173263559193536,-0.008082122366661396
6.0,7.311572725342575,5.0,0,20,19.99048009478975,6.0,5.0,20.0,1.0181154039302311,0.9949782441514934,0.1192145167214662,0.1194206470666423,0.053540950416168916,-0.012355762085084,-0.004377638745687743,-0.7619544249472808,-0.7540406856702612,-0.0190357721774415,-0.009958060631191498
7.0,8.453496460671492,5.0,0,20,19.98700087378871,7.0,5.0,20.0,1.107533643243399,1.0811284774195453,0.1281435413409846,0.1310838062028034,0.05448193163281411,-0.013041580371664,-0.005640912646708917,-0.8098359584975756,-0.8029222416281807,-0.0195597681420194,-0.0105711160097166
8.0,9.595420196000404,5.0,0,20,19.99034682384166,8.0,5.0,20.0,1.183900671073944,1.1553405476578782,0.1394478151671362,0.1456492727885086,0.05289374094659021,-0.0125795265317594,-0.0054817001136096615,-0.8613534065880059,-0.8556707033278342,-0.019724250305757,-0.010929207669823648
9.0,10.73734393132932,5.0,0,20,19.99296223574449,9.0,5.0,20.0,1.22703789913066,1.2129196500600816,0.1523563572095234,0.15744724904241705,0.0457782763999668,-0.009672254946549,-0.0026254020230409747,-0.8928491902531454,-0.8859976352147373,-0.018413018569841,-0.009739212585727406
10.0,11.879267666658237,5.0,0,20,19.995735277124417,10.0,5.0,20.0,1.273755890279073,1.2594762235998826,0.1662758761001859,0.17149490714375956,0.06422673928966162,-0.0207677211337517,-0.01411581038693662,-0.9371753626846218,-0.9271615589161627,-0.0264783321620246,-0.01707363605938005
11.0,13.02119140198715,5.0,0,20,19.993886625238403,11.0,5.0,20.0,1.3346609940680536,1.3042516953226038,0.1846488230651183,0.1928445351871098,0.060389552520469084,-0.0186721143582763,-0.012155192792311694,-0.9884474675563022,-0.9801602124732731,-0.0252641108042033,-0.015684210391501106
12.0,14.163115137316064,5.0,0,20,19.995187847551502,12.0,5.0,20.0,1.3446950083132951,1.2972418925391316,0.2115931166063296,0.2206232984149178,0.058456984460533504,-0.0145050453433569,-0.008518712609473313,-1.052058194707881,-1.0381380838258465,-0.0241759758402907,-0.014361834489744181
13.0,15.30503887264498,5.0,0,20,19.997607631424447,13.0,5.0,20.0,1.3676791098046843,1.3005022589958968,0.2368136285366497,0.2439874996507528,0.05696088561953928,-0.0108914273902062,-0.0054434733783574,-1.1044776683842483,-1.0774671127367395,-0.0231143812640441,-0.01296207120333374
14.0,16.446962607973894,5.0,0,20,19.993460761167068,14.0,5.0,20.0,1.4002757522322868,1.3205456182210566,0.2637033465579481,0.27267176564846785,0.05471870376129435,-0.0080972071161254,-0.00319171750393005,-1.1442200644987668,-1.116969225001526,-0.0218982228786759,-0.011807957494784553
0.002,0.48369426296704565,7.005,10,0,20.00335360908772,0.0,7.0,20.0,0.2589475514573786,0.2393983065433131,0.0865456829082536,0.08356277760699105,0.11496856297130179,-0.0275573695755315,-0.009953007366547476,-0.1062800485033295,-0.1225015284136854,-0.0381357280526709,-0.02022054546652219
0.005,0.48669426296704565,7.005,10,0,20.009191025466507,0.0,7.0,20.0,0.2590292096513176,0.239473388820081,0.0866279509987998,0.08364169382455022,0.11459432082824823,-0.0273609183346752,-0.009760308233083341,-0.1044760277745787,-0.12073133663336227,-0.0379968649945317,-0.020084063882152968
2.493,3.32910740505416,7.005,10,0,19.995033234900514,2.5,7.0,20.0,0.5236592851446549,0.5034854030937218,0.0902111481375791,0.0891354040469654,0.10509567175801443,-0.0236680024962089,-0.006220852738609061,-0.1774738919784672,-0.19257923024878554,-0.0358012313083676,-0.017825104056819797
5.0,6.190520547141275,7.005,10,0,19.991431570453877,5.0,7.0,20.0,0.7774962492713584,0.7580442954756639,0.0986136907609179,0.10076546363699967,0.09943350585164365,-0.0215984031110731,-0.004024766181454376,-0.2329706127405625,-0.24969916393873848,-0.034216389426065,-0.016219635745969886
7.0,8.474051060810966,7.005,10,0,19.98495657488521,7.0,7.0,20.0,0.9686900356267518,0.9452526152174574,0.1113073754339629,0.1182940817897058,0.10107547706052107,-0.0223769667619039,-0.005967780534582042,-0.3216863970306616,-0.3397126863298552,-0.0361341265121339,-0.018397526251481913
8.0,9.61581631764581,7.005,10,0,19.9970773223478,8.0,7.0,20.0,1.046745877097878,1.0210907693729032,0.1213015182799087,0.13159056960156085,0.09745613055911909,-0.0212540385595815,-0.00515963806818494,-0.3892114307671288,-0.40815776282084754,-0.0362797283728188,-0.01873691860587822
10.0,11.899346831315505,7.005,10,0,19.992648567121687,10.0,7.0,20.0,1.1538350766100978,1.1421055756293264,0.1500953863638618,0.1594024245623113,0.0813507610807125,-0.0165624980863505,-0.0011416112220166033,-0.5029588129404929,-0.5168609380996096,-0.0318557904064419,-0.013901450139365286
12.0,14.182877344985195,7.005,10,0,19.990798838383053,12.0,7.0,20.0,1.2085363037090788,1.159281979242742,0.1930595110111836,0.20548385266175645,0.07044702426989088,-0.0086030107858175,0.006034930925893301,-0.6152097903634678,-0.6240767274616734,-0.0278334158662406,-0.009478876014714166
0.002,0.48657338470482864,8.005,-20,-10,19.998075534599696,0.0,8.0,20.0,0.1617664788175623,0.1446293402954559,0.0770208743552904,0.07398290874362445,0.14674881167371853,-0.0721558110078861,-0.051229114716106826,0.2651687235386119,0.23805788357229432,-0.0342139283928471,-0.013542519169982009
0.005,0.48957338470482864,8.005,-20,-10,20.006036418601028,0.0,8.0,20.0,0.162268180846938,0.14511951513618734,0.0770741141405645,0.07403426677245498,0.1467683959532197,-0.0724173748938758,-0.0514849501892451,0.2652551199056313,0.23813984992048218,-0.0340756288210593,-0.0134067833756282
2.493,3.3322247175830664,8.005,-20,-10,19.99618210512704,2.5,8.0,20.0,0.4359056468169716,0.41780934854006335,0.0789348431820847,0.07781019170261685,0.14079096206281838,-0.0674534180440394,-0.04677720090356871,0.170903998862501,0.14604043780985787,-0.0348659755486502,-0.014062580283886654
5.0,6.193876050461304,8.005,-20,-10,19.993360689811137,5.0,8.0,20.0,0.6986439472500751,0.6812440372159154,0.0861984912911763,0.08834356624632428,0.13560978265368817,-0.0627205813087151,-0.041968314307398426,0.0865314241653886,0.060545901585213106,-0.0359171738673871,-0.015047453650553001
7.0,8.477597116763896,8.005,-20,-10,19.985876997777936,7.0,8.0,20.0,0.8868129090911462,0.8655486420258887,0.0966407331810229,0.10367633496520079,0.1271946586498788,-0.0587975467578764,-0.03929322969013478,0.0193843238695895,-0.00831160231881892,-0.0349015311436966,-0.014344412684359069
8.0,9.61945764991519,8.005,-20,-10,19.98996970331713,8.0,8.0,20.0,0.9613058354126692,0.9379140626011908,0.1047492555754975,0.11513029096016573,0.11957391757422196,-0.0559380057005114,-0.03677875960832737,-0.0227880881389167,-0.05187547241089199,-0.0336543236864073,-0.013315645510172624
10.0,11.90317871621778,8.005,-20,-10,19.987858919465168,10.0,8.0,20.0,1.0745103471668749,1.064980196414646,0.1325876878444401,0.14202426381853228,0.10621436872271423,-0.0499359127304949,-0.031471792129465166,-0.1627230054223287,-0.1863447261875629,-0.0321077709565106,-0.011305130540952226
12.0,14.18689978252037,8.005,-20,-10,19.98926480109347,12.0,8.0,20.0,1.147991994215971,1.1026568324679318,0.1711568268500387,0.18422720812534732,0.09688826975957085,-0.040222688187903,-0.022362759383555374,-0.296622455316706,-0.31788812794558,-0.030377813260597,-0.009148742929780717
0.001,0.48557338470482864,8.005,-10,-10,20.00440775959773,0.0,8.0,20.0,0.1725380787495217,0.15521687731886946,0.0726073532018013,0.06966823550465148,0.17041173625651063,-0.0774889794762331,-0.05646748069399948,0.2331330938728402,0.2066883096874143,-0.0437102942789901,-0.02285634515738468
0.006,0.49057338470482864,8.005,-10,-10,20.037976298767205,0.0,8.0,20.0,0.1738866692042938,0.15654444248709645,0.0725037505395362,0.06956893241371033,0.170286051877021,-0.0775757463764742,-0.056554440691720415,0.2333300424958108,0.20688832988147507,-0.0436745646622363,-0.02282207113929899
2.493,3.3322247175830664,8.005,-10,-10,19.99275595538464,2.5,8.0,20.0,0.4476551424154073,0.42946890190255893,0.0747799440266851,0.07374819771288803,0.16459915861722657,-0.0728841096866929,-0.05212604902449101,0.137349512797552,0.11311113476982532,-0.0448676643383841,-0.02389378347680774
5.0,6.193876050461304,8.005,-10,-10,19.99133585992116,5.0,8.0,20.0,0.7086728874415051,0.6912730190857777,0.0823190615202897,0.08455241142441876,0.15810908171640448,-0.0681179129858046,-0.04728265329654349,0.0586406869461586,0.03315510446450116,-0.045507921031875,-0.024475554349900213
7.0,8.477597116763896,8.005,-10,-10,19.984816441524934,7.0,8.0,20.0,0.8958421794512795,0.8746424003260258,0.0933956962044823,0.10051162628321521,0.14960282745223935,-0.0641356111506011,-0.04454864833088603,-0.0093669981749815,-0.03656551073183205,-0.0445137457941022,-0.023793429023634714
8.0,9.61945764991519,8.005,-10,-10,19.99490406579269,8.0,8.0,20.0,0.9718506133809232,0.9485155245678201,0.1017692339859233,0.11222842843023903,0.14449036294027678,-0.0617792165980273,-0.04252794991242112,-0.0508023840488464,-0.0794162094211871,-0.0445256989435868,-0.02400170296280467
10.0,11.90317871621778,8.005,-10,-10,19.98141630369004,10.0,8.0,20.0,1.0834167754137072,1.0740042518070334,0.1303704407995067,0.13987767902971016,0.13197037271866138,-0.0558596920841279,-0.03730076490613518,-0.1878558989875875,-0.21108826698240307,-0.0435694268208491,-0.022570709687906365
12.0,14.18689978252037,8.005,-10,-10,19.985123243911445,12.0,8.0,20.0,1.1547570682939483,1.109232530023531,0.1700045536802845,0.18309956352234763,0.12173086711362875,-0.0461608116817648,-0.028155222803393554,-0.3177584787838112,-0.33850058205547884,-0.0415006676098309,-0.019999467462579953
0.001,0.48557338470482864,8.0,0,-10,20.00542513485976,0.0,8.0,20.0,0.1761092190236682,0.15870314947192132,0.0752233982008175,0.07222649377190656,0.2158212144237481,-0.0857101267480909,-0.06452232823563105,0.2149761078004171,0.18886671366985375,-0.0635857529640962,-0.04234067711977366
0.006,0.49057338470482864,8.0,0,-10,20.03565779871192,0.0,8.0,20.0,0.1768824644743874,0.15946217611750735,0.0752162238214954,0.07221986516597853,0.21591541989201155,-0.085830922956828,-0.06464112871793144,0.2152365721391273,0.18912316128442946,-0.0635389231440762,-0.04229500450850882
2.493,3.3322247175830664,8.0,0,-10,19.99240520183453,2.5,8.0,20.0,0.4521122186172756,0.4337979538801171,0.0775361598953565,0.07644788252081788,0.20907290584209903,-0.0813445415171386,-0.06043201691758636,0.121686264112875,0.09770949388871207,-0.0646523659062348,-0.04332860630191391
5.0,6.193876050461304,8.0,0,-10,19.990446781113636,5.0,8.0,20.0,0.7112745557437575,0.6937313778846157,0.0849556572212425,0.08713182315820443,0.1989021964537307,-0.0750542416031782,-0.05409094518759917,0.0458305944816645,0.020564274838269746,-0.064122637116417,-0.04276111177141304
7.0,8.477597116763896,8.0,0,-10,19.98579436053091,7.0,8.0,20.0,0.8975466042757599,0.8761932828925588,0.0956578808927538,0.10272139316568145,0.18616578419596322,-0.0702331060937953,-0.05053316949854868,-0.0130053547521149,-0.04013529657264423,-0.0617379376593582,-0.04071288876841239
8.0,9.61945764991519,8.0,0,-10,19.989997080337837,8.0,8.0,20.0,0.9767152235311274,0.9531608446780389,0.1042817690635889,0.11468278270779396,0.18075141140718332,-0.0680647210805703,-0.04869747603703251,-0.0661998322628711,-0.09453331431005102,-0.0617122625480394,-0.04088416345541025
10.0,11.90317871621778,8.0,0,-10,19.98332710348902,10.0,8.0,20.0,1.087918607833302,1.0782753750679523,0.1324568877133649,0.14191011498158057,0.16396024894211897,-0.0614572707191788,-0.04279513938225801,-0.1999768914553863,-0.2229677176132811,-0.0587240582535495,-0.03745699305396549
12.0,14.18689978252037,8.0,0,-10,19.987784351113017,12.0,8.0,20.0,1.1488874914733345,1.1029894704690797,0.1724478208853692,0.18540621688432185,0.1499232141023628,-0.050924335404931,-0.032786968819415334,-0.3268447478115337,-0.3472037047483729,-0.0552604512993836,-0.033407243145904875
