AoA,AoA_corr,AoS,dR,dE,V,AoA_round,AoS_round,V_round,CL_uncorrected,CL,CD_uncorrected,CD,CYaw,CMroll_uncorrected,CMroll,CMpitch_uncorrected,CMpitch,CMyaw_uncorrected,CMyaw
5.0,6.198242078897549,-10.0,0,-15,19.99194546362673,5.0,-10.0,20.0,0.662700529334172,0.6421879998546854,0.1060353826174693,0.08302333112274156,-0.12579132866359435,0.0336160989756125,0.02722844255150666,0.142197141910485,0.1759442568372115,0.0365974996974356,0.028683778473254262
6.0,7.341206571231142,-10.0,0,-15,19.99340681605485,6.0,-10.0,20.0,0.7546173258954881,0.7336330545122476,0.1102181271438318,0.08930550933431426,-0.11926178765501269,0.0326421674388748,0.025682203866698384,0.1211808530396008,0.154243414418044,0.0341651746100056,0.026097768353899306
7.0,8.484171063564736,-10.0,0,-15,19.993831288430016,7.0,-10.0,20.0,0.8467436616490747,0.822434986210666,0.1140439762102627,0.09600481829961491,-0.11689921225649039,0.0319935386068691,0.024455544283387715,0.0887205332943144,0.12051397116454257,0.0342847930189134,0.026117041582803847
8.0,9.627135555898327,-10.0,0,-15,19.99277821480787,8.0,-10.0,20.0,0.9336422613257742,0.90698532704663,0.1203542711032139,0.10571612569971077,-0.11407163399750869,0.0314827517912455,0.02365902301788959,0.0415955860729764,0.07208319855387214,0.033759851931935,0.02540485561617894
9.0,10.770100048231921,-10.0,0,-15,19.993557475775788,9.0,-10.0,20.0,1.0072995870518195,0.9945405765672066,0.1289605010276064,0.11334221102618944,-0.11015931940815718,0.0307191098668582,0.02290881714344827,-0.0035205764045659,0.02837660156597677,0.0332783588109742,0.024833593691760605
10.0,11.913064540565514,-10.0,0,-15,19.993283386489303,10.0,-10.0,20.0,1.0501782623551656,1.0373191183086092,0.1460409158515868,0.13055232991390248,-0.1011179296396436,0.0273064956204276,0.018966803637636045,-0.0901961921675709,-0.05438989308699451,0.0313021652066962,0.023481613799972597
11.0,13.056029032899108,-10.0,0,-15,19.99606472825982,11.0,-10.0,20.0,1.0582864952249946,1.0288141740979844,0.1695540953839454,0.15682251202428765,-0.09251048461868454,0.0233992635062241,0.015009625921786264,-0.1656297252342833,-0.13094728295609376,0.0297423470439682,0.022115587223620108
12.0,14.1989935252327,-10.0,0,-15,19.995032660738374,12.0,-10.0,20.0,1.1096537471659285,1.0657114080189327,0.1820101150571915,0.1709548237835034,-0.08770512455143921,0.0202196728961284,0.011380651851734272,-0.2021538757063138,-0.16608796100094367,0.0285083002119058,0.021065866382163043
13.0,15.341958017566292,-10.0,0,-15,19.99433030435617,13.0,-10.0,20.0,1.1444863859160688,1.0839333052975033,0.2004129445501307,0.1883552817807692,-0.08259481705123796,0.0161909537064094,0.0069233119935065805,-0.2588535479377711,-0.2145631191239433,0.0269205891873093,0.01974254147361449
14.0,16.48492250989989,-10.0,0,-15,19.996781194725607,14.0,-10.0,20.0,1.1806188460702598,1.1107537092929762,0.2192108150546887,0.20998531452336616,-0.07910227653056075,0.0115673022219944,0.001913372727349068,-0.3018823994870993,-0.26276720985073676,0.0257796548227566,0.01845936709996002
