V_round,AoA_round,AoS_round,case_available,source_type,CL_solid_blockage_corr,CD_solid_blockage_corr,CY_solid_blockage_corr,CMroll_solid_blockage_corr,CMpitch_solid_blockage_corr,CMyaw_solid_blockage_corr
20,-5.0,-10.0,False,extrap_alpha,-0.14457469077373353,0.03290760383013921,-0.033548593007019775,0.00487992061916669,-0.21486565808737113,-0.014460872538447592
20,-5.0,-9.0,False,extrap_alpha,-0.14227115833395387,0.04026589136294628,-0.01992844851420526,-0.012168349435163756,-0.2469432829878105,-0.03045748443628987
20,-5.0,-8.0,False,extrap_alpha,-0.14128911250693355,0.039422172041768205,-0.0076546005230027254,-0.016261533975962004,-0.24245696054795807,-0.030350718055806757
20,-5.0,-7.0,False,extrap_alpha,-0.13879744218941814,0.03871876109143453,0.0015316492461033481,-0.01837310210758081,-0.24071473074487854,-0.02904601017952179
20,-5.0,-6.0,False,extrap_alpha,-0.1427307779420401,0.03808660554672083,0.013501676331113089,-0.021937488644462277,-0.23925009535314645,-0.028207538706024906
20,-5.0,-5.0,False,extrap_alpha,-0.1573196268955872,0.034503466332308025,-0.010088475278432731,-0.0047259466906789775,-0.22218223116072172,-0.017242294673198787
20,-5.0,-4.0,False,extrap_alpha,-0.15760623502357057,0.032972339656815036,0.001841466938880855,-0.0070099481137667705,-0.21371309972730512,-0.016670975540738042
20,-5.0,-3.0,False,extrap_alpha,-0.16234868500687505,0.025635038264220367,-0.02516008942860356,0.006959923291037766,-0.19795193960876406,-0.003985869746445894
20,-5.0,-2.0,False,extrap_alpha,-0.16322919249021828,0.02624044970048041,-0.010487711285575567,0.0013433186246687694,-0.20591518633011066,-0.0030833947534413654
20,-5.0,-1.0,False,extrap_alpha,-0.16811956032267605,0.026352768628570944,0.003782454322259046,-0.004325571626923869,-0.2062520954764135,-0.0031652260980118176
20,-5.0,0.0,True,measured,-0.17132344387009346,0.04760726256575896,0.005769925265366132,-0.0014698530882115335,-0.2164409178284699,-0.003071109818375185
20,-5.0,1.0,False,extrap_alpha,-0.16196997540030167,0.026710341979229828,0.014438186859577939,-0.009871527970993003,-0.20626656115344524,-0.004003975885714026
20,-5.0,2.0,False,extrap_alpha,-0.16311018188903492,0.02837320083422875,0.032744035642324906,-0.017325450915894068,-0.20518432756129545,-0.004533618412360418
20,-5.0,3.0,False,extrap_alpha,-0.1640306884468387,0.028114704581232226,0.04479541386116654,-0.02109851071915863,-0.2027632701893623,-0.00472277332040838
20,-5.0,4.0,False,extrap_alpha,-0.16009692148543275,0.029945855862467917,0.06106029814238839,-0.027951931344284378,-0.20373345222186565,-0.005833630592786909
20,-5.0,5.0,False,extrap_alpha,-0.1559365466265234,0.03955384577148799,0.013071787570550306,5.735410654552741e-05,-0.23716348242370586,0.010801702296323878
20,-5.0,6.0,False,extrap_alpha,-0.14652298452570667,0.0462451113986419,0.010797253733957745,0.006266359269687289,-0.2544654019293595,0.01818021747040908
20,-5.0,7.0,False,extrap_alpha,-0.14190638758369234,0.04970385796463843,0.01709762670035874,0.00733218369922861,-0.2593663680068171,0.022235349197671277
20,-5.0,8.0,False,extrap_alpha,-0.14040521582480847,0.05180144550653515,0.0292988112887729,0.00419033687415373,-0.26468932537472045,0.024215857096211466
20,-5.0,9.0,False,extrap_alpha,-0.13807206862444588,0.0535447115648086,0.04283277859452994,-0.0010334594960680695,-0.26807422709988704,0.024555086053240596
20,-5.0,10.0,False,extrap_alpha,-0.13209317664370468,0.05462485420648035,0.05685071947330869,-0.008298986556195459,-0.26461089672596094,0.02201106235724385
20,-4.0,-10.0,False,extrap_alpha,-0.05525406327273097,0.035392967672081777,-0.03356112026969495,0.005084165155304722,-0.20194712914794272,-0.014383807649790768
20,-4.0,-9.0,False,extrap_alpha,-0.05360277089074483,0.042702198376858014,-0.020171095199844603,-0.011948883420021653,-0.2332543760112598,-0.03041570037131781
20,-4.0,-8.0,False,extrap_alpha,-0.0529416403811524,0.04188760505462584,-0.008167528407648082,-0.01589024642813853,-0.22837389553615733,-0.030308769310574777
20,-4.0,-7.0,False,extrap_alpha,-0.05141727589028677,0.04126320276433879,0.0008235557243002232,-0.017915448351941546,-0.2259361042922061,-0.028991196128341043
20,-4.0,-6.0,False,extrap_alpha,-0.05503796436900682,0.04069770947414868,0.011635950131055292,-0.020822563270576654,-0.22375399649355657,-0.02786231537293631
20,-4.0,-5.0,False,extrap_alpha,-0.06876012063614823,0.03741608974949507,-0.010132214978600196,-0.004729020594629025,-0.2076221412381264,-0.01731593296385652
20,-4.0,-4.0,False,extrap_alpha,-0.06902685956450266,0.035662328425417444,-0.002283252261061297,-0.005239667475820751,-0.19885020790012362,-0.015382999919957216
20,-4.0,-3.0,False,extrap_alpha,-0.07308567785567571,0.028870439411878692,-0.02534730140072071,0.0069852032997478435,-0.18452387904743653,-0.004061508192872439
20,-4.0,-2.0,False,extrap_alpha,-0.07378800844560252,0.029439516078191414,-0.01084767466493632,0.0014627720636933537,-0.19148519668503655,-0.0031630843560405226
20,-4.0,-1.0,False,extrap_alpha,-0.07789493434435518,0.029596094324998743,0.003265307284043956,-0.0040365641972003015,-0.19191443534657474,-0.0032609391821906007
20,-4.0,0.0,True,measured,-0.08113094329012782,0.04482936335645673,0.006170031649031094,-0.0028231434898222897,-0.19866317528723146,-0.003137989348304512
20,-4.0,1.0,False,extrap_alpha,-0.07266723818085608,0.029929810022793518,0.01490501993128466,-0.009943205134491142,-0.19198873703678482,-0.004045628076925391
20,-4.0,2.0,False,extrap_alpha,-0.07358342913273441,0.03145583052365954,0.03193764027752125,-0.016835992799500973,-0.19107380039340632,-0.00456249197832017
20,-4.0,3.0,False,extrap_alpha,-0.07454822087215701,0.031219810697053225,0.04379454908818548,-0.02067967719502052,-0.18879992290018527,-0.004782293391915649
20,-4.0,4.0,False,extrap_alpha,-0.07083445877647349,0.03298866022277502,0.059840031309786594,-0.027178275236803235,-0.1895619437931068,-0.005796786361300034
20,-4.0,5.0,False,extrap_alpha,-0.06726615798704888,0.04241378210935867,0.013386898813705694,-3.1659725314825524e-06,-0.2223570992120813,0.010732855712980502
20,-4.0,6.0,False,extrap_alpha,-0.05809694509492119,0.04889028920792757,0.010613910502835147,0.006467409245363068,-0.23959149227364523,0.01826601731041628
20,-4.0,7.0,False,extrap_alpha,-0.05333501233072091,0.05240053047896874,0.016933721996885455,0.007569850935733427,-0.2456515841633531,0.022350059931755924
20,-4.0,8.0,False,extrap_alpha,-0.05177431432002211,0.054524650261928556,0.028926584863045442,0.004577896459790169,-0.2515170668396837,0.02434031867164564
20,-4.0,9.0,False,extrap_alpha,-0.04940418451455819,0.056221798251079355,0.042080157295488925,-0.000459361741928501,-0.2551621302369773,0.024669912316044467
20,-4.0,10.0,False,extrap_alpha,-0.043974520540250805,0.0572517994353585,0.05581275677452613,-0.0076352803568942775,-0.2521776040306906,0.022124556459416904
20,-3.0,-10.0,False,extrap_alpha,0.03406656422827159,0.03787833151402434,-0.03357364753237012,0.005288409691442755,-0.1890286002085143,-0.014306742761133945
20,-3.0,-9.0,False,extrap_alpha,0.03506561655246421,0.045138505390769745,-0.020413741885483946,-0.011729417404879549,-0.21956546903470914,-0.030373916306345748
20,-3.0,-8.0,False,extrap_alpha,0.035405831744628746,0.04435303806748347,-0.008680456292293439,-0.015518958880315055,-0.2142908305243566,-0.030266820565342793
20,-3.0,-7.0,False,extrap_alpha,0.035962890408844594,0.043807644437243054,0.00011546220249709829,-0.01745779459630228,-0.21115747783953367,-0.028936382077160296
20,-3.0,-6.0,False,extrap_alpha,0.03265484920402645,0.043308813401576524,0.009770223930997496,-0.019707637896691034,-0.20825789763396668,-0.027517092039847712
20,-3.0,-5.0,False,extrap_alpha,0.019799385623290755,0.040328713166682115,-0.010175954678767661,-0.004732094498579073,-0.1930620513155311,-0.017389571254514256
20,-3.0,-4.0,False,extrap_alpha,0.019552515894565248,0.038352317194019846,-0.006407971461003449,-0.003469386837874731,-0.1839873160729421,-0.01409502429917639
20,-3.0,-3.0,False,extrap_alpha,0.016177329295523624,0.03210584055953702,-0.02553451337283786,0.00701048330845792,-0.171095818486109,-0.004137146639298984
20,-3.0,-2.0,False,extrap_alpha,0.015653175599013247,0.03263858245590242,-0.011207638044297072,0.0015822255027179378,-0.17705520703996247,-0.00324277395863968
