AoA,AoS,V,dE,dR,CL,CD,CYaw,CMroll,CMpitch,CMyaw
2.5,0.0,39.980424193549446,-15,0,0.37601104274613,0.06202452167374581,0.00971848508841315,-0.004349288633144756,0.3185927098699428,-0.003129027244644648
5.0,0.0,39.98490656520653,-15,0,0.6353942110483503,0.068617541423799,0.008469394539057321,-0.0035786960784711004,0.23634751164689705,-0.0030409816762692102
6.0,0.0,39.99325790165411,-15,0,0.7302817765748337,0.07285942031830733,0.009054911632066965,-0.0036567877632191887,0.20081190169871985,-0.0030359534393248695
7.0,0.0,39.98896454430021,-15,0,0.8194304433667314,0.07869915675426234,0.008797433239486365,-0.0033419480811986797,0.15407698323742008,-0.0031077660001284004
8.0,0.0,39.98896454430021,-15,0,0.8967954620546655,0.08680682062290719,0.008465325779536681,-0.0032787721665674453,0.09267321925621487,-0.0031485140810576327
9.0,0.0,39.989914386382516,-15,0,0.9393879224482724,0.09962021357068412,0.011125650700954583,-0.005308915301050533,0.03488818815647102,-0.004684898991564853
10.0,0.0,39.99321922353463,-15,0,0.9855647040438382,0.11152696664109416,0.009513334428156288,-0.004894292280897255,-0.01624345244741987,-0.004755266839600953
11.0,0.0,39.98350288764184,-15,0,1.0283841738742303,0.12547991072360176,0.007853651121386383,-0.003935833244314318,-0.06139653200424351,-0.004133023902327842
12.0,0.0,39.98065248763808,-15,0,1.0844785041174783,0.1423869025626855,0.007419458129407445,-0.003556521295381771,-0.10609204343500064,-0.0037086361576929737
13.0,0.0,39.98682810597497,-15,0,1.1477745811291764,0.16112124403637562,0.0055001860771026695,-0.00233722270813804,-0.1456030350923289,-0.003158732744184841
14.0,0.0,39.98661108977214,-15,0,1.1993832653022882,0.18057806346981714,0.003659830453663794,-0.0010647712524028223,-0.18523679316590616,-0.0028460036081845814
0.005,0.0,40.00584800063302,-15,0,0.09915610669540924,0.061277337636142466,0.009674059159006241,-0.004869187943070821,0.40566394892685553,-0.003072653809437282
0.002,0.0,20.006267751992358,-15,0,0.08647086491037663,0.06828036989268003,0.011011642306228283,-0.005963345042302752,0.39830210382738096,-0.002914356238624335
-2.501,0.0,19.99843701872486,-15,0,-0.19655413584123604,0.0725483925117113,0.011178699857834389,-0.006736075082799441,0.48954001619083765,-0.00249220031653102
-5.002,0.0,19.990586750968415,-15,0,-0.4745774815364506,0.08393680927125993,0.009479650188454267,-0.007028492545573621,0.5815976965732991,-0.0017047349953701863
-0.005,0.0,19.99658060385313,-15,0,0.085268211079312,0.06770623753812435,0.010860825154398963,-0.005653889228939706,0.39824909047501805,-0.0027514011907046852
2.5,0.0,19.99587735320304,-15,0,0.36312521893227107,0.06911040930055676,0.010960853465865115,-0.005535732208741993,0.3177074062433386,-0.003015855342149274
5.0,0.0,19.994138657584028,-15,0,0.6260950629758839,0.0760029272945022,0.010062216981528609,-0.004912398687474721,0.23865977034209626,-0.0030136159912791897
6.0,0.0,19.99460601170157,-15,0,0.7247432843382188,0.08021726476552797,0.010703440496695757,-0.005059525652004444,0.20859146161567896,-0.0030251093081418755
7.0,0.0,19.992028792263156,-15,0,0.8113519899239918,0.0859090666430947,0.010294332864706606,-0.004012652162729743,0.17100839570260254,-0.003168653212721203
8.0,0.0,19.993100860019986,-15,0,0.8904908956462831,0.09430937529524774,0.009341350193433675,-0.003483513217802078,0.1071496976949803,-0.003370150636655231
9.0,0.0,19.99298248090085,-15,0,0.9391924045879593,0.10653128558240202,0.010323068419389982,-0.004450650742880904,0.045953337828663274,-0.00392493693638905
10.0,0.0,19.98982035166016,-15,0,0.9877174224118495,0.11939062839726863,0.009372004893013625,-0.0037094681851494765,-0.0064211740520795126,-0.0035931304105733175
11.0,0.0,19.98630626531108,-15,0,1.041293487134022,0.132818723050424,0.00888724518766506,-0.003167661861287264,-0.0606748977078096,-0.0033426415642592274
12.0,0.0,19.986539833880297,-15,0,1.107921596037095,0.15179916475153576,0.008642243881396656,-0.0036882326008365034,-0.10427174853508395,-0.00308454824776509
13.0,0.0,19.99229494995552,-15,0,1.146736847815283,0.17143104959374372,0.008311186115786138,-0.003318879328965004,-0.16799494351950342,-0.0032067085233081086
14.0,0.0,19.98878159139069,-15,0,1.1322211664848676,0.20393536405451174,0.008946173041561659,-0.000580676099182459,-0.2700855032626501,-0.0007916990107432919
0.005,0.0,19.995238604961667,-15,0,0.08668655900556914,0.06843765772504685,0.011128322549107592,-0.005915386818858858,0.40289829906017943,-0.0028025436813568904
0.001,0.0,39.999486208207166,-10,0,0.13754261795799103,0.057016208221470174,0.012038931690966417,-0.005707276089123829,0.28751911152853166,-0.0032102248425458354
-2.5,0.0,39.99326852684791,-10,0,-0.15115004756494085,0.06107214163311969,0.012010736814167334,-0.006328271224546559,0.381095001219107,-0.0028422054129362793
-5.002,0.0,39.98015285149636,-10,0,-0.4415927929331541,0.07156643845002718,0.010394541677534126,-0.006472924585482574,0.47630778936710794,-0.002207312078408504
-0.005,0.0,40.004324076670116,-10,0,0.13528457813754893,0.056862191471525214,0.011607667273400332,-0.005451863585233035,0.28740437466909563,-0.00309606208149999
2.5,0.0,39.98410249266859,-10,0,0.41365671373880863,0.05945080195095551,0.009420571760428141,-0.004377939108330514,0.19936998770949693,-0.003079737374728064
5.0,0.0,39.98760381816324,-10,0,0.6746714562719278,0.06737673568698091,0.007537678228510375,-0.0033578878586580934,0.11178248053782942,-0.0029621209329440735
6.0,0.0,39.98925612197277,-10,0,0.7707186414548451,0.07236468801927264,0.0072519480814489815,-0.0030006299176015727,0.0717301808203199,-0.002978372667599549
7.0,0.0,39.99163037080773,-10,0,0.8603572430335981,0.07880383140375592,0.007085246150190588,-0.0028467510099588643,0.021618130726382037,-0.0030083307972589932
8.0,0.0,39.99066125052858,-10,0,0.9364260428681453,0.0872227412713849,0.008316929231440725,-0.00349132738610028,-0.0331833039058635,-0.003111942565580405
9.0,0.0,39.988989285991686,-10,0,0.9763633918674809,0.10061331209515181,0.011058758668250825,-0.005340534407231943,-0.09017277539500684,-0.004801188023971646
10.0,0.0,39.98494226458142,-10,0,1.0213628697132227,0.11267270501620089,0.008842636715459463,-0.0046265702311231735,-0.13596671575288372,-0.004548632686505799
11.0,0.0,39.98140011626827,-10,0,1.0657081339449497,0.12743615042901846,0.008202414152626543,-0.004297942556703196,-0.18178952826738282,-0.004019571555336139
12.0,0.0,39.98755504178915,-10,0,1.1196642380011415,0.14387170459019522,0.007255063219722719,-0.003427994498933783,-0.22676539834810944,-0.003626679829041744
13.0,0.0,39.98730733806838,-10,0,1.1838964521479296,0.16385008806576035,0.005243296230013118,-0.002137463811894259,-0.264096675147669,-0.0031354880162824416
14.0,0.0,39.985159330585724,-10,0,1.2351032060783298,0.18391328178068603,0.004332729946008653,-0.0013910092713003532,-0.30113655946993345,-0.0030025978212151532
