AoA,AoS,V,V_solid_blockage_corr,dE,dR,CL,CL_solid_blockage_corr,CD,CD_solid_blockage_corr,CYaw,CYaw_solid_blockage_corr,CMroll,CMroll_solid_blockage_corr,CMpitch,CMpitch_solid_blockage_corr,CMyaw,CMyaw_solid_blockage_corr,solid_blockage_e,V_round,AoA_round,AoS_round,ewb_t_fit,q_ratio_wake,V_wake_corr,CL_solid_blockage_corr_wake_corr,CD_solid_blockage_corr_wake_corr,CMroll_solid_blockage_corr_wake_corr,CMpitch_solid_blockage_corr_wake_corr,CMyaw_solid_blockage_corr_wake_corr
9.0,-10.0,19.991447977800103,19.8479583931701,-20,0,0.9814569617877396,0.9674186140914676,0.1314840410582255,0.1296033486216218,-0.111423590913087,-0.109829834720298,0.0302489086925207,0.0298162410217092,0.079210024354898,0.0780770374729274,0.0328919689093021,0.0324214960165094,0.007229438,20.0,9.0,-10.0,0.0025448601383456027,1.0050897202766913,19.898404563557445,0.9625196582700565,0.12894704423595463,0.029665253181080275,0.07768165955516246,0.032257315304731284
10.0,-10.0,19.99294458794892,19.8494442613272,-20,0,1.046218393695524,1.03125372570827,0.1416285973726602,0.1396028014681397,-0.1045649118911129,-0.103069259359102,0.0277213040830425,0.0273247902057523,0.0202361300665023,0.0199466809709626,0.0310761920235144,0.0306316912397942,0.007229438,20.0,10.0,-10.0,0.0025448601383456027,1.0050897202766913,19.899894208241925,1.0260315123155135,0.13889586039115834,0.02718641893803277,0.019845672051517427,0.030476574003126405
11.0,-10.0,19.99459564281653,19.85108346566865,-20,0,1.037614287420339,1.0227726889513715,0.1697902766299621,0.1673616679068288,-0.0936783532532841,-0.0923384174784251,0.0230151329700368,0.0226859341854861,-0.0750253356718627,-0.0739522048172273,0.0291701561297121,0.0287529184819628,0.007229438,20.0,11.0,-10.0,0.003077001243183222,1.0061540024863664,19.912071587822634,1.016517040556354,0.1663380232978764,0.022547178791144845,-0.07349988633398033,0.028577055213128175
12.0,-10.0,19.996463621764704,19.852938037107595,-20,0,1.0654674480487043,1.050227449681866,0.1837891119723055,0.1811602697946958,-0.0891419405841012,-0.0878668917485816,0.0200785883152784,0.0197913926307047,-0.0946214289185778,-0.0932680037859489,0.0282438994674895,0.0278399106055622,0.007229438,20.0,12.0,-10.0,0.004413765487015873,1.0088275309740318,19.940371717912072,1.0410376575150186,0.1795750653432148,0.019618212254374084,-0.09245188193456401,0.02759630338268279
13.0,-10.0,19.99389330178525,19.85038616572409,-20,0,1.1040948042533707,1.088302296425495,0.1990321529218451,0.1961852806959199,-0.0849606325171199,-0.083745391354025,0.0165331204640747,0.0162966376608387,-0.1350487470268775,-0.1331170665349934,0.0268938523810623,0.0265091740249886,0.007229438,20.0,13.0,-10.0,0.005707660040659283,1.0114153200813187,19.963363917250177,1.0760191929246181,0.19397103919698033,0.016112705964873495,-0.1316146432548507,0.026209978728478463
14.0,-10.0,19.994729351427097,19.851216214579203,-20,0,1.1397390388099513,1.1234366908387428,0.2181495572015641,0.2150292376633492,-0.0821300097612051,-0.0809552566357844,0.0116628937530549,0.0114960726248499,-0.184995836717084,-0.1823497340561312,0.025654532079208,0.0252875804396199,0.007229438,20.0,14.0,-10.0,0.007533332477892694,1.0150666649557856,20.00020294115571,1.106761486338119,0.21183755223871475,0.01132543607404411,-0.17964311148379009,0.02491223612463067
-5.002,-10.0,19.9917712616901,19.848279356674343,-15,0,-0.4223592923787513,-0.4163180426551118,0.121794546605466,0.120052448623255,-0.1371562313623177,-0.135194406300659,0.0352984258295182,0.0347935319888109,0.4953101903174129,0.4882254816242097,0.0326138960325922,0.0321474005773033,0.007229438,20.0,-5.0,-10.0,0.004794196045259963,1.00958839209052,19.943208886555997,-0.41236413365753577,0.11891227114316015,0.03446308640372254,0.48358864409411245,0.03184208617012403
-2.5,-10.0,19.99405252836675,19.850544249449104,-15,0,-0.1535903003528562,-0.1513934092785896,0.10620676970862,0.1046876327327594,-0.1322741253590062,-0.1303821318887804,0.0340008556942762,0.0335145217511784,0.407968072975474,0.402132669202928,0.0330477195525403,0.0325750188680371,0.007229438,20.0,-2.5,-10.0,0.004080963770432475,1.0081619275408649,19.93138897439339,-0.15016775097614765,0.10384009738209042,0.03324319321691497,0.39887706351282337,0.032311296408003565
0.002,-10.0,19.99849442408276,19.854954263243805,-15,0,0.1253936961499779,0.1236001174460603,0.1000153855543355,0.0985848075340513,-0.1300390958126969,-0.1281790712653115,0.0336000412666012,0.0331194404045415,0.3168859006967442,0.3123532980180449,0.0340344564268525,0.0335476418730044,0.007229438,20.0,0.0,-10.0,0.0033466854232237133,1.0066933708464474,19.921291729071303,0.12277831664088035,0.09792933021021016,0.0328992336332701,0.3102765023230581,0.0333245880469014
-0.005,-10.0,20.003650542022203,19.860073372897396,-15,0,0.124902566827723,0.1231160130311199,0.0995826792509227,0.0981582904796572,-0.1296124752706418,-0.1277585529241036,0.033681807008967,0.0332000366041095,0.3140550411349844,0.3095629298811306,0.0339755723427678,0.0334896000420987,0.007229438,20.0,-0.0,-10.0,0.0032917776453633067,1.0065835552907265,19.925341071313575,0.12231077329249722,0.09751628661498113,0.03298289191156168,0.30753823490760396,0.0332705614611656
0.005,-10.0,20.00339332947076,19.859818006501477,-15,0,0.1259860026276631,0.1241839518209431,0.1001314262841868,0.0986991884660958,-0.130204486510046,-0.1283420962836696,0.0334400474804137,0.0329617351021971,0.3189039160598553,0.3143424485379415,0.0341649496965694,0.0336762686218614,0.007229438,20.0,0.0,-10.0,0.0033604352070743127,1.0067208704141486,19.92644387963587,0.12335489952627668,0.09804027249926045,0.03274168249699361,0.3122438977634646,0.033451445789543954
2.5,-10.0,19.9987614645662,19.85521938703126,-15,0,0.4005559780090563,0.3948265937262562,0.0998120240074831,0.0983843547852551,-0.129722223054474,-0.1278667309217829,0.0333132636865307,0.0328367647703915,0.2262136341950631,0.2229779694903337,0.0356104621319008,0.03510110505513,0.007229438,20.0,2.5,-10.0,0.002362847256669916,1.0047256945133398,19.90207894195577,0.39296953972845183,0.09792160718345086,0.03268231811897344,0.22192919988807272,0.03493600815308298
5.0,-10.0,19.99194546362673,19.84845230826815,-15,0,0.662700529334172,0.6532215396163238,0.1060353826174693,0.1045186970904953,-0.1280442283439037,-0.1262127375419857,0.0336160989756125,0.0331352684308351,0.142197141910485,0.1401632137839583,0.0365974996974356,0.036074024450359,0.007229438,20.0,5.0,-10.0,0.002362847256669916,1.0047256945133398,19.89529589246513,0.650149133423651,0.10402709680986226,0.03297941777719228,0.13950396068237245,0.03590435145368928
6.0,-10.0,19.99340681605485,19.849903171768545,-15,0,0.7546173258954881,0.7438235969689997,0.1102181271438318,0.1086416133979222,-0.1213977444505693,-0.1196613221595337,0.0326421674388748,0.0321752676012781,0.1211808530396008,0.1194475330721087,0.0341651746100056,0.0336764903182303,0.007229438,20.0,6.0,-10.0,0.002362847256669916,1.0047256945133398,19.896750180093786,0.7403250469565092,0.10813062111499504,0.03202393228020596,0.1188857154986622,0.033518094045103745
7.0,-10.0,19.993831288430016,19.850324597472717,-15,0,0.8467436616490747,0.8346321963534473,0.1140439762102627,0.1124127391280081,-0.1189928557589402,-0.1172908319845369,0.0319935386068691,0.0315359164833485,0.0887205332943144,0.0874515120914737,0.0342847930189134,0.0337943977557145,0.007229438,20.0,7.0,-10.0,0.002362847256669916,1.0047256945133398,19.897172600388878,0.8307065310574336,0.11188400947828611,0.03138758832939331,0.08704018675846913,0.03363544690880384
8.0,-10.0,19.99277821480787,19.84927908233741,-15,0,0.9336422613257742,0.920287834999682,0.1203542711032139,0.118632774216177,-0.1161146360907025,-0.1144537811601937,0.0314827517912455,0.0310324357475588,0.0415955860729764,0.0410006202999902,0.033759851931935,0.0332769652053159,0.007229438,20.0,8.0,-10.0,0.002362847256669916,1.0047256945133398,19.896124617772706,0.9159592912028023,0.11807478883441844,0.03088647569881252,0.04080777522052894,0.03312044808551881
9.0,-10.0,19.993557475775788,19.850052750122053,-15,0,1.0072995870518195,0.9928915973101332,0.1289605010276064,0.1271159042464971,-0.1121322526628924,-0.1105283600704138,0.0307191098668582,0.0302797166361602,-0.0035205764045659,-0.0034702195600145,0.0332783588109742,0.0328023591594981,0.007229438,20.0,9.0,-10.0,0.002362847256669916,1.0047256945133398,19.89690011146153,0.9882215640867643,0.12651801873950122,0.03013729697718821,-0.0034538974955700464,0.032648074333747994
10.0,-10.0,19.993283386489303,19.84978062812468,-15,0,1.0501782623551656,1.035156954071658,0.1460409158515868,0.1439520079988449,-0.102928933257929,-0.1014566810763874,0.0273064956204276,0.0269159149889671,-0.0901961921675709,-0.0889060637606953,0.0313021652066962,0.0308544321975815,0.007229438,20.0,10.0,-10.0,0.002362847256669916,1.0047256945133398,19.896627347239285,1.0302881271221578,0.14327493442732256,0.02678931686125972,-0.08848789699138614,0.03070930938272311
11.0,-10.0,19.99606472825982,19.85254200668013,-15,0,1.0582864952249946,1.043149210187884,0.1695540953839454,0.1671288648980451,-0.0942956399210054,-0.0929468747372093,0.0233992635062241,0.0230645702800038,-0.1656297252342833,-0.1632606272888762,0.0297423470439682,0.0293169250179775,0.007229438,20.0,11.0,-10.0,0.0030490135960442016,1.0060980271920883,19.912980678049294,1.0368266133064605,0.166115885709948,0.02292477438244715,-0.1622710937467188,0.02913923318167902
12.0,-10.0,19.99503266073837,19.85151734687323,-15,0,1.1096537471659285,1.093781726556068,0.1820101150571915,0.1794067189034191,-0.0895471429825546,-0.0882662983023079,0.0202196728961284,0.0199304591970338,-0.2021538757063138,-0.1992623516703083,0.0285083002119058,0.0281005294729062,0.007229438,20.0,12.0,-10.0,0.003722706136169123,1.0074454122723382,19.925281665491394,1.0856982554409518,0.17808083367887817,0.019783165374766817,-0.197789725619836,0.02789285566304203
13.0,-10.0,19.99433030435617,19.850820031687924,-15,0,1.1444863859160688,1.1281161338880292,0.2004129445501307,0.1975463220613527,-0.0845947755422537,-0.0833847674434909,0.0161909537064094,0.0159593651126,-0.2588535479377711,-0.2551510156313673,0.0269205891873093,0.0265355283992014,0.007229438,20.0,13.0,-10.0,0.005441470368053515,1.010882940736107,19.95854538163834,1.1159710866883905,0.1954195823282001,0.015787550140057435,-0.25240411658897993,0.02624985280677375
14.0,-10.0,19.996781194725607,19.85325333067321,-15,0,1.1806188460702598,1.1637317705252297,0.2192108150546887,0.2160753157303827,-0.0813318190225241,-0.0801684828818045,0.0115673022219944,0.0114018483948551,-0.3018823994870993,-0.2975644005809982,0.0257796548227566,0.0254109134800567,0.007229438,20.0,14.0,-10.0,0.007165095507481838,1.0143301910149636,19.99499778695906,1.1472908731630784,0.21302266031751696,0.011240766069918643,-0.2933604887410952,0.02505191475630822
0.002,-10.0,19.99501843861988,19.85150322683468,-10,-20,0.1670985203175844,0.1647084133449078,0.1176808292863617,0.1159975721869384,-0.1902586010312662,-0.1875372220024618,0.0451672976551738,0.0445212436215569,0.1857033993448248,0.1830471760055622,0.061049672859558,0.0601764440092729,0.007229438,20.0,0.0,-10.0,0.0038188581006223395,1.0076377162012446,19.927169096954625,0.16345995261655366,0.11511833104485686,0.04418378044581367,0.18165971069011091,0.059720317175240095
0.005,-10.0,20.00891849149148,19.8653035114046,-10,-20,0.1665465654517229,0.1641643534093604,0.1177352286214507,0.1160511934168123,-0.1902715007983886,-0.1875499372567394,0.0451834116380795,0.0445371271168267,0.1860197042148652,0.1833589565837421,0.0611637440603441,0.0602888835835679,0.007229438,20.0,0.0,-10.0,0.0038271965928859133,1.0076543931857718,19.94118699962248,0.16291732018390054,0.1151696397113976,0.044198812031195904,0.18196611638246282,0.05983091424130079
2.492,-10.0,19.991919209860885,19.84842624293998,-10,-20,0.4414440521235256,0.4351298220212978,0.1197036273430976,0.1179914369908213,-0.1906004054602062,-0.1878741374045729,0.0455926674838313,0.0449405291390457,0.0910509530351301,0.0897485984882166,0.0636243290903521,0.0627142734399388,0.007229438,20.0,2.5,-10.0,0.0028967902893265373,1.005793580578653,19.90583993372555,0.4326233835882696,0.11731178173054006,0.04468166232796049,0.08923162786203352,0.06235302615856628
5.0,-10.0,19.983005958181973,19.839576966556027,-10,-20,0.7034693197868341,0.6934071904329,0.1270710353445505,0.125253464686085,-0.1880326551602781,-0.1853431151252418,0.0453348160524338,0.044686365906101,0.0089536082825216,0.0088255396344809,0.0648537017859119,0.0639260617053906,0.007229438,20.0,5.0,-10.0,0.002799341648696449,1.0055986832973929,19.89503720292413,0.689546637192477,0.12455611444853384,0.044437574002755116,0.008776403331736325,0.06357015255407339
7.0,-10.0,19.98800850464144,19.844543606996364,-10,-20,0.8864849720778255,0.8738050637883372,0.1351314709046347,0.1331986071651871,-0.1787583091972506,-0.1762014255071725,0.0435113315701976,0.042888963779156,-0.0405565754159009,-0.0399764712144681,0.0626353490349165,0.0617394393393676,0.007229438,20.0,7.0,-10.0,0.002799341648696449,1.0055986832973929,19.900017727282115,0.8689401431226025,0.1324570222471098,0.042650178934723344,-0.03975390170896393,0.06139570423553245
8.0,-10.0,19.99438648402602,19.85087580812548,-10,-20,0.9723047159766104,0.9583972781560648,0.1424636218167897,0.1404258820737333,-0.1773883774203038,-0.1748510886583313,0.0441454419548462,0.0435140041154947,-0.0820036336569878,-0.0808306881622229,0.0632092262228913,0.0623051080293508,0.007229438,20.0,8.0,-10.0,0.002799341648696449,1.0055986832973929,19.90636762966423,0.9530613892745433,0.1396440592118438,0.04327173935114033,-0.0803806622908219,0.0619582235579806
10.0,-10.0,19.989449226446386,19.84597398795088,-10,-20,1.0623367441318137,1.0471415260373975,0.1719420667984921,0.1694826797735775,-0.158671856381952,-0.1564022808669489,0.037902874450049,0.0373607276713978,-0.2351762744340242,-0.2318124118919469,0.0591517555588083,0.0583056737195528,0.007229438,20.0,10.0,-10.0,0.003031074722572012,1.006062149445144,19.906037726751393,1.0408318478285952,0.16846144134042745,0.037135606077619274,-0.23041559810176176,0.057954345814231374
12.0,-10.0,19.98816824027108,19.8447021961158,-10,-20,1.1398488885037408,1.1235449692887025,0.2033234575359956,0.2004152042932866,-0.143251022187727,-0.1412020198008525,0.0301858205765081,0.0297540552915806,-0.3456363565790358,-0.3406925194684499,0.0544972761099655,0.0537177699876207,0.007229438,20.0,12.0,-10.0,0.005878033557943859,1.0117560671158876,19.961009192135744,1.1104899746156012,0.19808648626599323,0.029408329002066205,-0.3367338536843453,0.053093598085108204
0.003,-10.0,20.00138968204786,19.857828740354847,-10,-10,0.1781339881069804,0.1755860344432616,0.1038558929162493,0.1023703818935251,-0.1642361919588324,-0.1618870265274414,0.0381452942737783,0.0375996800239017,0.1444891065809983,0.1424223951555548,0.049534376546938,0.048825857653132,0.007229438,20.0,0.0,-10.0,0.0035057000071094468,1.0070114000142187,19.92732273094328,0.1743635021815864,0.10165761965761227,0.03733788914740271,0.14143076747050115,0.04848590358802551
0.006,-10.0,20.025133442666338,19.881402078983257,-10,-10,0.178225765358767,0.1756764989518293,0.103693591840998,0.1022104023046095,-0.1638811934714438,-0.1615371057891459,0.0379423804335935,0.0373996685779653,0.1470198377882524,0.1449169278477477,0.0494738996897256,0.0487662458314558,0.007229438,20.0,0.0,-10.0,0.0034844826228387425,1.0069689652456775,19.950558201579963,0.17446068847709545,0.10150303120779149,0.03714083538695816,0.1439139962097951,0.04842874757272976
2.492,-10.0,19.99081337555951,19.84732834581778,-10,-10,0.4525324095849286,0.4460595762800293,0.105803852712978,0.1042904788924037,-0.1632699956172495,-0.1609346502520602,0.0383506213251544,0.0378020701634713,0.052932237629061,0.0521751171590763,0.0511520797687599,0.0504204219282843,0.007229438,20.0,2.5,-10.0,0.0025164562156885246,1.005032912431377,19.8972105941239,0.4438258396940667,0.10376822251532443,0.03761276839384342,0.051913839351642906,0.05016793112407348
5.0,-10.0,19.98400657877036,19.84057040514175,-10,-10,0.7144072230699623,0.7041886425466595,0.1133710376881527,0.1117494260355597,-0.1585222682625443,-0.1562548323931021,0.0378393067486112,0.0372980692156323,-0.0259620852636789,-0.0255907345126608,0.0510665142710972,0.0503360803235214,0.007229438,20.0,5.0,-10.0,0.0024233927515985767,1.004846785503197,19.88859378023755,0.7007920537796446,0.1112104130179398,0.03711816542952322,-0.025467299972349245,0.050093288897087536
7.0,-10.0,19.986356848712973,19.8429038059082,-10,-10,0.8956973238856957,0.8828856459895772,0.121707089095757,0.1199662420689906,-0.1471589195079465,-0.1450540202010046,0.0359854563392001,0.0354707355029664,-0.0714233993311512,-0.0704017890593834,0.0478084976107899,0.0471246649635853,0.007229438,20.0,7.0,-10.0,0.0024233927515985767,1.004846785503197,19.89093282891522,0.8786271287591915,0.11938759599943898,0.03529964569195862,-0.07006221254330658,0.046897363502025516
8.0,-10.0,19.995343532488548,19.851825987326382,-10,-10,0.9826072339226818,0.9685524332174608,0.1287360159911116,0.1268946301495723,-0.1452565238381636,-0.1431788355989589,0.0358576543511634,0.0353447615408281,-0.1130675538827726,-0.1114502831349223,0.0479335422192496,0.0472479209865446,0.007229438,20.0,8.0,-10.0,0.0024233927515985767,1.004846785503197,19.89987660614724,0.9638807101646236,0.12628256564111642,0.035174279353571807,-0.11091271300540745,0.04702002501096151
10.0,-10.0,19.98875823043545,19.845287951597232,-10,-10,1.0871474849952452,1.0715973844959925,0.1572937331998419,0.1550438697793595,-0.1301533237879188,-0.1282916653716067,0.0309563721390582,0.0305135852085832,-0.2527331792472261,-0.249118190121066,0.0452254746811498,0.0445785885078157,0.007229438,20.0,10.0,-10.0,0.0024233927515985767,1.004846785503197,19.893322745341703,1.066428633654203,0.15429603001786804,0.03036640575339345,-0.2479165915789989,0.04436356781048176
12.0,-10.0,19.98917853748232,19.845705241869947,-10,-10,1.1449582669788174,1.1285812653624738,0.1948715505660636,0.1920841898467764,-0.1159157574352617,-0.1142577471814153,0.0232946486897808,0.0229614518299062,-0.3672323488223802,-0.3619796117194749,0.0413274015404147,0.0407362717662155,0.007229438,20.0,12.0,-10.0,0.006098546420476084,1.012197092840952,19.966368376813207,1.114981729689486,0.1897695529905645,0.02268476366145241,-0.35761771524506175,0.04024539494761861
-5.002,-10.0,19.99146684709908,19.84797712703377,-10,0,-0.376868004647219,-0.3714774431750165,0.1146270422520028,0.112987465238256,-0.1388080204994544,-0.136822568940526,0.0342485320890803,0.0337586554869747,0.3605115913936612,0.3553549851790577,0.0330129750166244,0.0325407713033535,0.007229438,20.0,-5.0,-10.0,0.004778107176086023,1.009556214352172,19.94258739739991,-0.3679611277648289,0.11191795328679105,0.03343910423912104,0.3519912810472744,0.03223274825189876
-2.5,-10.0,19.99903106076334,19.855487048188657,-10,0,-0.1054964968589119,-0.1039875193272365,0.1008477471357408,0.0994052633653893,-0.1331870104991223,-0.1312819595037042,0.0328384376996293,0.0323687304947509,0.2674012312266752,0.2635764364526552,0.0331887820992346,0.0327140637153778,0.007229438,20.0,-2.5,-10.0,0.004074658425528854,1.0081493168510576,19.936227215251957,-0.10314694221292564,0.09860172665283398,0.0321070797288781,0.2614458315321118,0.03244962146833545
0.002,-10.0,20.001732209997687,19.85816880979375,-10,0,0.174550108658016,0.1720534172989778,0.0962016487297825,0.0948256207974284,-0.1309049176041609,-0.129032508705933,0.0324060374449489,0.0319425151114968,0.1696204579324044,0.1671942782245152,0.0341979930259617,0.0337088393133642,0.007229438,20.0,0.0,-10.0,0.003314741350974774,1.0066294827019495,19.923884767319095,0.17092030409953796,0.09420111612755643,0.03173214738928383,0.1660931664506188,0.03348683889417232
0.002,-10.0,20.0032148697331,19.85964082766721,-10,0,0.1783730761978071,0.1758217027185694,0.0959363092515213,0.0945640766234937,-0.128854386543338,-0.1270113075791924,0.031823015138503,0.0313678321109718,0.142874105889426,0.1408304947547958,0.0339997197012027,0.0335134020068721,0.007229438,20.0,0.0,-10.0,0.0032693263489755675,1.006538652697951,19.92446268545051,0.17467953391287316,0.09394977169532617,0.031164061138529247,0.1399156350104492,0.033295693033786586
0.005,-10.0,20.0071165668156,19.86351452013022,-10,0,0.174608003819691,0.1721104843526041,0.0962490564649138,0.0948723504322505,-0.1307415749678744,-0.1288715024540333,0.0321536356759999,0.0316937235913204,0.1710303874717555,0.1685840407245857,0.0342821898482312,0.0337918318196912,0.007229438,20.0,0.0,-10.0,0.003320703912194833,1.0066414078243895,19.929366214455207,0.1709749698500671,0.09424642151100658,0.031484621380535774,0.1674717922531511,0.03356888714991769
0.006,-10.0,20.032548490475424,19.88876390492811,-10,0,0.1775881712869542,0.1750480247575228,0.0958866556764409,0.0945151332722728,-0.1283871498975311,-0.1265507540899025,0.031640548056884,0.0311879749617642,0.1431951971388566,0.1411469932500077,0.0339672604294221,0.0334814070188665,0.007229438,20.0,0.0,-10.0,0.0032652078416660676,1.0065304156833321,19.953599174725515,0.17391230511269043,0.09390191473558859,0.03098562594414072,0.1402312250585922,0.033264178108453904
-0.005,-10.0,20.00089719726684,19.85733979040716,-10,0,0.1741373246175327,0.1716465375478413,0.0956629869224174,0.0942946637820582,-0.1301513948901958,-0.1282897640640256,0.0324517940698204,0.031987617252846,0.1669982315392535,0.1646095590550925,0.0339734253102119,0.0334874837197937,0.007229438,20.0,-0.0,-10.0,0.0032462866476360343,1.0064925732952719,19.921698113653477,0.17053929865162137,0.09368639797642624,0.03178127499552039,0.16354771353767503,0.033271466286288805
2.5,-10.0,19.9944629196324,19.8509516951116,-10,0,0.4510714100001566,0.4446194742189936,0.0973643863346052,0.0959717270924621,-0.129424545637705,-0.1275733113576153,0.0320401432499381,0.0315818545131995,0.0754176076132663,0.0743388658657244,0.0354582104846913,0.034951031151463,0.007229438,20.0,2.5,-10.0,0.002217906190266679,1.0044358123805333,19.894930527261373,0.4426559355398096,0.09554789455884409,0.03144238200582461,0.0740105688680492,0.03479667960925084
2.492,-10.0,19.991412441889405,19.84792311232012,-10,0,0.4529859671656726,0.4465066463638512,0.0978172384503311,0.0964181018019409,-0.1282343474191692,-0.1264001372339403,0.0318842402741087,0.0314281815079819,0.0507585857451545,0.0500325562777354,0.0353612329624616,0.034855440754934,0.007229438,20.0,2.5,-10.0,0.002217906190266679,1.0044358123805333,19.891895234789857,0.44453477351192944,0.09599229797813365,0.031289387654843244,0.04981160135972973,0.03470151136121471
5.0,-10.0,19.98896008013752,19.8454883525133,-10,0,0.7111305340230035,0.7009588218820391,0.1045671768910607,0.103071491961443,-0.1255342006800782,-0.1237386122584418,0.0318194716111341,0.0313643392687284,-0.006475082454047,-0.0063824655972809,0.0354275972371158,0.0349208557829085,0.007229438,20.0,5.0,-10.0,0.002217906190266679,1.0044358123805333,19.889455080889366,0.6978632315197448,0.10261630528401956,0.03122582735714518,-0.006354279206905543,0.034766637501848295
