AoA,AoS,V,V_solid_blockage_corr,dE,dR,CL,CL_solid_blockage_corr,CD,CD_solid_blockage_corr,CYaw,CYaw_solid_blockage_corr,CMroll,CMroll_solid_blockage_corr,CMpitch,CMpitch_solid_blockage_corr,CMyaw,CMyaw_solid_blockage_corr,solid_blockage_e,V_round,AoA_round,AoS_round,CL2,fit_used,CD0_fit,k_fit,R2_fit,CD_fit_pred,CDi_fit
11.0,-10.0,19.99606472825982,19.85254200668013,-15,0,1.0582864952249946,1.043149210187884,0.1695540953839454,0.1671288648980451,-0.0942956399210054,-0.0929468747372093,0.0233992635062241,0.0230645702800038,-0.1656297252342833,-0.1632606272888762,0.0297423470439682,0.0293169250179775,0.007229438,20.0,11.0,-10.0,1.0881602747156063,True,0.09007539265758244,0.0660030782627917,0.748432036394495,0.1618973204320975,0.07182192777451507
12.0,-10.0,19.99503266073837,19.85151734687323,-15,0,1.1096537471659285,1.093781726556068,0.1820101150571915,0.1794067189034191,-0.0895471429825546,-0.0882662983023079,0.0202196728961284,0.0199304591970338,-0.2021538757063138,-0.1992623516703083,0.0285083002119058,0.0281005294729062,0.007229438,20.0,12.0,-10.0,1.1963584653479733,True,0.09007539265758244,0.0660030782627917,0.748432036394495,0.1690387340762981,0.07896334141871565
13.0,-10.0,19.99433030435617,19.850820031687924,-15,0,1.1444863859160688,1.1281161338880292,0.2004129445501307,0.1975463220613527,-0.0845947755422537,-0.0833847674434909,0.0161909537064094,0.0159593651126,-0.2588535479377711,-0.2551510156313673,0.0269205891873093,0.0265355283992014,0.007229438,20.0,13.0,-10.0,1.272646011538474,True,0.09007539265758244,0.0660030782627917,0.748432036394495,0.17407394695798603,0.0839985543004036
14.0,-10.0,19.996781194725607,19.85325333067321,-15,0,1.1806188460702598,1.1637317705252297,0.2192108150546887,0.2160753157303827,-0.0813318190225241,-0.0801684828818045,0.0115673022219944,0.0114018483948551,-0.3018823994870993,-0.2975644005809982,0.0257796548227566,0.0254109134800567,0.007229438,20.0,14.0,-10.0,1.3542716337297858,True,0.09007539265758244,0.0660030782627917,0.748432036394495,0.17946148928772826,0.08938609663014582
0.002,-10.0,19.99501843861988,19.85150322683468,-10,-20,0.1670985203175844,0.1647084133449078,0.1176808292863617,0.1159975721869384,-0.1902586010312662,-0.1875372220024618,0.0451672976551738,0.0445212436215569,0.1857033993448248,0.1830471760055622,0.061049672859558,0.0601764440092729,0.007229438,20.0,0.0,-10.0,0.027128861426597,True,0.10671523412157732,0.05563186680197292,0.7970929972823613,0.10822446332695095,0.0015092292053736254
0.005,-10.0,20.00891849149148,19.8653035114046,-10,-20,0.1665465654517229,0.1641643534093604,0.1177352286214507,0.1160511934168123,-0.1902715007983886,-0.1875499372567394,0.0451834116380795,0.0445371271168267,0.1860197042148652,0.1833589565837421,0.0611637440603441,0.0602888835835679,0.007229438,20.0,0.0,-10.0,0.026949934930313377,True,0.10671523412157732,0.05563186680197292,0.7970929972823613,0.10821450931194236,0.0014992751903650312
2.492,-10.0,19.991919209860885,19.84842624293998,-10,-20,0.4414440521235256,0.4351298220212978,0.1197036273430976,0.1179914369908213,-0.1906004054602062,-0.1878741374045729,0.0455926674838313,0.0449405291390457,0.0910509530351301,0.0897485984882166,0.0636243290903521,0.0627142734399388,0.007229438,20.0,2.5,-10.0,0.1893379620122863,True,0.10671523412157732,0.05563186680197292,0.7970929972823613,0.11724845840480184,0.010533224283224521
5.0,-10.0,19.983005958181973,19.839576966556027,-10,-20,0.7034693197868341,0.6934071904329,0.1270710353445505,0.125253464686085,-0.1880326551602781,-0.1853431151252418,0.0453348160524338,0.044686365906101,0.0089536082825216,0.0088255396344809,0.0648537017859119,0.0639260617053906,0.007229438,20.0,5.0,-10.0,0.48081353174404806,True,0.10671523412157732,0.05563186680197292,0.7970929972823613,0.13346378847614837,0.02674855435457106
7.0,-10.0,19.98800850464144,19.844543606996364,-10,-20,0.8864849720778255,0.8738050637883372,0.1351314709046347,0.1331986071651871,-0.1787583091972506,-0.1762014255071725,0.0435113315701976,0.042888963779156,-0.0405565754159009,-0.0399764712144681,0.0626353490349165,0.0617394393393676,0.007229438,20.0,7.0,-10.0,0.7635352895021401,True,0.10671523412157732,0.05563186680197292,0.7970929972823613,0.14919212764576623,0.04247689352418889
8.0,-10.0,19.99438648402602,19.85087580812548,-10,-20,0.9723047159766104,0.9583972781560648,0.1424636218167897,0.1404258820737333,-0.1773883774203038,-0.1748510886583313,0.0441454419548462,0.0435140041154947,-0.0820036336569878,-0.0808306881622229,0.0632092262228913,0.0623051080293508,0.007229438,20.0,8.0,-10.0,0.9185253427769534,True,0.10671523412157732,0.05563186680197292,0.7970929972823613,0.15781451364518131,0.05109927952360399
10.0,-10.0,19.989449226446386,19.84597398795088,-10,-20,1.0623367441318137,1.0471415260373975,0.1719420667984921,0.1694826797735775,-0.158671856381952,-0.1564022808669489,0.037902874450049,0.0373607276713978,-0.2351762744340242,-0.2318124118919469,0.0591517555588083,0.0583056737195528,0.007229438,20.0,10.0,-10.0,1.0965053755519296,True,0.10671523412157732,0.05563186680197292,0.7970929972823613,0.16771587512192956,0.06100064100035224
12.0,-10.0,19.98816824027108,19.8447021961158,-10,-20,1.1398488885037408,1.1235449692887025,0.2033234575359956,0.2004152042932866,-0.143251022187727,-0.1412020198008525,0.0301858205765081,0.0297540552915806,-0.3456363565790358,-0.3406925194684499,0.0544972761099655,0.0537177699876207,0.007229438,20.0,12.0,-10.0,1.2623532980139516,True,0.10671523412157732,0.05563186680197292,0.7970929972823613,0.1769423046537207,0.07022707053214339
0.003,-10.0,20.00138968204786,19.857828740354847,-10,-10,0.1781339881069804,0.1755860344432616,0.1038558929162493,0.1023703818935251,-0.1642361919588324,-0.1618870265274414,0.0381452942737783,0.0375996800239017,0.1444891065809983,0.1424223951555548,0.049534376546938,0.048825857653132,0.007229438,20.0,0.0,-10.0,0.03083045549151025,True,0.09238348058580208,0.05627733702126165,0.773411366784676,0.09411853652001681,0.0017350559342147293
0.006,-10.0,20.025133442666338,19.881402078983257,-10,-10,0.178225765358767,0.1756764989518293,0.103693591840998,0.1022104023046095,-0.1638811934714438,-0.1615371057891459,0.0379423804335935,0.0373996685779653,0.1470198377882524,0.1449169278477477,0.0494738996897256,0.0487662458314558,0.007229438,20.0,0.0,-10.0,0.03086223228397208,True,0.09238348058580208,0.05627733702126165,0.773411366784676,0.09412032483327563,0.0017368442474735583
2.492,-10.0,19.99081337555951,19.84732834581778,-10,-10,0.4525324095849286,0.4460595762800293,0.105803852712978,0.1042904788924037,-0.1632699956172495,-0.1609346502520602,0.0383506213251544,0.0378020701634713,0.052932237629061,0.0521751171590763,0.0511520797687599,0.0504204219282843,0.007229438,20.0,2.5,-10.0,0.19896914559111928,True,0.09238348058580208,0.05627733702126165,0.773411366784676,0.10358093424906598,0.011197453663263897
