AoA,AoS,V,dE,dR,CL,CD,CYaw,CMroll,CMpitch,CMyaw,V_round,AoA_round,AoS_round,CL2,fit_used,CD0_fit,k_fit,R2_fit,CDi,CDs
10.0,-10.0,19.98762377335046,-10,10,1.0863691170535417,0.1455104802106579,-0.0647234767702528,0.0188647031650929,-0.2409595426591434,0.0144773693334318,20.0,10.0,-10.0,1.1801978584876918,True,0.0816272186722635,0.05678209310635338,0.7773644873311931,0.06701410468456699,0.0
12.0,-10.0,19.990730037829064,-10,10,1.1426533149484153,0.1848414215847965,-0.0540713709911887,0.0119984120136105,-0.3626359484022128,0.0125311509240053,20.0,12.0,-10.0,1.3056565981626023,True,0.0816272186722635,0.05678209310635338,0.7773644873311931,0.07413791452179351,0.029076288390739488
0.003,-9.995,19.99007371363948,-10,20,0.1646584079452283,0.0943628608244917,-0.0563212813200126,0.0183771683418179,0.194866111016792,0.0038103157561556,20.0,0.0,-10.0,0.02711239130705722,True,0.08407330605467883,0.059198321994104616,0.7975255905500387,0.0016050080706253363,0.008684546699187536
0.005,-9.995,20.01314588475723,-10,20,0.1620700094820188,0.09458258723025,-0.0561655592946838,0.018135572660229,0.1964912131621725,0.0036795215145537,20.0,0.0,-10.0,0.026266687973501665,True,0.08407330605467883,0.059198321994104616,0.7975255905500387,0.0015549438523740269,0.008954337323197137
2.492,-9.995,19.99468474633856,-10,20,0.436338226454032,0.0959647412091271,-0.0566148037221543,0.0181711593799441,0.101406559754735,0.0045997943339286,20.0,2.5,-10.0,0.1903910478650501,True,0.08407330605467883,0.059198321994104616,0.7975255905500387,0.01127083055631022,0.0006206045981380463
5.0,-9.995,19.98524331108007,-10,20,0.7000403778703227,0.1034603629801652,-0.0562182494117765,0.0183290252319908,0.0143486158063909,0.0053065290688464,20.0,5.0,-10.0,0.4900565306488242,True,0.08407330605467883,0.059198321994104616,0.7975255905500387,0.02901052429666289,0.0
7.0,-9.995,19.98618147363375,-10,20,0.8844214311108249,0.1123859148023258,-0.0514515865911397,0.017656568314756,-0.0433330132318036,0.0042955781666506,20.0,7.0,-10.0,0.7822012678081197,True,0.08407330605467883,0.059198321994104616,0.7975255905500387,0.04630500251590193,0.0
8.0,-9.995,19.992580637124256,-10,20,0.9697517424783888,0.1190295212095457,-0.047786304667745,0.0174956396197985,-0.0819913055713659,0.0033322058592579,20.0,8.0,-10.0,0.9404184420398713,True,0.08407330605467883,0.059198321994104616,0.7975255905500387,0.05567119374107051,0.0
10.0,-9.995,19.984755741538414,-10,20,1.035860877954225,0.1560045406269406,-0.0332002365497191,0.0118484622773972,-0.2308212072236462,0.0012418480742195,20.0,10.0,-10.0,1.073007758476098,True,0.08407330605467883,0.059198321994104616,0.7975255905500387,0.06352025878844049,0.008410975783821287
12.0,-9.995,19.989598287232223,-10,20,1.1502159286665492,0.1840528649871858,-0.026196737375708,0.0073643132857592,-0.3371724467582494,0.0001218909010151,20.0,12.0,-10.0,1.3229966825582522,True,0.08407330605467883,0.059198321994104616,0.7975255905500387,0.07831918361121562,0.021660375321291336
-5.002,-10.0,19.99455552346953,-5,0,-0.33586741620959,0.106603703383903,-0.1375338142213782,0.0339843883893179,0.2226842310632141,0.0321571704971751,20.0,-5.0,-10.0,0.11280692127130595,True,0.08305906831674587,0.06737866482956988,0.7766785507127533,0.007600779738795,0.015943855328362136
-5.002,-10.0,19.99286303779756,-5,0,-0.3419550595083148,0.1094931427121458,-0.1395461189452298,0.0344016051779741,0.2421801052512789,0.0329696189375009,20.0,-5.0,-10.0,0.11693326272333511,True,0.08305906831674587,0.06737866482956988,0.7766785507127533,0.007878807116463634,0.018555267278936305
-2.5,-10.0,20.00094853677954,-5,0,-0.0651439620626097,0.0964532024773238,-0.1308951210336121,0.0324228675749332,0.12703090518429,0.0323367562681565,20.0,-2.5,-10.0,0.004243735793214731,True,0.08305906831674587,0.06737866482956988,0.7766785507127533,0.00028593725163626423,0.013108196908941664
-2.5,-10.0,20.000773380271266,-5,0,-0.0730058571811073,0.0976685164505295,-0.1315291444104516,0.0323894262362197,0.1534513871457653,0.0324162631459245,20.0,-2.5,-10.0,0.005329855182748237,True,0.08305906831674587,0.06737866482956988,0.7766785507127533,0.0003591185259485394,0.014250329607835094
0.002,-10.0,20.0183652208676,-5,0,0.2145385763013054,0.0933602992938909,-0.1280326267436846,0.0318186294482047,0.0280215035053594,0.033067770829356,20.0,0.0,-10.0,0.046026800721391044,True,0.08305906831674587,0.06737866482956988,0.7766785507127533,0.0031012243789840122,0.007200006598161028
-0.006,-10.0,19.998606384543145,-5,0,0.2052426638948552,0.0937456901255961,-0.1273459188028043,0.0319632186108028,0.054315891564336,0.0327944895069827,20.0,-0.0,-10.0,0.0421245510826565,True,0.08305906831674587,0.06737866482956988,0.7766785507127533,0.002838296008494407,0.007848325800355823
