AoA [deg],AoS [deg],AoA_round,AoS_round,CD,CYaw,CL,CMroll,CMpitch,CMyaw
10.5,0.0,10.5,0,0.008849999999999998,-0.0057775000000000005,-0.0031480410447761193,0.001550595238095238,-0.0022000000000000006,0.0031875000000000007
11.0,0.0,11.0,0,0.0084,-0.005750000000000001,0.00605,0.0016,-0.0009500000000000003,0.0031
11.5,0.0,11.5,0,0.008542857142857145,-0.0058000000000000005,0.012037193937338101,0.0018083333333333332,-0.0011123287671232877,0.0030050000000000003
12.0,0.0,12.0,0,0.0089,-0.00585,0.01775,0.0021000000000000003,-0.0015499999999999993,0.0028999999999999994
12.5,0.0,12.5,0,0.010507142857142859,-0.005749999999999999,0.024753271349862254,0.0023500000000000005,-0.0050376712328767115,0.0027199999999999998
13.0,0.0,13.0,0,0.011899999999999999,-0.00565,0.030249999999999996,0.0026,-0.008249999999999999,0.0025999999999999994
13.5,0.0,13.5,0,0.011774999999999999,-0.005731249999999999,0.03300757575757575,0.0028499999999999997,-0.006418749999999999,0.0026125
14.0,0.0,14.0,0,0.010900000000000002,-0.0059499999999999996,0.03425,0.0031,-0.0010499999999999997,0.0026999999999999997
-5.0,1.0,-5.0,1,0.005700000000000002,-0.00555,0.02315,-0.0012,0.00275,-4.336808689942018e-19
-4.5,1.0,-4.5,1,0.006110000000000001,-0.004275,0.02118185975609756,-0.00117,0.0016332770270270271,9.999999999999983e-05
-4.0,1.0,-4.0,1,0.006400000000000001,-0.00385,0.01995,-0.0011,0.0006499999999999995,0.0002000000000000001
-3.5,1.0,-3.5,1,0.006559642857142859,-0.0044602564102564106,0.01944814024390244,-0.0009228571428571428,-0.00014999999999999996,0.0002949999999999997
-3.0,1.0,-3.0,1,0.006700000000000001,-0.00555,0.01905,-0.0006999999999999999,-0.0009499999999999995,0.00039999999999999975
-2.5,1.0,-2.5,1,0.006900000000000002,-0.006666770616770617,0.018483194444444444,-0.0005258928571428572,-0.002017027027027026,0.0005612499999999997
-2.0,1.0,-2.0,1,0.0071,-0.007750000000000001,0.017950000000000004,-0.00039999999999999996,-0.003049999999999999,0.0006999999999999997
-1.5,1.0,-1.5,1,0.007262857142857144,-0.008582347972972972,0.017580555555555554,-0.0003479166666666666,-0.003854999999999999,0.0007687499999999999
-1.0,1.0,-1.0,1,0.0074,-0.00925,0.017249999999999998,-0.00030000000000000003,-0.004450000000000001,0.0007999999999999999
-0.5,1.0,-0.5,1,0.007505000000000001,-0.009840624999999999,0.0169385,-0.0001833333333333333,-0.0047799999999999995,0.0007999999999999999
0.0,1.0,0.0,1,0.007600000000000001,-0.01015,0.01655,-9.999999999999994e-05,-0.005050000000000001,0.0007999999999999999
0.5,1.0,0.5,1,0.007708333333333334,-0.009999999999999998,0.015720875,-0.00019999999999999998,-0.0053875,0.0007624999999999997
1.0,1.0,1.0,1,0.007800000000000001,-0.00985,0.014749999999999996,-0.00030000000000000003,-0.0056500000000000005,0.0006999999999999997
1.5,1.0,1.5,1,0.00786666666666667,-0.010019642857142857,0.01406701388888889,-0.00021666666666666666,-0.005787499999999999,0.0006374999999999996
2.0,1.0,2.0,1,0.007899999999999999,-0.01035,0.013349999999999997,-9.999999999999994e-05,-0.005849999999999999,0.0006000000000000003
2.5,1.0,2.5,1,0.007850000000000001,-0.010880357142857143,0.012304715762273901,-3.333333333333335e-05,-0.0055875000000000005,0.00065
3.0,1.0,3.0,1,0.007800000000000001,-0.01125,0.01115,0.0,-0.00515,0.0006999999999999997
3.5,1.0,3.5,1,0.007800000000000001,-0.0107,0.010126707848837211,-0.00015000000000000007,-0.004819444444444444,0.0006000000000000003
4.0,1.0,4.0,1,0.007800000000000001,-0.01015,0.009049999999999999,-0.00030000000000000003,-0.004450000000000001,0.0005
4.5,1.0,4.5,1,0.007737500000000001,-0.01047142857142857,0.007635175304878051,-0.00027142857142857144,-0.003916805555555555,0.0005333333333333331
5.0,1.0,5.0,1,0.007600000000000001,-0.01115,0.006349999999999998,-0.00019999999999999998,-0.0033500000000000005,0.0006000000000000003
5.5,1.0,5.5,1,0.007362499999999999,-0.01253227513227513,0.005419512195121951,4.642857142857145e-05,-0.0029233653846153836,0.0007000000000000005
6.0,1.0,6.0,1,0.007000000000000001,-0.013649999999999999,0.0049499999999999995,0.0004,-0.002449999999999999,0.0007999999999999999
6.5,1.0,6.5,1,0.006471428571428572,-0.013753439153439153,0.0055928571428571425,0.000725,-0.0016826143451143458,0.0008500000000000005
7.0,1.0,7.0,1,0.005800000000000001,-0.01385,0.006450000000000001,0.001,-0.0007500000000000007,0.0009000000000000002
7.5,1.0,7.5,1,0.004828571428571429,-0.014349378881987576,0.006857142857142857,0.0012000000000000001,0.0004797297297297297,0.0010000000000000005
8.0,1.0,8.0,1,0.004200000000000001,-0.015050000000000001,0.007050000000000001,0.0013,0.0012500000000000002,0.0010999999999999998
8.5,1.0,8.5,1,0.005409183673469388,-0.015743478260869564,-0.0005871987951807205,0.0013,0.0010029411764705884,0.001166666666666667
9.0,1.0,9.0,1,0.0072,-0.016149999999999998,-0.00865,0.0013,0.0004499999999999999,0.0012000000000000001
9.5,1.0,9.5,1,0.008440816326530614,-0.0157225,-0.009312801204819277,0.0015785714285714285,-0.0010029411764705884,0.0009374999999999995
10.0,1.0,10.0,1,0.009099999999999999,-0.01525,-0.009550000000000001,0.0019,-0.002150000000000001,0.0006000000000000003
10.5,1.0,10.5,1,0.00865,-0.0151775,-0.0036480410447761197,0.001950595238095238,-0.0008999999999999998,0.0004875000000000005
11.0,1.0,11.0,1,0.0082,-0.01515,0.005549999999999999,0.002,0.0003499999999999996,0.00039999999999999975
11.5,1.0,11.5,1,0.008342857142857147,-0.015199999999999998,0.0115371939373381,0.002208333333333333,0.0001876712328767122,0.00030500000000000015
12.0,1.0,12.0,1,0.008700000000000001,-0.01525,0.017249999999999998,0.0025,-0.0002500000000000002,0.0002000000000000001
12.5,1.0,12.5,1,0.010307142857142857,-0.015149999999999997,0.024253271349862254,0.0027500000000000003,-0.0037376712328767107,1.999999999999962e-05
13.0,1.0,13.0,1,0.0117,-0.015050000000000001,0.029749999999999995,0.003,-0.00695,-9.999999999999983e-05
13.5,1.0,13.5,1,0.011575,-0.015131249999999999,0.03250757575757575,0.00325,-0.00511875,-8.750000000000034e-05
14.0,1.0,14.0,1,0.010700000000000003,-0.015349999999999999,0.03375,0.0035,0.0002500000000000002,-4.336808689942018e-19
-5.0,2.0,-5.0,2,0.0055,-0.005150000000000001,0.023350000000000006,-0.0025,0.0026499999999999996,-0.0025000000000000005
-4.5,2.0,-4.5,2,0.00591,-0.003875000000000001,0.02138185975609756,-0.00247,0.0015332770270270269,-0.0024000000000000002
-4.0,2.0,-4.0,2,0.006199999999999999,-0.003450000000000001,0.020149999999999998,-0.0024,0.0005499999999999993,-0.0023
-3.5,2.0,-3.5,2,0.006359642857142857,-0.004060256410256411,0.019648140243902445,-0.0022228571428571427,-0.0002500000000000002,-0.0022050000000000004
-3.0,2.0,-3.0,2,0.006500000000000001,-0.005150000000000001,0.01925,-0.0019999999999999996,-0.0010500000000000006,-0.0021000000000000003
-2.5,2.0,-2.5,2,0.006699999999999999,-0.006266770616770618,0.01868319444444445,-0.001825892857142857,-0.002117027027027027,-0.0019387500000000002
-2.0,2.0,-2.0,2,0.0069,-0.0073500000000000015,0.018150000000000003,-0.0016999999999999997,-0.00315,-0.0018000000000000002
-1.5,2.0,-1.5,2,0.007062857142857143,-0.008182347972972973,0.01778055555555556,-0.0016479166666666665,-0.0039549999999999984,-0.0017312500000000004
-1.0,2.0,-1.0,2,0.0072,-0.00885,0.017450000000000004,-0.0015999999999999999,-0.00455,-0.0017
-0.5,2.0,-0.5,2,0.007305000000000001,-0.009440625,0.017138499999999997,-0.0014833333333333335,-0.004880000000000001,-0.0017
0.0,2.0,0.0,2,0.0074,-0.00975,0.016749999999999998,-0.0013999999999999998,-0.00515,-0.0017
0.5,2.0,0.5,2,0.007508333333333334,-0.0096,0.015920874999999998,-0.0015,-0.005487500000000001,-0.0017375000000000001
1.0,2.0,1.0,2,0.007600000000000001,-0.00945,0.014950000000000001,-0.0015999999999999999,-0.00575,-0.0018000000000000002
1.5,2.0,1.5,2,0.007666666666666667,-0.009619642857142858,0.014267013888888892,-0.0015166666666666666,-0.0058875,-0.0018625000000000002
2.0,2.0,2.0,2,0.0077,-0.00995,0.013550000000000003,-0.0013999999999999998,-0.00595,-0.0019
2.5,2.0,2.5,2,0.0076500000000000005,-0.010480357142857142,0.012504715762273907,-0.0013333333333333333,-0.0056875,-0.0018499999999999999
3.0,2.0,3.0,2,0.007600000000000001,-0.01085,0.011350000000000002,-0.0013,-0.0052499999999999995,-0.0018000000000000002
3.5,2.0,3.5,2,0.007600000000000001,-0.0103,0.01032670784883721,-0.00145,-0.004919444444444445,-0.0019
4.0,2.0,4.0,2,0.007600000000000001,-0.00975,0.009250000000000001,-0.0015999999999999999,-0.00455,-0.002
4.5,2.0,4.5,2,0.007537500000000001,-0.010071428571428571,0.00783517530487805,-0.0015714285714285713,-0.0040168055555555564,-0.001966666666666667
5.0,2.0,5.0,2,0.0074,-0.01075,0.006550000000000004,-0.0015,-0.00345,-0.0019
5.5,2.0,5.5,2,0.0071625000000000005,-0.012132275132275131,0.0056195121951219534,-0.0012535714285714285,-0.0030233653846153848,-0.0017999999999999997
6.0,2.0,6.0,2,0.0068000000000000005,-0.01325,0.005150000000000002,-0.0009,-0.00255,-0.0017
6.5,2.0,6.5,2,0.006271428571428572,-0.013353439153439154,0.005792857142857145,-0.000575,-0.0017826143451143452,-0.0016499999999999998
7.0,2.0,7.0,2,0.005599999999999999,-0.01345,0.006650000000000003,-0.0002999999999999999,-0.0008500000000000001,-0.0016
7.5,2.0,7.5,2,0.004628571428571428,-0.013949378881987579,0.007057142857142859,-9.999999999999983e-05,0.0003797297297297294,-0.0015
8.0,2.0,8.0,2,0.004,-0.01465,0.007250000000000003,1.0842021724855044e-19,0.00115,-0.0013999999999999998
8.5,2.0,8.5,2,0.005209183673469387,-0.015343478260869566,-0.00038719879518072167,1.0842021724855044e-19,0.0009029411764705881,-0.0013333333333333335
9.0,2.0,9.0,2,0.007000000000000001,-0.01575,-0.008449999999999997,1.0842021724855044e-19,0.0003499999999999996,-0.0013000000000000004
9.5,2.0,9.5,2,0.008240816326530615,-0.0153225,-0.009112801204819275,0.0002785714285714286,-0.0011029411764705887,-0.0015625000000000003
10.0,2.0,10.0,2,0.0089,-0.01485,-0.009349999999999999,0.0006000000000000001,-0.0022500000000000003,-0.0019
10.5,2.0,10.5,2,0.008450000000000001,-0.0147775,-0.0034480410447761175,0.0006505952380952381,-0.0010000000000000009,-0.0020124999999999995
11.0,2.0,11.0,2,0.008000000000000002,-0.01475,0.005750000000000002,0.0007000000000000001,0.00024999999999999935,-0.0021000000000000003
11.5,2.0,11.5,2,0.008142857142857144,-0.0148,0.011737193937338103,0.0009083333333333333,8.767123287671194e-05,-0.002195
12.0,2.0,12.0,2,0.008500000000000002,-0.01485,0.017450000000000004,0.0012000000000000001,-0.0003500000000000005,-0.0023
12.5,2.0,12.5,2,0.010107142857142858,-0.01475,0.02445327134986226,0.0014500000000000003,-0.003837671232876712,-0.0024800000000000004
13.0,2.0,13.0,2,0.011499999999999998,-0.01465,0.02995,0.0017000000000000001,-0.007049999999999999,-0.0026
13.5,2.0,13.5,2,0.011374999999999998,-0.01473125,0.032707575757575755,0.00195,-0.005218749999999999,-0.0025875000000000004
14.0,2.0,14.0,2,0.0105,-0.014949999999999998,0.03395000000000001,0.0022,0.00014999999999999996,-0.0025000000000000005
-5.0,3.0,-5.0,3,0.005700000000000002,-0.0017500000000000005,0.024650000000000002,-0.0039000000000000003,0.0030499999999999998,-0.005200000000000001
-4.5,3.0,-4.5,3,0.006110000000000001,-0.0004750000000000004,0.02268185975609756,-0.0038700000000000006,0.001933277027027027,-0.0051
-4.0,3.0,-4.0,3,0.006400000000000001,-5.000000000000035e-05,0.02145,-0.0038,0.0009499999999999995,-0.005000000000000001
-3.5,3.0,-3.5,3,0.006559642857142859,-0.0006602564102564108,0.02094814024390244,-0.0036228571428571434,0.00014999999999999996,-0.0049050000000000005
-3.0,3.0,-3.0,3,0.006700000000000001,-0.0017500000000000005,0.020550000000000002,-0.0034,-0.0006499999999999995,-0.0048000000000000004
-2.5,3.0,-2.5,3,0.006900000000000002,-0.0028667706167706175,0.019983194444444446,-0.0032258928571428573,-0.0017170270270270276,-0.0046387500000000005
-2.0,3.0,-2.0,3,0.0071,-0.003950000000000001,0.019450000000000005,-0.0031,-0.0027500000000000007,-0.0045000000000000005
-1.5,3.0,-1.5,3,0.007262857142857144,-0.004782347972972973,0.019080555555555555,-0.0030479166666666667,-0.003554999999999999,-0.004431250000000001
-1.0,3.0,-1.0,3,0.0074,-0.005450000000000001,0.01875,-0.003,-0.004149999999999999,-0.0044
-0.5,3.0,-0.5,3,0.007505000000000001,-0.006040625000000001,0.0184385,-0.0028833333333333337,-0.00448,-0.0044
0.0,3.0,0.0,3,0.007600000000000001,-0.006350000000000001,0.01805,-0.0028,-0.004749999999999999,-0.0044
0.5,3.0,0.5,3,0.007708333333333334,-0.006200000000000001,0.017220875,-0.0029000000000000002,-0.0050875,-0.0044375000000000005
1.0,3.0,1.0,3,0.007800000000000001,-0.006050000000000001,0.016249999999999997,-0.003,-0.005350000000000001,-0.0045000000000000005
1.5,3.0,1.5,3,0.00786666666666667,-0.006219642857142858,0.015567013888888894,-0.002916666666666667,-0.005487500000000001,-0.004562500000000001
2.0,3.0,2.0,3,0.007899999999999999,-0.00655,0.014849999999999999,-0.0028,-0.005550000000000001,-0.0046
2.5,3.0,2.5,3,0.007850000000000001,-0.007080357142857143,0.013804715762273902,-0.0027333333333333337,-0.005287499999999999,-0.00455
3.0,3.0,3.0,3,0.007800000000000001,-0.007450000000000001,0.012650000000000002,-0.0027,-0.00485,-0.0045000000000000005
3.5,3.0,3.5,3,0.007800000000000001,-0.006900000000000001,0.011626707848837212,-0.00285,-0.004519444444444446,-0.0046
4.0,3.0,4.0,3,0.007800000000000001,-0.006350000000000001,0.01055,-0.003,-0.004149999999999999,-0.004700000000000001
4.5,3.0,4.5,3,0.007737500000000001,-0.006671428571428572,0.009135175304878052,-0.0029714285714285715,-0.0036168055555555554,-0.004666666666666667
5.0,3.0,5.0,3,0.007600000000000001,-0.00735,0.00785,-0.0029000000000000002,-0.003049999999999999,-0.0046
5.5,3.0,5.5,3,0.007362499999999999,-0.008732275132275131,0.0069195121951219525,-0.0026535714285714287,-0.0026233653846153854,-0.0045000000000000005
6.0,3.0,6.0,3,0.007000000000000001,-0.00985,0.006450000000000001,-0.0023,-0.002150000000000001,-0.0044
6.5,3.0,6.5,3,0.006471428571428572,-0.009953439153439153,0.007092857142857144,-0.001975,-0.0013826143451143458,-0.00435
7.0,3.0,7.0,3,0.005800000000000001,-0.01005,0.007950000000000002,-0.0017000000000000001,-0.00045000000000000075,-0.0043
7.5,3.0,7.5,3,0.004828571428571429,-0.010549378881987578,0.008357142857142858,-0.0015,0.0007797297297297296,-0.004200000000000001
8.0,3.0,8.0,3,0.004200000000000001,-0.01125,0.008550000000000002,-0.0014000000000000002,0.0015500000000000002,-0.0041
8.5,3.0,8.5,3,0.005409183673469388,-0.011943478260869566,0.0009128012048192809,-0.0014000000000000002,0.0013029411764705883,-0.004033333333333333
9.0,3.0,9.0,3,0.0072,-0.01235,-0.007149999999999998,-0.0014000000000000002,0.0007499999999999998,-0.004
9.5,3.0,9.5,3,0.008440816326530614,-0.011922499999999999,-0.007812801204819276,-0.0011214285714285716,-0.0007029411764705885,-0.004262500000000001
10.0,3.0,10.0,3,0.009099999999999999,-0.01145,-0.00805,-0.0008000000000000001,-0.0018499999999999992,-0.0046
10.5,3.0,10.5,3,0.00865,-0.0113775,-0.0021480410447761184,-0.0007494047619047621,-0.0005999999999999998,-0.0047125
11.0,3.0,11.0,3,0.0082,-0.011349999999999999,0.007050000000000001,-0.0007000000000000001,0.0006499999999999995,-0.0048000000000000004
11.5,3.0,11.5,3,0.008342857142857147,-0.0114,0.013037193937338102,-0.0004916666666666669,0.0004876712328767121,-0.004895
12.0,3.0,12.0,3,0.008700000000000001,-0.01145,0.01875,-0.0002000000000000001,4.99999999999997e-05,-0.005000000000000001
12.5,3.0,12.5,3,0.010307142857142857,-0.011349999999999999,0.025753271349862255,5.000000000000013e-05,-0.0034376712328767125,-0.005180000000000001
13.0,3.0,13.0,3,0.0117,-0.01125,0.031249999999999997,0.0002999999999999999,-0.00665,-0.005300000000000001
13.5,3.0,13.5,3,0.011575,-0.01133125,0.03400757575757575,0.0005499999999999997,-0.00481875,-0.0052875000000000005
14.0,3.0,14.0,3,0.010700000000000003,-0.01155,0.035250000000000004,0.0007999999999999999,0.0005500000000000001,-0.005200000000000001
-5.0,4.0,-5.0,4,0.005300000000000001,0.011450000000000002,0.019850000000000003,-0.007300000000000001,0.00435,-0.0078
-4.5,4.0,-4.5,4,0.0057100000000000015,0.012725,0.017881859756097563,-0.00727,0.003233277027027027,-0.0077
-4.0,4.0,-4.0,4,0.006,0.013150000000000002,0.01665,-0.0072,0.0022499999999999994,-0.007600000000000001
-3.5,4.0,-3.5,4,0.006159642857142858,0.01253974358974359,0.01614814024390244,-0.007022857142857143,0.00145,-0.0075049999999999995
-3.0,4.0,-3.0,4,0.006300000000000002,0.011450000000000002,0.015750000000000004,-0.0068000000000000005,0.0006499999999999995,-0.0074
-2.5,4.0,-2.5,4,0.006500000000000001,0.010333229383229385,0.015183194444444447,-0.006625892857142858,-0.0004170270270270268,-0.00723875
-2.0,4.0,-2.0,4,0.006699999999999999,0.009250000000000001,0.01465,-0.006500000000000001,-0.00145,-0.0071
-1.5,4.0,-1.5,4,0.0068628571428571445,0.008417652027027028,0.014280555555555557,-0.006447916666666668,-0.0022549999999999983,-0.007031250000000001
-1.0,4.0,-1.0,4,0.007000000000000001,0.00775,0.01395,-0.006400000000000001,-0.00285,-0.007
-0.5,4.0,-0.5,4,0.007105000000000002,0.007159375,0.013638500000000001,-0.0062833333333333335,-0.0031800000000000005,-0.007
0.0,4.0,0.0,4,0.0072,0.00685,0.013250000000000001,-0.006200000000000001,-0.00345,-0.007
0.5,4.0,0.5,4,0.007308333333333335,0.007,0.012420875000000001,-0.0063,-0.003787500000000001,-0.0070375
1.0,4.0,1.0,4,0.007400000000000002,0.00715,0.011449999999999998,-0.006400000000000001,-0.00405,-0.0071
1.5,4.0,1.5,4,0.007466666666666668,0.006980357142857143,0.010767013888888888,-0.006316666666666667,-0.0041875,-0.0071625000000000005
2.0,4.0,2.0,4,0.0075000000000000015,0.0066500000000000005,0.01005,-0.006200000000000001,-0.00425,-0.0072
2.5,4.0,2.5,4,0.00745,0.006119642857142857,0.009004715762273904,-0.006133333333333334,-0.0039875,-0.00715
3.0,4.0,3.0,4,0.007400000000000002,0.00575,0.00785,-0.0060999999999999995,-0.0035499999999999993,-0.0071
3.5,4.0,3.5,4,0.007400000000000002,0.0063,0.00682670784883721,-0.00625,-0.003219444444444445,-0.0072
4.0,4.0,4.0,4,0.007400000000000002,0.00685,0.005750000000000002,-0.006400000000000001,-0.00285,-0.007300000000000001
4.5,4.0,4.5,4,0.007337500000000002,0.006528571428571429,0.00433517530487805,-0.006371428571428571,-0.0023168055555555563,-0.007266666666666667
5.0,4.0,5.0,4,0.0072,0.00585,0.0030500000000000006,-0.0063,-0.0017499999999999998,-0.0072
5.5,4.0,5.5,4,0.0069625,0.004467724867724869,0.0021195121951219503,-0.006053571428571429,-0.0013233653846153846,-0.0071
6.0,4.0,6.0,4,0.0066,0.0033500000000000005,0.0016500000000000022,-0.0057,-0.0008500000000000001,-0.007
6.5,4.0,6.5,4,0.006071428571428573,0.0032465608465608474,0.002292857142857145,-0.005375,-8.261434511434504e-05,-0.00695
7.0,4.0,7.0,4,0.0054,0.00315,0.00315,-0.0051,0.0008500000000000001,-0.0069
7.5,4.0,7.5,4,0.004428571428571429,0.0026506211180124225,0.0035571428571428594,-0.0049,0.0020797297297297295,-0.0068000000000000005
8.0,4.0,8.0,4,0.0037999999999999996,0.0019500000000000006,0.00375,-0.0048000000000000004,0.0028499999999999997,-0.0067
8.5,4.0,8.5,4,0.0050091836734693865,0.001256521739130435,-0.0038871987951807213,-0.0048000000000000004,0.002602941176470588,-0.006633333333333333
9.0,4.0,9.0,4,0.0068000000000000005,0.0008500000000000003,-0.011949999999999999,-0.0048000000000000004,0.0020499999999999997,-0.0066
9.5,4.0,9.5,4,0.008040816326530613,0.0012775000000000002,-0.012612801204819276,-0.004521428571428572,0.0005970588235294115,-0.0068625000000000005
10.0,4.0,10.0,4,0.008700000000000001,0.00175,-0.01285,-0.004200000000000001,-0.0005500000000000001,-0.0072
10.5,4.0,10.5,4,0.008249999999999999,0.0018224999999999997,-0.006948041044776119,-0.004149404761904762,0.0006999999999999992,-0.0073124999999999996
11.0,4.0,11.0,4,0.0078,0.0018500000000000003,0.0022499999999999985,-0.0040999999999999995,0.0019499999999999995,-0.0074
11.5,4.0,11.5,4,0.007942857142857146,0.0017999999999999997,0.008237193937338103,-0.003891666666666667,0.001787671232876712,-0.007495
12.0,4.0,12.0,4,0.0083,0.00175,0.01395,-0.0036000000000000003,0.0013499999999999996,-0.007600000000000001
12.5,4.0,12.5,4,0.00990714285714286,0.0018500000000000012,0.020953271349862256,-0.00335,-0.0021376712328767117,-0.0077800000000000005
13.0,4.0,13.0,4,0.0113,0.0019500000000000006,0.026449999999999998,-0.0031000000000000003,-0.005349999999999999,-0.0079
13.5,4.0,13.5,4,0.011175,0.0018687500000000008,0.029207575757575755,-0.0028500000000000005,-0.0035187499999999993,-0.0078875
14.0,4.0,14.0,4,0.010300000000000002,0.0016500000000000006,0.03045,-0.0026000000000000003,0.00185,-0.0078
-5.0,5.0,-5.0,5,0.004000000000000002,0.01855,0.02145,-0.0095,0.00915,-0.0097
-4.5,5.0,-4.5,5,0.004410000000000001,0.019825000000000002,0.01948185975609756,-0.00947,0.008033277027027027,-0.009600000000000001
-4.0,5.0,-4.0,5,0.004700000000000001,0.02025,0.01825,-0.0094,0.00705,-0.0095
-3.5,5.0,-3.5,5,0.004859642857142859,0.01963974358974359,0.01774814024390244,-0.009222857142857142,0.00625,-0.009405
-3.0,5.0,-3.0,5,0.005000000000000001,0.01855,0.01735,-0.009,0.00545,-0.0093
-2.5,5.0,-2.5,5,0.0052000000000000015,0.017433229383229384,0.016783194444444444,-0.008825892857142857,0.004382972972972974,-0.00913875
-2.0,5.0,-2.0,5,0.0054,0.01635,0.016249999999999997,-0.0087,0.00335,-0.009
-1.5,5.0,-1.5,5,0.005562857142857144,0.015517652027027028,0.015880555555555554,-0.008647916666666667,0.002545000000000001,-0.00893125
-1.0,5.0,-1.0,5,0.0057,0.01485,0.015549999999999998,-0.0086,0.0019500000000000003,-0.0089
-0.5,5.0,-0.5,5,0.005805000000000001,0.014259375000000001,0.015238499999999999,-0.008483333333333332,0.00162,-0.0089
0.0,5.0,0.0,5,0.005900000000000001,0.01395,0.014849999999999999,-0.0084,0.0013500000000000005,-0.0089
0.5,5.0,0.5,5,0.006008333333333334,0.014100000000000001,0.014020874999999999,-0.008499999999999999,0.0010124999999999995,-0.0089375
1.0,5.0,1.0,5,0.006100000000000001,0.01425,0.013049999999999999,-0.0086,0.0007499999999999989,-0.009
1.5,5.0,1.5,5,0.0061666666666666675,0.014080357142857143,0.01236701388888889,-0.008516666666666665,0.0006125000000000002,-0.0090625
2.0,5.0,2.0,5,0.006200000000000001,0.01375,0.011649999999999997,-0.0084,0.0005500000000000001,-0.0091
2.5,5.0,2.5,5,0.006150000000000001,0.013219642857142857,0.010604715762273901,-0.008333333333333333,0.0008125000000000007,-0.009049999999999999
3.0,5.0,3.0,5,0.006100000000000001,0.01285,0.00945,-0.0083,0.0012499999999999994,-0.009
3.5,5.0,3.5,5,0.006100000000000001,0.0134,0.008426707848837211,-0.00845,0.0015805555555555555,-0.0091
4.0,5.0,4.0,5,0.006100000000000001,0.01395,0.007349999999999999,-0.0086,0.0019500000000000003,-0.0092
4.5,5.0,4.5,5,0.006037500000000001,0.013628571428571429,0.005935175304878051,-0.008571428571428572,0.0024831944444444446,-0.009166666666666667
5.0,5.0,5.0,5,0.005900000000000001,0.01295,0.004649999999999998,-0.008499999999999999,0.00305,-0.0091
5.5,5.0,5.5,5,0.005662499999999999,0.011567724867724869,0.003719512195121951,-0.008253571428571428,0.0034766346153846154,-0.009
6.0,5.0,6.0,5,0.005300000000000001,0.010450000000000001,0.0032499999999999994,-0.007899999999999999,0.00395,-0.0089
6.5,5.0,6.5,5,0.004771428571428572,0.010346560846560847,0.0038928571428571423,-0.007575,0.0047173856548856545,-0.00885
7.0,5.0,7.0,5,0.004100000000000001,0.01025,0.004750000000000001,-0.007299999999999999,0.00565,-0.0088
7.5,5.0,7.5,5,0.0031285714285714285,0.009750621118012424,0.005157142857142857,-0.0071,0.006879729729729729,-0.0087
8.0,5.0,8.0,5,0.0025000000000000005,0.00905,0.005350000000000001,-0.006999999999999999,0.00765,-0.0086
8.5,5.0,8.5,5,0.0037091836734693875,0.008356521739130434,-0.0022871987951807223,-0.006999999999999999,0.007402941176470588,-0.008533333333333334
9.0,5.0,9.0,5,0.0055,0.00795,-0.01035,-0.006999999999999999,0.00685,-0.0085
9.5,5.0,9.5,5,0.0067408163265306135,0.0083775,-0.011012801204819277,-0.006721428571428571,0.005397058823529411,-0.0087625
10.0,5.0,10.0,5,0.0074,0.00885,-0.011250000000000001,-0.0063999999999999994,0.00425,-0.0091
10.5,5.0,10.5,5,0.00695,0.0089225,-0.00534804104477612,-0.006349404761904763,0.0055,-0.0092125
11.0,5.0,11.0,5,0.006500000000000001,0.00895,0.0038499999999999993,-0.0063,0.00675,-0.0093
11.5,5.0,11.5,5,0.006642857142857145,0.0089,0.0098371939373381,-0.006091666666666667,0.0065876712328767125,-0.009395
12.0,5.0,12.0,5,0.007000000000000001,0.00885,0.015549999999999998,-0.0058,0.00615,-0.0095
12.5,5.0,12.5,5,0.008607142857142857,0.008950000000000001,0.022553271349862253,-0.005549999999999999,0.0026623287671232883,-0.00968
13.0,5.0,13.0,5,0.01,0.00905,0.028050000000000002,-0.005299999999999999,-0.0005500000000000001,-0.0098
13.5,5.0,13.5,5,0.009875,0.008968750000000001,0.030807575757575752,-0.005050000000000001,0.0012812499999999994,-0.0097875
14.0,5.0,14.0,5,0.009000000000000003,0.00875,0.032049999999999995,-0.0048000000000000004,0.00665,-0.0097
-5.0,6.0,-5.0,6,0.0019000000000000006,0.03555,0.02295,-0.0146,0.01765,-0.0145
-4.5,6.0,-4.5,6,0.0023100000000000013,0.036825000000000004,0.02098185975609756,-0.01457,0.016533277027027025,-0.0144
-4.0,6.0,-4.0,6,0.0026,0.037250000000000005,0.01975,-0.0145,0.01555,-0.0143
-3.5,6.0,-3.5,6,0.002759642857142858,0.03663974358974359,0.01924814024390244,-0.014322857142857142,0.014750000000000001,-0.014205
-3.0,6.0,-3.0,6,0.0029000000000000015,0.03555,0.018850000000000002,-0.0141,0.01395,-0.0141
-2.5,6.0,-2.5,6,0.0031000000000000003,0.03443322938322939,0.018283194444444446,-0.013925892857142857,0.012882972972972973,-0.01393875
-2.0,6.0,-2.0,6,0.003299999999999999,0.033350000000000005,0.01775,-0.0138,0.01185,-0.0138
-1.5,6.0,-1.5,6,0.0034628571428571443,0.03251765202702703,0.017380555555555555,-0.013747916666666667,0.011045000000000001,-0.01373125
-1.0,6.0,-1.0,6,0.0036000000000000008,0.03185,0.01705,-0.0137,0.010450000000000001,-0.0137
-0.5,6.0,-0.5,6,0.0037050000000000017,0.031259375,0.0167385,-0.013583333333333333,0.01012,-0.0137
