AoA_FINAL,AoS,AoS_round,V_FINAL,AoA_round,V_round,dE,dR,CL_FINAL,CD_FINAL,CYaw_FINAL,CMroll_FINAL,CMpitch_FINAL,CMyaw_FINAL,CFt_FINAL
5.826659113537325,0.0,0.0,39.67937841262753,5.0,40.0,0.0,0.0,0.7576821755109845,0.06969798068039364,0.0022074999447579797,-0.003051352667154985,-0.18266665756111772,-0.004407855880126548,0.0029991837683273222
7.942613817234877,0.0,0.0,39.74111385889542,7.0,40.0,0.0,0.0,0.970495731942042,-0.006493842568461931,-0.0011651291628914072,-0.005998234429210442,-0.31764575644087945,-0.0037181980456739675,0.048654486762580024
7.948613817234877,0.0,0.0,39.69617711165055,7.0,40.0,0.0,0.0,0.9434076174808841,0.08696175491603035,0.004892225279428327,-0.004653643615454996,-0.2778850380642389,-0.005039862433420935,0.0029667230384913005
9.000591169083654,0.0,0.0,39.755664812541646,8.0,40.0,0.0,0.0,1.0499907825672443,0.0051820968914848735,-0.0006141153867321191,-0.0064765093407627644,-0.3653714100580313,-0.00401093130272956,0.04859907515517329
8.998591169083655,0.0,0.0,39.68971171099563,8.0,40.0,0.0,0.0,1.0178653519427407,0.09726100476249758,0.0063867123086687495,-0.005263703204727207,-0.32237915626404196,-0.0056420737416779535,0.0029792111715769747
8.995591169083655,0.0,0.0,39.70621689977455,8.0,40.0,0.0,0.0,1.030500306757238,0.06439841760925226,0.005283346154800451,-0.006328044175527613,-0.3362034326091268,-0.005321501460628819,0.01980641404112002
3.0735786894993593,4.0,4.0,19.8752078211275,2.5,20.0,0.0,0.0,0.4926930651471066,0.04255043372204809,0.10268426570549505,-0.039445775439998255,-0.09320761125689928,-0.02720761425826295,0.019640956263214708
3.068871840120558,3.995,4.0,39.64251073997611,2.5,40.0,0.0,0.0,0.501216591122813,0.028672792551387924,0.09609688527585282,-0.0328946916236999,-0.10928019193877575,-0.02471474560777868,0.019951239967662605
3.068871840120558,3.995,4.0,39.699331117440565,2.5,40.0,0.0,0.0,0.5003854968145164,0.02975423635676235,0.09724317453154274,-0.034371239102143326,-0.11121860630367825,-0.02447930307132352,0.019817427766815023
3.0905362274192623,7.995,8.0,19.850088927252024,2.5,20.0,0.0,0.0,0.5196086325743778,0.056528893714219305,0.16679580693352,-0.06537882361881991,-0.15022954680986772,-0.04507464026081522,0.019747245461343186
3.085414011906403,8.0,8.0,39.687636581799424,2.5,40.0,0.0,0.0,0.5265999605823828,0.043445262224116446,0.16105297296321766,-0.06148527269972088,-0.1545843741334854,-0.04279345130747437,0.019798545178136444
