15.000,418.117,1012.164,14.800,1.225,979.941,40.006,451971.952,0.000,0.000,0.000,0.000,2.507,-0.005,123.085,0.000,0.309,16.514,23.151,0.000,33.366,123.081,146.132,0.295,17.566,24.142,2.352,33.321,23.000,2.000,2026.000,13.000,12.000,12.000
15.000,418.091,1012.165,14.800,1.225,979.880,40.005,451958.013,0.000,0.000,0.000,0.000,2.507,-0.005,123.029,0.000,0.248,20.195,23.162,0.000,34.392,122.972,146.287,0.306,19.688,24.175,1.423,33.625,23.000,2.000,2026.000,13.000,12.000,13.000
15.000,418.104,1012.168,14.800,1.225,979.911,40.006,451965.764,0.000,0.000,0.000,0.000,2.507,-0.005,123.070,0.000,0.201,19.077,23.176,0.000,34.297,123.016,147.954,0.313,18.821,24.179,1.039,33.394,23.000,2.000,2026.000,13.000,12.000,13.000
15.000,418.081,1012.168,14.800,1.225,979.856,40.005,451953.236,0.000,0.000,0.000,0.000,2.507,-0.005,122.999,0.000,0.207,16.868,23.181,0.000,34.322,123.122,148.540,0.351,18.575,24.180,2.110,34.213,23.000,2.000,2026.000,13.000,12.000,14.000
15.000,418.070,1012.170,14.800,1.225,979.830,40.004,451947.691,0.000,0.000,0.000,0.000,2.507,-0.005,123.053,0.000,0.341,21.427,23.195,0.000,34.714,123.059,144.346,0.233,17.010,24.215,0.874,33.075,23.000,2.000,2026.000,13.000,12.000,14.000
15.000,418.017,1012.170,14.800,1.225,979.705,40.001,451918.822,0.000,0.000,0.000,0.000,2.507,-0.005,122.955,0.000,0.341,16.628,23.218,0.000,33.489,122.970,146.034,0.319,19.960,24.209,0.188,33.982,23.000,2.000,2026.000,13.000,12.000,15.000
15.000,417.941,1012.167,14.800,1.225,979.526,39.998,451876.751,0.000,0.000,0.000,0.000,2.507,-0.005,123.022,0.000,0.341,20.271,23.218,0.000,34.276,123.000,147.472,0.335,22.491,24.246,0.241,33.853,23.000,2.000,2026.000,13.000,12.000,15.000
15.000,417.938,1012.164,14.800,1.225,979.518,39.998,451874.447,0.000,0.000,0.000,0.000,2.507,-0.005,123.121,0.000,0.338,18.062,23.252,0.000,34.199,123.119,148.419,0.323,17.386,24.252,0.154,33.349,23.000,2.000,2026.000,13.000,12.000,16.000
15.000,417.888,1012.162,14.800,1.225,979.400,39.995,451846.761,0.000,0.000,0.000,0.000,2.507,-0.005,123.003,0.000,0.340,16.006,23.264,0.000,33.755,123.026,148.827,0.311,16.835,24.272,0.455,33.702,23.000,2.000,2026.000,13.000,12.000,16.000
15.000,417.924,1012.160,14.800,1.225,979.485,39.997,451865.927,0.000,0.000,0.000,0.000,2.507,-0.005,122.991,0.000,0.379,19.186,23.277,0.000,34.238,122.998,148.618,0.335,17.675,24.276,0.186,33.352,23.000,2.000,2026.000,13.000,12.000,17.000
15.000,417.936,1012.157,14.800,1.225,979.514,39.998,451871.795,0.000,0.000,0.000,0.000,2.507,-0.005,123.013,0.000,0.349,15.679,23.295,0.000,33.209,123.038,149.442,0.291,21.198,24.313,0.823,34.259,23.000,2.000,2026.000,13.000,12.000,17.000
15.000,418.066,1012.151,14.800,1.225,979.821,40.004,451941.271,0.000,0.000,0.000,0.000,2.507,-0.005,123.108,0.000,0.285,19.840,23.310,0.000,34.829,123.105,148.957,0.312,17.615,24.296,0.180,32.827,23.000,2.000,2026.000,13.000,12.000,18.000
15.000,418.114,1012.146,14.800,1.225,979.934,40.007,451966.299,0.000,0.000,0.000,0.000,2.507,-0.005,123.068,0.000,0.306,14.850,23.320,0.000,33.436,123.067,148.947,0.255,17.294,24.319,0.289,33.972,23.000,2.000,2026.000,13.000,12.000,18.000
15.000,418.159,1012.142,14.800,1.225,980.040,40.009,451989.915,0.000,0.000,0.000,0.000,2.507,-0.005,122.955,0.000,0.327,19.104,23.341,0.000,34.262,122.956,149.443,0.282,16.481,24.323,0.236,33.839,23.000,2.000,2026.000,13.000,12.000,19.000
15.000,418.176,1012.137,14.800,1.225,980.081,40.010,451998.057,0.000,0.000,0.000,0.000,2.507,-0.005,123.013,0.000,0.332,17.146,23.357,0.000,33.790,123.014,148.971,0.315,16.901,24.334,0.170,33.166,23.000,2.000,2026.000,13.000,12.000,19.000
15.000,418.198,1012.133,14.800,1.224,980.133,40.011,452009.145,0.000,0.000,0.000,0.000,2.507,-0.005,123.085,0.000,0.407,17.932,23.339,0.000,33.748,123.083,149.798,0.367,20.451,24.365,0.236,33.776,23.000,2.000,2026.000,13.000,12.000,20.000
15.000,418.140,1012.128,14.800,1.224,979.996,40.008,451976.441,0.000,0.000,0.000,0.000,2.507,-0.005,123.041,0.000,0.301,18.390,23.376,0.000,34.094,123.044,149.809,0.288,18.750,24.377,0.289,32.914,23.000,2.000,2026.000,13.000,12.000,20.000
15.000,418.108,1012.125,14.800,1.224,979.920,40.007,451958.342,0.000,0.000,0.000,0.000,2.507,-0.005,123.061,0.000,0.198,15.401,23.401,0.000,33.846,122.936,150.724,0.323,19.448,24.361,2.047,34.273,23.000,2.000,2026.000,13.000,12.000,21.000
15.000,418.133,1012.121,14.800,1.224,979.979,40.008,451971.065,0.000,0.000,0.000,0.000,2.507,-0.005,122.939,0.000,0.206,18.630,23.402,0.000,34.063,123.043,148.134,0.286,16.694,24.399,1.594,32.950,23.000,2.000,2026.000,13.000,12.000,21.000
15.000,418.155,1012.123,14.800,1.224,980.031,40.009,451983.494,0.000,0.000,0.000,0.000,2.507,-0.005,123.085,0.000,0.207,17.926,23.448,0.000,33.761,123.073,148.468,0.257,19.682,24.412,0.575,33.867,23.000,2.000,2026.000,13.000,12.000,22.000
15.000,418.180,1012.120,14.800,1.224,980.090,40.010,451996.439,0.000,0.000,0.000,0.000,2.507,-0.005,122.936,0.000,0.314,16.841,23.442,0.000,33.349,122.994,148.390,0.182,18.722,24.437,0.811,33.723,23.000,2.000,2026.000,13.000,12.000,22.000
15.000,418.169,1012.114,14.800,1.224,980.064,40.010,451989.109,0.000,0.000,0.000,0.000,2.507,-0.005,122.994,0.000,0.289,18.668,23.461,0.000,34.763,123.059,149.668,0.191,19.917,24.452,2.385,34.129,23.000,2.000,2026.000,13.000,12.000,23.000
15.000,418.145,1012.110,14.800,1.224,980.007,40.009,451975.145,0.000,0.000,0.000,0.000,2.507,-0.005,123.109,0.000,0.287,16.116,23.475,0.000,33.461,122.963,150.566,0.300,15.810,24.453,2.512,33.037,23.000,2.000,2026.000,13.000,12.000,23.000
15.000,418.123,1012.114,14.800,1.224,979.955,40.008,451964.056,0.000,0.000,0.000,0.000,2.507,-0.005,123.014,0.000,0.324,19.235,23.470,0.000,34.367,123.054,147.005,0.261,15.832,24.469,2.706,33.173,23.000,2.000,2026.000,13.000,12.000,24.000
15.000,418.140,1012.118,14.800,1.224,979.996,40.008,451974.208,0.000,0.000,0.000,0.000,2.507,-0.005,122.968,0.000,0.373,18.052,23.494,0.000,33.618,123.083,150.402,0.341,21.526,24.502,3.244,33.832,23.000,2.000,2026.000,13.000,12.000,24.000
15.000,418.098,1012.119,14.800,1.224,979.896,40.006,451951.556,0.000,0.000,0.000,0.000,2.507,-0.005,123.001,0.000,0.280,16.383,23.531,0.000,33.733,123.044,153.515,0.288,18.673,24.497,2.856,33.279,23.000,2.000,2026.000,13.000,12.000,25.000
15.000,418.059,1012.126,14.800,1.224,979.804,40.004,451931.876,0.000,0.000,0.000,0.000,2.507,-0.005,123.085,0.000,0.313,18.248,23.509,0.000,34.238,122.996,151.060,0.325,16.606,24.514,3.047,33.642,23.000,2.000,2026.000,13.000,12.000,25.000
15.000,418.036,1012.129,14.800,1.224,979.750,40.003,451920.018,0.000,0.000,0.000,0.000,2.507,-0.005,122.981,0.000,0.248,18.292,23.539,0.000,33.642,123.043,148.440,0.302,17.664,24.498,1.495,33.387,23.000,2.000,2026.000,13.000,12.000,26.000
15.000,417.972,1012.132,14.800,1.224,979.599,40.000,451885.825,0.000,0.000,0.000,0.000,2.507,-0.005,123.030,0.000,0.194,19.448,23.556,0.000,33.566,123.106,148.352,0.269,21.340,24.526,0.865,34.147,23.000,2.000,2026.000,13.000,12.000,26.000
15.000,417.943,1012.140,14.800,1.225,979.530,39.998,451871.813,0.000,0.000,0.000,0.000,2.507,-0.005,123.069,0.000,0.375,20.135,23.590,0.000,34.696,123.060,150.360,0.319,18.575,24.561,0.450,32.981,23.000,2.000,2026.000,13.000,12.000,27.000
