AoA,AoS,V,dE,dR,CL,CD,CYaw,CMroll,CMpitch,CMyaw,CD_modeloff,CYaw_modeloff,CL_modeloff,CMroll_modeloff,CMpitch_modeloff,CMyaw_modeloff,modeloff_correction_found,CD_uncorrected,CYaw_uncorrected,CL_uncorrected,CMroll_uncorrected,CMpitch_uncorrected,CMyaw_uncorrected,V_round,AoA_round,AoS_round,CL2,fit_used,CD0_fit,k_fit,R2_fit,CD_fit_pred,CDi_fit
7.0,-7.995,19.985396374927387,0,10,0.9611927910864068,0.0921968713734139,0.0201224972489119,-0.004680092371568601,-0.3041726201097364,-0.0167485819146514,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1063968713734139,-0.041827502751088,0.9667427910864068,0.0128199076284314,-0.3086226201097364,0.0056514180853486,20.0,7.0,-8.0,0.9238915816364768,True,0.053203526395449494,0.059399121624912725,0.845541340558374,0.10808187482130756,0.054878348425858064
8.0,-7.995,19.992793635744224,0,10,1.043666900594456,0.1021133964467018,0.0217740697038249,-0.004832488405460101,-0.35490853561258917,-0.016095797598373,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1147133964467018,-0.0413759302961751,1.0498169005944562,0.0129675115945399,-0.3573585356125892,0.006504202401627,20.0,8.0,-8.0,1.0892405993964382,True,0.053203526395449494,0.059399121624912725,0.845541340558374,0.11790346123779137,0.06469993484234188
10.0,-7.995,19.987951372652308,0,10,1.162032304873101,0.13104261137750822,0.030948741542556606,-0.0096119567891627,-0.4800085019356329,-0.01671052962938,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.1485426113775082,-0.0324012584574433,1.1515823048731009,0.0087880432108373,-0.4858585019356328,0.0053894703706199,20.0,10.0,-8.0,1.3503190775686915,True,0.053203526395449494,0.059399121624912725,0.845541340558374,0.13341129351639217,0.08020776712094267
12.0,-7.995,19.98980083791777,0,10,1.2111953807866935,0.1672302534127011,0.0389740053880023,-0.0159199768278674,-0.591249058733736,-0.0180289801693297,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.1843302534127011,-0.0243759946119976,1.2275453807866936,0.0030800231721326,-0.595199058733736,0.0036710198306703,20.0,12.0,-8.0,1.4669942504390237,True,0.053203526395449494,0.059399121624912725,0.845541340558374,0.14034169630032473,0.08713816990487525
0.002,-8.0,20.001530488050346,0,20,0.2240470735895505,0.0683254637046695,0.034738427746291003,-0.0095773010495762,-0.0499359911587217,-0.026465767656603002,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0843254637046695,-0.0235115722537089,0.2396970735895505,0.0068226989504238,-0.0586859911587216,-0.004165767656603,20.0,0.0,-8.0,0.05019709118404146,True,0.0570531863917007,0.060710850511868766,0.840558694213532,0.06010069449070569,0.003047508099004987
0.005,-8.0,20.014502209592305,0,20,0.2255738819078757,0.0683193489240396,0.033818323142755596,-0.009770602653024901,-0.050845716105882205,-0.0259631116171985,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0843193489240396,-0.0244316768572443,0.2412238819078757,0.0066293973469751,-0.0595957161058821,-0.0036631116171985,20.0,0.0,-8.0,0.05088357619898825,True,0.0570531863917007,0.060710850511868766,0.840558694213532,0.060142371579826756,0.003089185188126059
2.493,-8.0,19.99429259783081,0,20,0.5015600534417974,0.0726391812539869,0.0358717536780811,-0.009491399475407902,-0.1374563590802323,-0.0259726340251054,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.0888891812539869,-0.023108603464776,0.5129647692040713,0.0069752671912587,-0.1467438590802322,-0.0038226340251054,20.0,2.5,-8.0,0.2515624872085387,True,0.0570531863917007,0.060710850511868766,0.840558694213532,0.0723257589470122,0.015272572555311491
4.999,-8.0,19.98537922993973,0,20,0.7631111486931579,0.0828145802600351,0.037962458174223,-0.0093152309328393,-0.2029958202861292,-0.0261041454472457,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.0988145802600351,-0.021287541825777,0.7685611486931578,0.0069847690671607,-0.2100458202861291,-0.0040041454472458,20.0,5.0,-8.0,0.582338625259791,True,0.0570531863917007,0.060710850511868766,0.840558694213532,0.09240745961713503,0.035354273225434336
7.0,-8.0,19.98608443637696,0,20,0.9525612913793895,0.09556102740869829,0.0397067904278433,-0.008928763552925701,-0.2800943107873482,-0.0256594530698505,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1097610274086983,-0.0222432095721566,0.9581112913793896,0.0085712364470743,-0.2845443107873482,-0.0032594530698505,20.0,7.0,-8.0,0.9073730138343702,True,0.0570531863917007,0.060710850511868766,0.840558694213532,0.11214057379310298,0.05508738740140228
8.0,-8.0,19.99477108872584,0,20,1.0340435475330516,0.1055091055299183,0.043923906836142,-0.0093922161068802,-0.33206750265319007,-0.0263994074099628,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1181091055299183,-0.019226093163858,1.0401935475330517,0.0084077838931198,-0.3345175026531901,-0.0037994074099628,20.0,8.0,-8.0,1.0692460581947383,True,0.0570531863917007,0.060710850511868766,0.840558694213532,0.12196802399116638,0.06491483759946569
10.0,-8.0,19.985575496863916,0,20,1.142072318071454,0.13523365074373972,0.057358476586862404,-0.015619988892582499,-0.4612916516189757,-0.0286996634215329,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.1527336507437397,-0.0059915234131375,1.131622318071454,0.0027800111074175,-0.4671416516189756,-0.006599663421533,20.0,10.0,-8.0,1.3043291797051044,True,0.0570531863917007,0.060710850511868766,0.840558694213532,0.1362401202390457,0.079186933847345
12.0,-8.0,19.990447460857187,0,20,1.1979112024028162,0.1710953704189043,0.06263123756113721,-0.0213954297635293,-0.5764761384573511,-0.0293584502278155,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.1881953704189043,-0.0007187624388627,1.2142612024028163,-0.0023954297635293,-0.5804261384573511,-0.0076584502278155,20.0,12.0,-8.0,1.434991248842161,True,0.0570531863917007,0.060710850511868766,0.840558694213532,0.144172725585997,0.08711953919429631
0.002,-8.0,19.99837240381898,10,-20,0.335396872560487,0.0846831273875982,-0.08718815069960649,0.013449601431502898,-0.36995705664887146,0.026095421441912597,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.1006831273875982,-0.1454381506996064,0.351046872560487,0.0298496014315029,-0.3787070566488714,0.0483954214419126,20.0,0.0,-8.0,0.11249106212335556,True,0.06988290113571058,0.059664879740837284,0.854164962937417,0.07659466682921964,0.006711765693509066
0.005,-8.0,20.011621138648664,10,-20,0.3342394032599327,0.0847914665731517,-0.08718398417174979,0.013094825927266799,-0.36802720811323886,0.026064104695157,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.1007914665731517,-0.1454339841717497,0.3498894032599327,0.0294948259272668,-0.3767772081132388,0.048364104695157,20.0,0.0,-8.0,0.11171597869155589,True,0.06988290113571058,0.059664879740837284,0.854164962937417,0.0765484215694722,0.006665520433761622
2.493,-8.0,19.99467512367308,10,-20,0.6060234325643112,0.0910712766907866,-0.0781558941951046,0.011805394330976798,-0.44295722594372383,0.024993524425442597,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.1073212766907866,-0.1371362513379617,0.6174281483265851,0.0282720609976434,-0.4522447259437237,0.0471435244254426,20.0,2.5,-8.0,0.36726440081703027,True,0.06988290113571058,0.059664879740837284,0.854164962937417,0.09179568744354935,0.021912786307838772
5.0,-8.0,19.985428956521847,10,-20,0.8708981260517495,0.1042024411366563,-0.06721434614179769,0.0102632908041916,-0.528472068902135,0.022310627541801898,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.1202024411366563,-0.1264643461417977,0.8763481260517495,0.0265632908041916,-0.5355220689021349,0.0444106275418018,20.0,5.0,-8.0,0.7584635459604491,True,0.06988290113571058,0.059664879740837284,0.854164962937417,0.11513653739324978,0.045253636257539205
7.0,-8.0,19.979879219980287,10,-20,1.0664492076978616,0.1209159027776031,-0.07068577027290371,0.011576682945168799,-0.6325735944532245,0.0260978279697013,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1351159027776031,-0.1326357702729036,1.0719992076978615,0.0290766829451688,-0.6370235944532244,0.0484978279697013,20.0,7.0,-8.0,1.1373139125993967,True,0.06988290113571058,0.059664879740837284,0.854164962937417,0.13774059895853472,0.06785769782282414
8.0,-8.0,19.99467512367308,10,-20,1.1483358917955369,0.1317668158780085,-0.06891374673202501,0.0119755766746527,-0.6839180704046787,0.026640538312979,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1443668158780085,-0.132063746732025,1.154485891795537,0.0297755766746527,-0.6863680704046786,0.049240538312979,20.0,8.0,-8.0,1.318675320385851,True,0.06988290113571058,0.059664879740837284,0.854164962937417,0.14856150554374245,0.07867860440803187
10.0,-8.0,19.991645791324988,10,-20,1.2388916332004727,0.16121539899423892,-0.04669711341748499,0.0041178268618553004,-0.7642431319190602,0.020488347434821596,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.1787153989942389,-0.1100471134174849,1.2284416332004726,0.0225178268618553,-0.7700931319190601,0.0425883474348215,20.0,10.0,-8.0,1.5348524788141344,True,0.06988290113571058,0.059664879740837284,0.854164962937417,0.16145968970408192,0.09157678856837134
12.0,-8.0,19.990818798848515,10,-20,1.287459402877236,0.1979712028229474,-0.0351076645979702,-0.0030019180689901982,-0.8567831184920112,0.017475123297245296,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.2150712028229474,-0.0984576645979701,1.303809402877236,0.0159980819310098,-0.8607331184920112,0.0391751232972453,20.0,12.0,-8.0,1.6575517140570089,True,0.06988290113571058,0.059664879740837284,0.854164962937417,0.16878052481914074,0.09889762368343015
0.002,-7.995,19.997155339250007,10,-10,0.3349430654961963,0.0754067666778578,-0.0649319530855118,0.009153117963335497,-0.39589895041283235,0.0160085477742486,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0914067666778578,-0.1231819530855117,0.3505930654961963,0.0255531179633355,-0.4046489504128323,0.0383085477742486,20.0,0.0,-8.0,0.11218685712398924,True,0.06049807757090842,0.06088341042943869,0.8544491004860736,0.06732839603797705,0.006830318467068635
0.005,-7.995,20.019039831241976,10,-10,0.3356721651331372,0.0754437454839578,-0.0645297510549334,0.008807295008642097,-0.3952789694871396,0.015942803620081103,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0914437454839578,-0.1227797510549333,0.3513221651331372,0.0252072950086421,-0.4040289694871395,0.0382428036200811,20.0,0.0,-8.0,0.11267580244516812,True,0.06049807757090842,0.06088341042943869,0.8544491004860736,0.06735816469664395,0.006860087125735522
2.493,-7.995,19.987841984015635,10,-10,0.6083353307402287,0.0826659242878551,-0.05784034768239191,0.0083528883346712,-0.4736490688688117,0.015437859795085499,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.0989159242878551,-0.116820704825249,0.6197400465025026,0.0248195550013378,-0.4829365688688116,0.0375878597950855,20.0,2.5,-8.0,0.37007187462682345,True,0.06049807757090842,0.06088341042943869,0.8544491004860736,0.0830293154022051,0.02253123783129667
4.999,-7.995,19.98504713831826,10,-10,0.8670760248620444,0.0957829833307616,-0.04559412756838241,0.006698332381737202,-0.5371929165770541,0.011944722370348996,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.1117829833307616,-0.1048441275683824,0.8725260248620443,0.0229983323817372,-0.544242916577054,0.0340447223703489,20.0,5.0,-8.0,0.7518208328905646,True,0.06049807757090842,0.06088341042943869,0.8544491004860736,0.10627149390918711,0.04577341633827868
7.0,-7.995,19.98890359124992,10,-10,1.0633549229316381,0.11201189066637789,-0.046923142705153596,0.007859769134848298,-0.6427183709762732,0.014602807212905498,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1262118906663779,-0.1088731427051535,1.068904922931638,0.0253597691348483,-0.6471683709762731,0.0370028072129055,20.0,7.0,-8.0,1.13072369212295,True,0.06049807757090842,0.06088341042943869,0.8544491004860736,0.12934039220072027,0.06884231462981184
8.0,-7.995,19.9950706042524,10,-10,1.1442153339162555,0.12316010449204601,-0.0442373303475606,0.007713559549074399,-0.696062654438907,0.014796337032708901,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.135760104492046,-0.1073873303475606,1.1503653339162556,0.0255135595490744,-0.698512654438907,0.0373963370327089,20.0,8.0,-8.0,1.3092287303690882,True,0.06049807757090842,0.06088341042943869,0.8544491004860736,0.14020838770798255,0.07971031013707412
10.0,-7.995,19.991729564992664,10,-10,1.2394450970307336,0.15325048778906297,-0.02550817340694099,0.0001609766641223996,-0.7773798205038518,0.010278899269812198,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.170750487789063,-0.0888581734069409,1.2289950970307335,0.0185609766641224,-0.7832298205038517,0.0323788992698121,20.0,10.0,-8.0,1.5362241485535246,True,0.06049807757090842,0.06088341042943869,0.8544491004860736,0.15402864291890767,0.09353056534799924
12.0,-7.995,19.9951021250338,10,-10,1.285450648728936,0.1909437026384408,-0.0138062807120473,-0.0068213166346029995,-0.8691846841659242,0.0071490667451048,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.2080437026384408,-0.0771562807120472,1.3018006487289362,0.012178683365397,-0.8731346841659242,0.0288490667451048,20.0,12.0,-8.0,1.6523833703176427,True,0.06049807757090842,0.06088341042943869,0.8544491004860736,0.16110081249273664,0.10060273492182822
0.002,-8.0,19.998568661656297,10,0,0.330843535355006,0.0710640705878574,-0.03351580888032141,0.0034945147007264983,-0.3965659786961885,0.0023816190082202003,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0870640705878574,-0.0917658088803213,0.346493535355006,0.0198945147007265,-0.4053159786961884,0.0246816190082202,20.0,0.0,-8.0,0.1094574448861991,True,0.05630826352672463,0.06120030883357204,0.8556367909913601,0.06300709295789371,0.006698829431169075
0.005,-8.0,20.0207556351313,10,0,0.3320663354988412,0.071110752226043,-0.033476605662241296,0.0032320653063762986,-0.3951088981318396,0.0024233380443620008,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.087110752226043,-0.0917266056622412,0.3477163354988412,0.0196320653063763,-0.4038588981318395,0.024723338044362,20.0,0.0,-8.0,0.11026805117162895,True,0.05630826352672463,0.06120030883357204,0.8556367909913601,0.06305670231290444,0.006748438786179817
2.493,-8.0,19.98896908161509,10,0,0.6042707576027208,0.0783100996255517,-0.026991649744965707,0.0025687872325671976,-0.4749976124473058,0.0017497875787800994,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.0945600996255517,-0.0859720068878228,0.6156754733649946,0.0190354538992338,-0.4842851124473057,0.0238997875787801,20.0,2.5,-8.0,0.3651431484937661,True,0.05630826352672463,0.06120030883357204,0.8556367909913601,0.07865513698300597,0.022346873456281342
5.0,-8.0,19.98200268783839,10,0,0.8605915046269328,0.0913890335880251,-0.015647078883900406,0.0007682326765107023,-0.5296802698893928,-0.0016553822128927004,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.1073890335880251,-0.0748970788839004,0.8660415046269327,0.0170682326765107,-0.5367302698893927,0.0204446177871072,20.0,5.0,-8.0,0.7406177378360481,True,0.05630826352672463,0.06120030883357204,0.8556367909913601,0.10163429780991226,0.045326034283187634
7.0,-8.0,19.98630577292572,10,0,1.058940232562117,0.1076703710859601,-0.017512856148496105,0.001871201598535998,-0.6411113783763798,0.0011065132630014018,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1218703710859601,-0.079462856148496,1.0644902325621168,0.019371201598536,-0.6455613783763797,0.0235065132630014,20.0,7.0,-8.0,1.1213544161387101,True,0.05630826352672463,0.06120030883357204,0.8556367909913601,0.12493550010630355,0.06862723657957892
8.0,-8.0,19.99628850962159,10,0,1.1401021502853725,0.11923232495549291,-0.0160590695619586,0.0024189770211453,-0.6957967265731759,0.0018152263437300024,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1318323249554929,-0.0792090695619586,1.1462521502853726,0.0202189770211453,-0.6982467265731759,0.02441522634373,20.0,8.0,-8.0,1.29983291308533,True,0.05630826352672463,0.06120030883357204,0.8556367909913601,0.13585843923958846,0.07955017571286381
10.0,-8.0,19.995006014577445,10,0,1.2407568024764852,0.14872066409265572,0.0016507136983990034,-0.0049914324047229,-0.7771680020202272,-0.0023821907210492023,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.1662206640926557,-0.0616992863016009,1.2303068024764852,0.0134085675952771,-0.7830180020202271,0.0197178092789507,20.0,10.0,-8.0,1.5394774428916718,True,0.05630826352672463,0.06120030883357204,0.8556367909913601,0.1505247584740127,0.09421649494728808
12.0,-8.0,19.991412696483817,10,0,1.2832915571947907,0.1872698217583478,0.01141015818526741,-0.0116360446258643,-0.865373953814186,-0.004876188523758901,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.2043698217583478,-0.0519398418147325,1.2996415571947908,0.0073639553741357,-0.869323953814186,0.0168238114762411,20.0,12.0,-8.0,1.6468372207674309,True,0.05630826352672463,0.06120030883357204,0.8556367909913601,0.15709521003631285,0.10078694650958822
0.002,-8.005,19.998426614490327,10,10,0.3267517593484447,0.0682492581428692,0.015828362693876698,-0.006457520169828701,-0.3691007386246274,-0.018223399703828,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0842492581428692,-0.0424216373061232,0.3424017593484447,0.0099424798301713,-0.3778507386246273,0.004076600296172,20.0,0.0,-8.0,0.10676671223730391,True,0.0533749390002525,0.062018380126964354,0.859110853231524,0.05999643754469183,0.00662149854443933
0.005,-8.005,20.01853225949999,10,10,0.3288152418592466,0.068278911099306,0.015120041317142098,-0.006567354254350802,-0.36869028607274196,-0.0180192210328557,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.084278911099306,-0.0431299586828578,0.3444652418592466,0.0098326457456492,-0.3774402860727419,0.0042807789671443,20.0,0.0,-8.0,0.10811946327895483,True,0.0533749390002525,0.062018380126964354,0.859110853231524,0.06008033297301009,0.006705393972757584
2.493,-8.005,19.99075461199976,10,10,0.6027780422171337,0.0755590706998949,0.0184390273964257,-0.006491559817634203,-0.4586698102935557,-0.018007881986720098,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.0918090706998949,-0.0405413297464314,0.6141827579794076,0.0099751068490324,-0.4679573102935556,0.0041421180132799,20.0,2.5,-8.0,0.36334136817912066,True,0.0533749390002525,0.062018380126964354,0.859110853231524,0.07590878208783652,0.022533843087584014
5.0,-8.005,19.982142624945563,10,10,0.8606028141544989,0.0889647020449229,0.024106732390527394,-0.006919002879503998,-0.5191732647841478,-0.019507947525258702,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.1049647020449229,-0.0351432676094726,0.8660528141544989,0.009380997120496,-0.5262232647841477,0.0025920524747412,20.0,5.0,-8.0,0.740637203730643,True,0.0533749390002525,0.062018380126964354,0.859110853231524,0.09930805863739146,0.04593311963713896
7.0,-8.005,19.986172698974197,10,10,1.0575537849821488,0.1052843521216371,0.024252181237111703,-0.006660720864632801,-0.622897828754995,-0.0177161247526967,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1194843521216371,-0.0376978187628882,1.0631037849821487,0.0108392791353672,-0.627347828754995,0.0046838752473033,20.0,7.0,-8.0,1.118420008130069,True,0.0533749390002525,0.062018380126964354,0.859110853231524,0.12273753620606569,0.06936259720581318
8.0,-8.005,19.992663044470763,10,10,1.1395459566702548,0.11648473888114241,0.025164415726528798,-0.006089106908588099,-0.6760404467941267,-0.0170674320526134,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1290847388811424,-0.0379855842734712,1.145695956670255,0.0117108930914119,-0.6784904467941266,0.0055325679473866,20.0,8.0,-8.0,1.2985649873635263,True,0.0533749390002525,0.062018380126964354,0.859110853231524,0.13390983600613032,0.08053489700587783
10.0,-8.005,19.991638421186764,10,10,1.2334591155155181,0.1474549055904204,0.03626887369695331,-0.0116039429982028,-0.7642037850524686,-0.018459904320094603,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.1649549055904204,-0.0270811263030466,1.223009115515518,0.0067960570017972,-0.7700537850524685,0.0036400956799053,20.0,10.0,-8.0,1.5214213896483242,True,0.0533749390002525,0.062018380126964354,0.859110853231524,0.14773102907675661,0.09435609007650411
12.0,-8.005,19.98629758575306,10,10,1.2856400464010749,0.1852793533108729,0.042616057342555705,-0.0178665142612967,-0.8579249935390976,-0.0192009088662002,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.2023793533108729,-0.0207339426574442,1.301990046401075,0.0011334857387033,-0.8618749935390976,0.0024990911337998,20.0,12.0,-8.0,1.652870328910158,True,0.0533749390002525,0.062018380126964354,0.859110853231524,0.15588327935918328,0.10250834035893078
0.002,-8.0,19.99828559872737,10,20,0.3218826279915143,0.0712103219702742,0.031753469432013695,-0.009494144097188,-0.3481733565981265,-0.0248788293601974,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0872103219702742,-0.0264965305679862,0.3375326279915143,0.006905855902812,-0.3569233565981264,-0.0025788293601974,20.0,0.0,-8.0,0.10360842620272358,True,0.056999511447086204,0.0604029085545702,0.8563207533516151,0.06325776174049225,0.006258250293406048
0.005,-8.0,20.01569022505402,10,20,0.3228678877077255,0.0712983357374626,0.0316642722902217,-0.009644314550333502,-0.34775385367715306,-0.0248732365031333,0.016,-0.0582499999999999,0.01565,0.0164,-0.0087499999999999,0.0223,True,0.0872983357374626,-0.0265857277097782,0.3385178877077255,0.0067556854496665,-0.356503853677153,-0.0025732365031333,20.0,0.0,-8.0,0.10424367291284845,True,0.056999511447086204,0.0604029085545702,0.8563207533516151,0.06329613248943351,0.006296621042347311
2.493,-8.0,19.99156712868324,10,20,0.5979410400436079,0.0781781934983342,0.03413190343347999,-0.0096657277369863,-0.4350906828868613,-0.024600220935936598,0.01625,-0.0589803571428571,0.0114047157622739,0.0164666666666666,-0.0092874999999999,0.02215,True,0.0944281934983342,-0.0248484537093771,0.6093457558058818,0.0068009389296803,-0.4443781828868612,-0.0024502209359366,20.0,2.5,-8.0,0.35753348736843155,True,0.056999511447086204,0.0604029085545702,0.8563207533516151,0.07859557398979816,0.02159606254271195
5.0,-8.0,19.984207629718863,10,20,0.859382849896062,0.0912614793159744,0.036286478044691796,-0.0093944959959727,-0.503743045581341,-0.0247092280592874,0.016,-0.05925,0.00545,0.0163,-0.0070499999999999,0.0220999999999999,True,0.1072614793159744,-0.0229635219553082,0.8648328498960619,0.0069055040040273,-0.5107930455813409,-0.0026092280592875,20.0,5.0,-8.0,0.7385388826954773,True,0.056999511447086204,0.0604029085545702,0.8563207533516151,0.10160940804253557,0.044609896595449366
7.0,-8.0,19.9860722097813,10,20,1.05127106711164,0.1071416452040197,0.0409001680771844,-0.009699458150413301,-0.6001973193692818,-0.0251507441166542,0.0142,-0.0619499999999999,0.00555,0.0175,-0.00445,0.0224,True,0.1213416452040197,-0.0210498319228155,1.05682106711164,0.0078005418495867,-0.6046473193692817,-0.0027507441166542,20.0,7.0,-8.0,1.1051708565460465,True,0.056999511447086204,0.0604029085545702,0.8563207533516151,0.12375504563221307,0.06675553418512686
8.0,-8.0,19.994362886180664,10,20,1.1286758549552476,0.11859280323772409,0.0455576446968491,-0.0101485627019301,-0.6515318328583042,-0.025932327245219298,0.0126,-0.06315,0.00615,0.0178,-0.00245,0.0226,True,0.1311928032377241,-0.0175923553031509,1.1348258549552477,0.0076514372980699,-0.6539818328583041,-0.0033323272452193,20.0,8.0,-8.0,1.273909185558959,True,0.056999511447086204,0.0604029085545702,0.8563207533516151,0.133947331489231,0.0769478200421448
10.0,-8.0,19.98983440340467,10,20,1.2398320540543255,0.1466937353288127,0.05796690335035431,-0.0158271692547371,-0.7430586023518585,-0.0281592937519264,0.0175,-0.0633499999999999,-0.01045,0.0184,-0.0058499999999999,0.0220999999999999,True,0.1641937353288127,-0.0053830966496456,1.2293820540543254,0.0025728307452629,-0.7489086023518584,-0.0060592937519265,20.0,10.0,-8.0,1.5371835222605679,True,0.056999511447086204,0.0604029085545702,0.8563207533516151,0.1498498671737834,0.09285035572669721
12.0,-8.0,19.99192711586237,10,20,1.2781856400719362,0.1856178848291725,0.0649380384984313,-0.0223976286130967,-0.8403304160406855,-0.0293342823540879,0.0171,-0.0633499999999999,0.01635,0.019,-0.00395,0.0217,True,0.2027178848291725,0.0015880384984314,1.2945356400719363,-0.0033976286130967,-0.8442804160406855,-0.0076342823540879,20.0,12.0,-8.0,1.6337585304861053,True,0.056999511447086204,0.0604029085545702,0.8563207533516151,0.15568327856428743,0.09868376711720121
-5.002,-5.0,19.992476374403083,-20,0,-0.5211879619346841,0.09874478670706889,-0.027060140332664795,0.0058234685177979,0.6778342502374466,0.0014089945494700981,0.0072999999999999,-0.03155,0.02285,0.0093,0.0041499999999999,0.0159,True,0.1060447867070688,-0.0586101403326648,-0.4983379619346841,0.0151234685177979,0.6819842502374465,0.0173089945494701,20.0,-5.0,-5.0,0.2716368916656297,True,0.0677689982405795,0.07121659518204936,0.8092949115482174,0.08711405279084085,0.019345054550261347
-2.5,-5.0,20.002966505150532,-20,0,-0.2413700758614849,0.0842319042695541,-0.020209632155328804,0.0028271913668849995,0.5899673891139909,-0.00010094236414140076,0.0084999999999999,-0.0326667706167706,0.0181831944444444,0.0099741071428571,-0.000617027027027,0.01646125,True,0.092731904269554,-0.0528764027720994,-0.2231868814170405,0.0128012985097421,0.5893503620869639,0.0163603076358586,20.0,-2.5,-5.0,0.058259513521378974,True,0.0677689982405795,0.07121659518204936,0.8092949115482174,0.07191804243053468,0.004149044189955177
0.002,-5.0,20.01594804003117,-20,0,0.041794361386738504,0.0746232669539202,-0.0395868659373015,0.014273383176584602,0.5099926016797736,0.007002666086094501,0.0092,-0.03615,0.0162499999999999,0.0104,-0.00365,0.0167,True,0.0838232669539202,-0.0757368659373015,0.0580443613867384,0.0246733831765846,0.5063426016797735,0.0237026660860945,20.0,0.0,-5.0,0.0017467686437252984,True,0.0677689982405795,0.07121659518204936,0.8092949115482174,0.06789339715595638,0.00012439891537688197
-0.005,-5.0,20.00089296693339,-20,0,0.041243384422245594,0.076673771099423,-0.01313104918671,0.0009015087929152999,0.495764222232851,-0.0009856475672740984,0.0092,-0.03615,0.0162499999999999,0.0104,-0.00365,0.0167,True,0.085873771099423,-0.04928104918671,0.0574933844222455,0.0113015087929153,0.492114222232851,0.0157143524327259,20.0,-0.0,-5.0,0.0017010167586011306,True,0.0677689982405795,0.07121659518204936,0.8092949115482174,0.06789013886247468,0.00012114062189517848
