AoA,AoS,V,dE,dR,CL,CD,CYaw,CMroll,CMpitch,CMyaw,CD_modeloff,CYaw_modeloff,CL_modeloff,CMroll_modeloff,CMpitch_modeloff,CMyaw_modeloff,modeloff_correction_found,CD_uncorrected,CYaw_uncorrected,CL_uncorrected,CMroll_uncorrected,CMpitch_uncorrected,CMyaw_uncorrected
8.0,0.0,39.99024109545817,-20,0,0.8569207335470633,0.0844668653906565,0.0141462452198995,-0.0044137776767741,0.1984434355644908,-0.0068690661979461005,0.0043999999999999,-0.00565,0.00755,0.0009,-4.99999999999997e-05,0.0038,True,0.0888668653906564,0.0084962452198995,0.8644707335470633,-0.0035137776767741,0.1983934355644908,-0.0030690661979461
9.0,0.0,39.987584315889485,-20,0,0.9157445663502154,0.0934675556551717,0.0167411608974714,-0.0058381187240102,0.1472014386250049,-0.008168303832196699,0.0074,-0.00675,-0.00815,0.0009,-0.00085,0.0039,True,0.1008675556551717,0.0099911608974714,0.9075945663502154,-0.0049381187240102,0.1463514386250049,-0.0042683038321967
10.0,0.0,39.98895828840723,-20,0,0.9595252711279116,0.1028568043199119,0.0149628407276387,-0.0060044367368804995,0.1057835205007745,-0.0079353687660283,0.0093,-0.00585,-0.00905,0.0015,-0.00345,0.0033,True,0.1121568043199119,0.0091128407276387,0.9504752711279116,-0.0045044367368805,0.1023335205007745,-0.0046353687660283
11.0,0.0,39.98395198980584,-20,0,0.9863457815556318,0.1169403661629279,0.0138965765517911,-0.005400307264292,0.0671307092591786,-0.007112046244617301,0.0084,-0.00575,0.00605,0.0016,-0.00095,0.0031,True,0.1253403661629279,0.0081465765517911,0.9923957815556318,-0.003800307264292,0.0661807092591786,-0.0040120462446173
12.0,0.0,39.98532591264751,-20,0,1.0270202206379795,0.13284768613741021,0.0136772563037665,-0.005531412244122,0.0248610625652855,-0.0065312721297833,0.0089,-0.00585,0.01775,0.0021,-0.0015499999999999,0.0028999999999999,True,0.1417476861374102,0.0078272563037665,1.0447702206379794,-0.003431412244122,0.0233110625652856,-0.0036312721297834
13.0,0.0,39.98913129372555,-20,0,1.0766691242181985,0.14781719936356089,0.010819511456672,-0.0045045415554601,-0.0083749661784525,-0.0055563991446498,0.0118999999999999,-0.00565,0.0302499999999999,0.0026,-0.0082499999999999,0.0025999999999999,True,0.1597171993635608,0.005169511456672,1.1069191242181984,-0.0019045415554601,-0.0166249661784524,-0.0029563991446499
14.0,0.0,39.98980372694199,-20,0,1.1236529449627914,0.168159032275361,0.0103127266470192,-0.0041853162563625,-0.0566390762598947,-0.0055502419425227,0.0109,-0.0059499999999999,0.03425,0.0031,-0.0010499999999999,0.0026999999999999,True,0.179059032275361,0.0043627266470193,1.1579029449627916,-0.0010853162563625,-0.0576890762598946,-0.0028502419425228
0.005,0.0,40.00302087241888,-20,0,0.0411291029857294,0.0596602135898376,0.010606861544002701,-0.0046922649007664005,0.5383990157619101,-0.0065257990008828,0.0078,-0.00075,0.01705,-0.0005,-0.00635,0.0035,True,0.0674602135898376,0.0098568615440027,0.0581791029857294,-0.0051922649007664,0.5320490157619101,-0.0030257990008828
0.002,0.0,19.997907434192683,-20,0,0.026658853831122303,0.0665894639092208,0.012021012653388001,-0.006332817658552901,0.5285965166075032,-0.0061445658913599,0.0078,-0.00075,0.01705,-0.0005,-0.00635,0.0035,True,0.0743894639092208,0.011271012653388,0.0437088538311223,-0.0068328176585529,0.5222465166075032,-0.0026445658913599
-2.501,0.0,19.998028592264237,-20,0,-0.2556385035348084,0.07265175677477591,0.0079553225596403,-0.0059247626318576,0.616811012200769,-0.005573348797747599,0.0071,0.0027332293832293,0.0189831944444444,-0.0009258928571428,-0.003317027027027,0.00326125,True,0.0797517567747759,0.0106885519428696,-0.236655309090364,-0.0068506554890004,0.613493985173742,-0.0023120987977476
