AoA,AoS,V,dE,dR,CL,CD,CYaw,CMroll,CMpitch,CMyaw,CD_modeloff,CYaw_modeloff,CL_modeloff,CMroll_modeloff,CMpitch_modeloff,CMyaw_modeloff,modeloff_correction_found,CD_uncorrected,CYaw_uncorrected,CL_uncorrected,CMroll_uncorrected,CMpitch_uncorrected,CMyaw_uncorrected,V_round,AoA_round,AoS_round,CL2,fit_used,CD0_fit,k_fit,R2_fit,CD_fit_pred,CDi_fit,esb,CL2_fit,CDsep_fit,ewb,e_total_blockage,V_blockage_corr,CL_blockage_corr,CD_blockage_corr,CYaw_blockage_corr,CMroll_blockage_corr,CMpitch_blockage_corr,CMyaw_blockage_corr
9.0,-10.0,19.991447977800103,-20,0,0.9894069617877395,0.1039840410582256,-0.095073590913087,0.022848908692520698,0.113760024354898,0.0248919689093021,0.0274999999999999,-0.01635,-0.0079499999999999,0.0074,-0.03455,0.008,True,0.1314840410582255,-0.111423590913087,0.9814569617877396,0.0302489086925207,0.079210024354898,0.0328919689093021,20.0,9.0,-10.0,0.9789261360340453,True,0.07190962647082984,0.061182553659345516,0.6763764700871265,0.13180282731726858,0.059893200846438746,0.007219591,0.9789261360340453,0.0,0.001886324984234812,0.009105915984234813,20.17348842348915,0.9716312119885923,0.10211585701632696,-0.09336549259778519,0.02243840371348969,0.11171620436153172,0.024444758177592257
10.0,-10.0,19.99294458794892,-20,0,1.0550683936955239,0.1122285973726603,-0.08911491189111301,0.0197213040830425,0.0573861300665022,0.0236761920235144,0.0293999999999999,-0.0154499999999999,-0.0088499999999999,0.008,-0.0371499999999999,0.0074,True,0.1416285973726602,-0.1045649118911129,1.046218393695524,0.0277213040830425,0.0202361300665023,0.0310761920235144,20.0,10.0,-10.0,1.1131693153752529,True,0.07190962647082984,0.061182553659345516,0.6763764700871265,0.14001616784071316,0.06810654136988332,0.007219591,1.1131693153752529,0.0,0.001886324984234812,0.009105915984234813,20.174998661644246,1.0361129663419175,0.11021229109601857,-0.0875138675905077,0.019366989851758293,0.05635512712292042,0.02325082401837513
11.0,-10.0,19.99459564281653,-20,0,1.0313642874203388,0.14129027662996219,-0.07832835325328419,0.014915132970036802,-0.0403753356718628,0.0219701561297121,0.0284999999999999,-0.0153499999999999,0.00625,0.0081,-0.0346499999999999,0.0072,True,0.1697902766299621,-0.0936783532532841,1.037614287420339,0.0230151329700368,-0.0750253356718627,0.0291701561297121,20.0,11.0,-10.0,1.0637122933660632,True,0.07190962647082984,0.061182553659345516,0.6763764700871265,0.13699026093780448,0.06508063446697464,0.007219591,1.0637122933660632,0.00430001569215771,0.002450312549655497,0.009669903549655497,20.187941454196928,1.0117035348177765,0.13859687992440306,-0.07683519085289627,0.01463080788438576,-0.03960566631684238,0.021551342128127524
12.0,-10.0,19.996463621764704,-20,0,1.0475174480487044,0.1547891119723056,-0.0736919405841013,0.011478588315278399,-0.05937142891857781,0.021243899467489502,0.0289999999999999,-0.0154499999999999,0.01795,0.0086,-0.03525,0.007,True,0.1837891119723055,-0.0891419405841012,1.0654674480487043,0.0200785883152784,-0.0946214289185778,0.0282438994674895,20.0,12.0,-10.0,1.09729280396647,True,0.07190962647082984,0.061182553659345516,0.6763764700871265,0.1390448023295221,0.06713517585869225,0.007219591,1.09729280396647,0.01574430964278352,0.003951339509846274,0.011170930509846274,20.219842727326103,1.024500356391288,0.15138793217861973,-0.07207270822286786,0.011226369395352372,-0.05806686103400817,0.02077710745164767
13.0,-10.0,19.99389330178525,-20,0,1.0736448042533706,0.1670321529218451,-0.0697106325171199,0.0074331204640747,-0.09309874702687759,0.020193852381062298,0.032,-0.01525,0.03045,0.0091,-0.0419499999999999,0.0067,True,0.1990321529218451,-0.0849606325171199,1.1040948042533707,0.0165331204640747,-0.1350487470268775,0.0268938523810623,20.0,13.0,-10.0,1.1527131657002585,True,0.07190962647082984,0.061182553659345516,0.6763764700871265,0.14243556158511994,0.0705259351142901,0.007219591,1.1527131657002585,0.02459659133672515,0.005112399645066154,0.012331990645066154,20.240457806941315,1.0476463503158915,0.16298744678009977,-0.06802258013585846,0.0072531264481474605,-0.0908443482940504,0.019704855518348097
14.0,-10.0,19.994729351427097,-20,0,1.1052890388099512,0.1871495572015641,-0.06658000976120511,0.002062893753054901,-0.1502458367170841,0.018854532079207998,0.031,-0.01555,0.03445,0.0096,-0.0347499999999999,0.0068,True,0.2181495572015641,-0.0821300097612051,1.1397390388099513,0.0116628937530549,-0.184995836717084,0.025654532079208,20.0,14.0,-10.0,1.221663859313426,True,0.07190962647082984,0.061182553659345516,0.6763764700871265,0.14665414109695665,0.07474451462612682,0.007219591,1.221663859313426,0.04049541610460744,0.007197680284911585,0.014417271284911586,20.282998788755005,1.0740947491648503,0.18186768314934,-0.06470093918677793,0.0020046732306572943,-0.14600548692263624,0.018322405446128457
-5.002,-10.0,19.9917712616901,-15,0,-0.4462092923787513,0.0957945466054661,-0.1314062313623177,0.030398425829518197,0.5275601903174129,0.025813896032592203,0.0259999999999999,-0.00575,0.02385,0.0049,-0.0322499999999999,0.0068,True,0.121794546605466,-0.1371562313623177,-0.4223592923787513,0.0352984258295182,0.4953101903174129,0.0326138960325922,20.0,-5.0,-10.0,0.19910273260514597,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.07755120452919671,0.01276980627803893,0.007219591,0.19910273260514597,0.018243342076269393,0.004092124298910631,0.011311715298910632,20.217912486523282,-0.4362832441045776,0.093663570603287,-0.12848306365086976,0.029722204497070987,0.5158244689730488,0.025239658824760775
-2.5,-10.0,19.99405252836675,-15,0,-0.1727734947973006,0.0790067697086201,-0.1254073547422356,0.028426748551419103,0.444985100002501,0.0256864695525403,0.0271999999999999,-0.0068667706167706,0.0191831944444444,0.0055741071428571,-0.037017027027027,0.00736125,True,0.10620676970862,-0.1322741253590062,-0.1535903003528562,0.0340008556942762,0.407968072975474,0.0330477195525403,20.0,-2.5,-10.0,0.029850680504472853,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.06669592449759414,0.001914526246436357,0.007219591,0.029850680504472853,0.012310845211025961,0.003314021449193921,0.010533612449193921,20.204662128989394,-0.1691903507746273,0.07736825082026692,-0.12280653559418808,0.02783720711582128,0.4357565681427777,0.025153758676090508
0.002,-10.0,19.99849442408276,-15,0,0.10814369614997799,0.07211538555433561,-0.1196890958126969,0.027600041266601198,0.35693590069674414,0.026434456426852503,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1000153855543355,-0.1300390958126969,0.1253936961499779,0.0336000412666012,0.3168859006967442,0.0340344564268525,20.0,0.0,-10.0,0.011695059016978763,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.06553148156796099,0.0007500833168032135,0.007219591,0.011695059016978763,0.006583903986374617,0.002562879158134578,0.009782470158134578,20.194129098993972,0.1060585181203551,0.0707248891785955,-0.11738130458806607,0.02706786970492286,0.35005362346179264,0.02592475914694954
-0.005,-10.0,20.003650542022203,-15,0,0.10765256682772309,0.07168267925092281,-0.1192624752706418,0.027681807008967003,0.3541050411349843,0.026375572342767804,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.0995826792509227,-0.1296124752706418,0.124902566827723,0.033681807008967,0.3140550411349844,0.0339755723427678,20.0,-0.0,-10.0,0.011589075144597385,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.0655246841046555,0.0007432858534977218,0.007219591,0.011589075144597385,0.0061579951462673085,0.002507017201569779,0.00972660820156978,20.19821821344557,0.10558854069071427,0.0703083049289292,-0.1169758519844836,0.027151062830079224,0.3473157737567264,0.025869872643278426
0.005,-10.0,20.00339332947076,-15,0,0.1087360026276632,0.0722314262841869,-0.11985448651004602,0.027440047480413704,0.3589539160598552,0.0265649496965694,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1001314262841868,-0.130204486510046,0.1259860026276631,0.0334400474804137,0.3189039160598553,0.0341649496965694,20.0,0.0,-10.0,0.011823518267443179,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.06553972052943374,0.0007583222782759616,0.007219591,0.011823518267443179,0.006691705754753157,0.0025770183755813286,0.009796609375581328,20.199358760105692,0.1066364176928411,0.07083670870415688,-0.11754021462064229,0.026910207235155116,0.35202287007469657,0.026052006726169693
2.5,-10.0,19.998761464566197,-15,0,0.3875512622467824,0.0716620240074832,-0.1186418659116169,0.027246597019864104,0.2668011341950631,0.0281604621319008,0.0281499999999999,-0.0110803571428571,0.0130047157622739,0.0060666666666666,-0.0405875,0.00745,True,0.0998120240074831,-0.129722223054474,0.4005559780090563,0.0333132636865307,0.2262136341950631,0.0356104621319008,20.0,2.5,-10.0,0.1501959808690743,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.07441448341449294,0.009633085163335164,0.007219591,0.1501959808690743,0.0,0.0016993381280376173,0.008918929128037618,20.177129000717194,0.3807295760271335,0.07040062741491396,-0.11655352906278128,0.02676700179329927,0.2621048945028641,0.027664781030643522
5.0,-10.0,19.99194546362673,-15,0,0.655650529334172,0.0781353826174694,-0.11669422834390379,0.0277160989756125,0.18054714191048488,0.0291974996974356,0.0278999999999999,-0.0113499999999999,0.00705,0.0059,-0.0383499999999999,0.0074,True,0.1060353826174693,-0.1280442283439037,0.662700529334172,0.0336160989756125,0.142197141910485,0.0365974996974356,20.0,5.0,-10.0,0.42987761661617996,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.09235236031494931,0.027570962063791525,0.007219591,0.42987761661617996,0.0,0.0016993381280376173,0.008918929128037618,20.170252208348412,0.6441097536573368,0.076760041817962,-0.11464017385626993,0.027228239564838688,0.1773691469716283,0.028683564637130288
6.0,-10.0,19.99340681605485,-15,0,0.7489673258954881,0.0829181271438319,-0.1075477444505693,0.0261421674388748,0.15863085303960078,0.026565174610005602,0.0272999999999999,-0.01385,0.00565,0.0065,-0.03745,0.0076,True,0.1102181271438318,-0.1213977444505693,0.7546173258954881,0.0326421674388748,0.1211808530396008,0.0341651746100056,20.0,6.0,-10.0,0.5609520552590382,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.10075905151185727,0.03597765326069949,0.007219591,0.5609520552590382,0.0,0.0016993381280376173,0.008918929128037618,20.171726594475267,0.7357839858222073,0.08145860036531766,-0.10565468658250952,0.02568201240716194,0.15583862912084,0.026097573796350537
7.0,-10.0,19.993831288430016,-15,0,0.8395936616490747,0.0879439762102628,-0.10494285575894019,0.024893538606869096,0.1244705332943144,0.0265847930189134,0.0260999999999999,-0.01405,0.00715,0.0071,-0.03575,0.0077,True,0.1140439762102627,-0.1189928557589402,0.8467436616490747,0.0319935386068691,0.0887205332943144,0.0342847930189134,20.0,7.0,-10.0,0.7049175166813009,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.10999253127899164,0.04521113302783386,0.007219591,0.7049175166813009,0.0,0.0016993381280376173,0.008918929128037618,20.172154852689463,0.8248151147322825,0.0863959843210436,-0.10309564920146158,0.024455361968536687,0.12227960010833114,0.026116846881574132
8.0,-10.0,19.99277821480787,-15,0,0.9258922613257742,0.095854271103214,-0.1008646360907025,0.024082751791245503,0.0753455860729763,0.025859851931935,0.0244999999999999,-0.01525,0.00775,0.0074,-0.0337499999999999,0.0079,True,0.1203542711032139,-0.1161146360907025,0.9336422613257742,0.0314827517912455,0.0415955860729764,0.033759851931935,20.0,8.0,-10.0,0.8572764795829557,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.11976434312466576,0.05498294487350798,0.007219591,0.8572764795829557,0.0,0.0016993381280376173,0.008918929128037618,20.171092386778316,0.909594684475299,0.09416704202159921,-0.09908921444949595,0.023658846641064487,0.07401935133632331,0.02540466622425974
9.0,-10.0,19.993557475775788,-15,0,1.0152495870518194,0.1014605010276065,-0.09578225266289239,0.0233191098668582,0.0310294235954341,0.0252783588109742,0.0274999999999999,-0.01635,-0.0079499999999999,0.0074,-0.03455,0.008,True,0.1289605010276064,-0.1121322526628924,1.0072995870518195,0.0307191098668582,-0.0035205764045659,0.0332783588109742,20.0,9.0,-10.0,1.03073172400889,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.1308892023380336,0.06610780408687583,0.007219591,1.03073172400889,0.0,0.0016993381280376173,0.008918929128037618,20.17187859791958,0.9973791405014854,0.09967459095809428,-0.09409629125151833,0.022908646359370177,0.030483242968599153,0.024833408558570278
10.0,-10.0,19.993283386489303,-15,0,1.0590282623551655,0.1166409158515869,-0.0874789332579291,0.0193064956204276,-0.053046192167571,0.0239021652066962,0.0293999999999999,-0.0154499999999999,-0.0088499999999999,0.008,-0.0371499999999999,0.0074,True,0.1460409158515868,-0.102928933257929,1.0501782623551656,0.0273064956204276,-0.0901961921675709,0.0313021652066962,20.0,10.0,-10.0,1.1215408604670012,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.13671340708737673,0.07193200883621893,0.007219591,1.1215408604670012,0.0,0.0016993381280376173,0.008918929128037618,20.171602064050173,1.0403872225565989,0.11458779977166732,-0.08593912706543835,0.018966662241070117,-0.05211247187463091,0.023481438745724274
11.0,-10.0,19.99606472825982,-15,0,1.0520364952249945,0.14105409538394548,-0.07894563992100549,0.015299263506224101,-0.1309797252342834,0.0225423470439682,0.0284999999999999,-0.0153499999999999,0.00625,0.0081,-0.0346499999999999,0.0072,True,0.1695540953839454,-0.0942956399210054,1.0582864952249946,0.0233992635062241,-0.1656297252342833,0.0297423470439682,20.0,11.0,-10.0,1.10678078728529,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.13576674366034117,0.07098534540918339,0.007219591,1.10678078728529,0.005287351723604311,0.002392824114974125,0.009612415114974125,20.188275203093745,1.0320991989026713,0.13838095874856143,-0.07744952964003667,0.015009324942855479,-0.12849750944988333,0.02211514375315449
12.0,-10.0,19.995032660738374,-15,0,1.0917037471659286,0.1530101150571916,-0.07409714298255471,0.011619672896128402,-0.1669038757063138,0.0215083002119058,0.0289999999999999,-0.0154499999999999,0.01795,0.0086,-0.03525,0.007,True,0.1820101150571915,-0.0895471429825546,1.1096537471659285,0.0202196728961284,-0.2021538757063138,0.0285083002119058,20.0,12.0,-10.0,1.1918170715761296,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.14122069631478204,0.07643929806362426,0.007219591,1.1918170715761296,0.011789418742409546,0.0032456314558464055,0.010465222455846405,20.204285125544914,1.069207654685996,0.1498571262471527,-0.0725702670463297,0.011380233179322026,-0.16346458640013015,0.021065091409234498
13.0,-10.0,19.99433030435617,-15,0,1.1140363859160687,0.1684129445501307,-0.0693447755422537,0.0070909537064094,-0.2169035479377712,0.0202205891873093,0.032,-0.01525,0.03045,0.0091,-0.0419499999999999,0.0067,True,0.2004129445501307,-0.0845947755422537,1.1444863859160688,0.0161909537064094,-0.2588535479377711,0.0269205891873093,20.0,13.0,-10.0,1.241077069144936,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.14438007347640955,0.07959867522525177,0.007219591,1.241077069144936,0.02403287107372115,0.004851475565967711,0.012071066565967712,20.235683196402,1.0876204308008675,0.16441954824791127,-0.06770047693463543,0.006922813493755168,-0.21176034574160546,0.01974111994992379
14.0,-10.0,19.996781194725607,-15,0,1.1461688460702597,0.1882108150546887,-0.0657818190225241,0.001967302221994401,-0.2671323994870994,0.0189796548227566,0.031,-0.01555,0.03445,0.0096,-0.0347499999999999,0.0068,True,0.2192108150546887,-0.0813318190225241,1.1806188460702598,0.0115673022219944,-0.3018823994870993,0.0257796548227566,20.0,14.0,-10.0,1.3137030237020306,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.149038067660201,0.08425666940904324,0.007219591,1.3137030237020306,0.039172747394487686,0.006837212967459554,0.014056803967459553,20.277872027960047,1.114612817798589,0.18302904290893288,-0.06397073076274998,0.00191313895909555,-0.2597777784123808,0.018457111808062983
0.002,-10.0,19.995018438619876,-10,-20,0.1498485203175845,0.0897808292863618,-0.1799086010312662,0.0391672976551738,0.2257533993448247,0.053449672859558,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1176808292863617,-0.1902586010312662,0.1670985203175844,0.0451672976551738,0.1857033993448248,0.061049672859558,20.0,0.0,-10.0,0.022454579041369535,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.08240584843454926,0.0012329208279068752,0.007219591,0.022454579041369535,0.007374980851812546,0.0030966170387960327,0.010316208038796033,20.20129120857224,0.14680397611246251,0.08795670914853511,-0.17625331175940367,0.03837151689702137,0.2211666593336107,0.05236371023927087
0.005,-10.0,20.00891849149148,-10,-20,0.14929656545172298,0.0898352286214508,-0.1799215007983886,0.0391834116380795,0.22606970421486508,0.053563744060344094,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1177352286214507,-0.1902715007983886,0.1665465654517229,0.0451834116380795,0.1860197042148652,0.0611637440603441,20.0,0.0,-10.0,0.022289464455680606,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.08239678243463396,0.0012238548279915778,0.007219591,0.022289464455680606,0.007438446186816838,0.0031049411153436972,0.010324532115343697,20.21550121305018,0.1462608254587934,0.08800855300118479,-0.17626304493298425,0.03838667094006522,0.22147288820507718,0.052474599112347205
2.492,-10.0,19.991919209860885,-10,-20,0.4284393363612517,0.0915536273430977,-0.1795200483173491,0.039526000817164696,0.1316384530351301,0.056174329090352096,0.0281499999999999,-0.0110803571428571,0.0130047157622739,0.0060666666666666,-0.0405875,0.00745,True,0.1197036273430976,-0.1906004054602062,0.4414440521235256,0.0455926674838313,0.0910509530351301,0.0636243290903521,20.0,2.5,-10.0,0.18356026494166977,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.09125173039362554,0.010078802786983157,0.007219591,0.18356026494166977,0.0003018969494721635,0.0021689154545035624,0.009388506454503563,20.17961347240058,0.42050641680451567,0.08985843388348551,-0.17619608158213293,0.038794143216167795,0.12920105485556532,0.05513421349869775
5.0,-10.0,19.983005958181973,-10,-20,0.6964193197868341,0.0991710353445506,-0.1766826551602782,0.0394348160524338,0.047303608282521496,0.0574537017859119,0.0278999999999999,-0.0113499999999999,0.00705,0.0059,-0.0383499999999999,0.0074,True,0.1270710353445505,-0.1880326551602781,0.7034693197868341,0.0453348160524338,0.0089536082825216,0.0648537017859119,20.0,5.0,-10.0,0.48499986897235675,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.1078029721461749,0.026630044539532518,0.007219591,0.48499986897235675,0.0,0.0021293188256235177,0.009348909825623518,20.169825278929913,0.6835781525958099,0.0973424360952418,-0.1734248312455688,0.038707683631363704,0.046431384429110156,0.056394321941880626
7.0,-10.0,19.98800850464144,-10,-20,0.8793349720778255,0.1090314709046348,-0.1647083091972506,0.036411331570197596,-0.004806575415900904,0.054935349034916495,0.0260999999999999,-0.01405,0.00715,0.0071,-0.03575,0.0077,True,0.1351314709046347,-0.1787583091972506,0.8864849720778255,0.0435113315701976,-0.0405565754159009,0.0626353490349165,20.0,7.0,-10.0,0.7732299931191102,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.12362891671792593,0.04245598911128355,0.007219591,0.7732299931191102,0.0,0.0021293188256235177,0.009348909825623518,20.174874593745127,0.8631210517103919,0.10702105662233392,-0.1616712783796676,0.035739948707809686,-0.00471794772166815,0.05392240470437931
8.0,-10.0,19.99438648402602,-10,-20,0.9645547159766104,0.11796362181678981,-0.1621383774203038,0.036745441954846206,-0.048253633656987906,0.05530922622289129,0.0244999999999999,-0.01525,0.00775,0.0074,-0.0337499999999999,0.0079,True,0.1424636218167897,-0.1773883774203038,0.9723047159766104,0.0441454419548462,-0.0820036336569878,0.0632092262228913,20.0,8.0,-10.0,0.9303658001127195,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.13225682325295574,0.05108389564631337,0.007219591,0.9303658001127195,0.0,0.0021293188256235177,0.009348909825623518,20.18131220028384,0.9467694420463326,0.11578850899730081,-0.1591487331738277,0.03606789848319943,-0.047363892433907706,0.054289388029212626
