V_round,AoS_round,dE,dR,fit_used,CD0_fit,k_fit,R2_fit
39.5,-8.0,10,-20,True,0.06697006797874627,0.05898765710253155,0.8892053784654852
39.5,-8.0,10,-10,True,0.05859751092537313,0.060433862448298445,0.8800196317425376
39.5,-8.0,10,0,True,0.054678679061547844,0.060927626198146886,0.8829063938673268
39.5,-8.0,10,10,True,0.051662474279753845,0.06102632283004042,0.8873677776931946
39.5,-8.0,10,20,True,0.05259423566413779,0.061024436577648736,0.8859150311567103
39.5,-5.0,-20,0,True,0.0649879492887067,0.06720028474551017,0.8428224507504505
39.5,-5.0,-15,0,True,0.05790506452777791,0.06874424500891473,0.8598153006057057
39.5,-5.0,-10,0,True,0.053651662056143745,0.06944589909582159,0.8754529569638907
39.5,-5.0,-5,0,True,0.050658378361662884,0.06990344613771304,0.8795768072718692
39.5,-5.0,0,0,True,0.04871938064756787,0.0705704034199644,0.8842306865839542
39.5,-5.0,5,0,True,0.04642306395976725,0.07114168894860949,0.8907120217233797
39.5,-5.0,10,0,True,0.04823221583059477,0.07031488491276146,0.8983825316607672
39.5,-5.0,15,0,True,0.049698484643474886,0.0709308647482168,0.9009759151749968
39.5,-5.0,20,0,True,0.05351830332394572,0.0711782425140067,0.8936595604156933
39.5,-4.0,-10,-20,True,0.06391649029339873,0.057547058250923336,0.8510722254381972
39.5,-4.0,-10,-10,True,0.05569199742006528,0.05858483670501927,0.8495956903966967
39.5,-4.0,-10,0,True,0.05171231199830339,0.05956350497107164,0.8563930581947536
39.5,-4.0,-10,10,True,0.051507407154141656,0.05971361831602434,0.8592510115911781
39.5,-4.0,-10,20,True,0.05338267509032872,0.06258149018077816,0.8542949924292371
39.5,-4.0,0,-20,True,0.053803967601868584,0.06065090394663636,0.8782859551824942
39.5,-4.0,0,-10,True,0.050701061734222994,0.06100062059546836,0.8762066910079715
39.5,-4.0,0,0,True,0.04714402925970205,0.06154203175631793,0.8809995051517439
39.5,-4.0,0,10,True,0.047854586615806986,0.0613468226285009,0.8801546401173558
39.5,-4.0,0,20,True,0.05187676079254389,0.060930887632277955,0.881176347642392
39.5,-4.0,10,-20,True,0.056043619216062456,0.061403960658228,0.8911043433721362
39.5,-4.0,10,-10,True,0.04966126883035419,0.06220315509051253,0.8959222635589269
39.5,-4.0,10,0,True,0.04753555151074564,0.06295454003347839,0.8985661127953214
39.5,-4.0,10,10,True,0.046719807736033445,0.06264681957097862,0.8977525525759379
39.5,-4.0,10,20,True,0.0494057571985075,0.06259285446160674,0.9009263428750657
39.5,0.0,-20,0,True,0.05703539767239103,0.07177359678350187,0.8421117512788977
39.5,0.0,-15,0,True,0.05068629840420932,0.072557183817402,0.8618974035043998
39.5,0.0,-10,-20,True,0.05535667598429741,0.05996597668755395,0.8651713979084434
39.5,0.0,-10,-10,True,0.045145017630890225,0.06406182187788391,0.8600341186008813
39.5,0.0,-10,0,True,0.045214234098168174,0.07043860773069599,0.8541268754939194
39.5,0.0,-10,10,True,0.048321485782404916,0.06032827631073292,0.8637894402701906
39.5,0.0,-10,20,True,0.0517329832947158,0.06357727770562033,0.8615495384703468
39.5,0.0,-5,0,True,0.04310200876386551,0.07275339339180029,0.8774817289106704
